timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5038.35,41,262144,64,36055,2375690440,114,0,603,674071,23,6439,69,8197,128250912,1208,1,68,5758,366643,4,271538,603,22920,44628792,10623756,13924958,748772104,603,3808,2,1,4,4,865,1,745496588,697848717,45938738,53652272,53652272,2,1,2360699968,73389,73389,4,4,4,53652272,51,3,346901,9869705,2822812,31575,5690,745496588,642496,7800321,12508
10048.97,41,262144,64,42681,2812321044,115,0,603,782517,23,8295,69,8197,128516364,1208,1,68,6731,532620,4,271538,603,26812,46465336,13281566,19350854,876893609,603,3808,2,1,4,4,865,1,873029644,825567681,74085258,63569737,63569737,2,1,2796347532,73389,73389,4,4,4,63553353,51,3,364483,12624638,3013970,35099,6663,873029644,747418,10267193,12508
15333.67,41,262144,64,49701,3274772832,116,0,603,890408,23,10268,69,8197,128516364,1208,1,68,7762,687682,4,271538,603,30936,48417720,15976097,25103272,1012647126,603,3808,2,1,4,4,865,1,1008164876,960819300,111821079,74085218,74085218,2,1,3259749592,73389,73389,4,4,4,74085218,51,3,379862,15656572,3156990,38949,7694,1008164876,851459,12817948,12508
20364.42,41,262144,64,54991,3623316436,117,0,603,976012,23,11735,69,8197,128769750,1208,1,68,8539,766073,4,271538,603,34044,49885176,18790753,31622553,1114974052,603,3808,2,1,4,4,865,1,1110007820,1062691955,147244684,82008153,82008153,2,1,3607637836,73389,73389,4,4,4,81991769,51,3,394551,18675838,3295530,42159,8471,1110007820,933853,15494783,12508
25728.31,41,262144,64,59624,3928802888,118,0,603,1050943,23,13067,69,8197,129035202,1208,1,68,9221,892708,4,271538,603,36772,51178360,22310115,40102330,1204793382,603,3808,2,1,4,4,865,1,1199398924,1152006540,210097394,88939856,88956240,2,1,3913353664,73389,73389,4,4,4,88939856,51,3,412398,21765108,3483660,44864,9153,1199398924,1006079,18826655,12508
30758.06,41,262144,64,65409,4309786812,119,0,603,1146041,23,14703,69,8197,129035202,1208,1,68,10069,1027737,4,271538,603,40168,52787512,25500052,49538189,1316596523,603,3808,2,1,4,4,865,1,1310679052,1263394667,265039468,97608263,97608263,2,1,4294763572,73389,73389,4,4,4,97608263,51,3,422678,25059884,3596014,47929,10002,1310679052,1098112,21904741,12508
35804.43,41,262144,64,69920,4607277872,120,0,603,1232258,23,16001,69,8197,129300654,1208,1,68,10733,1207508,4,271538,603,42824,70829224,27025608,55601382,1403918009,603,3808,2,1,4,4,865,1,1397579788,1350347975,313429729,104367934,104367934,2,1,4591468200,73389,73389,4,4,4,104351550,51,3,431922,28441187,3685259,50698,10665,1397579788,1181560,23339986,12508
40858.28,41,262144,64,75622,4982822308,120,0,603,1329121,23,17558,69,8197,129300654,1208,1,68,11572,1443278,4,271538,603,46180,72417576,28966816,61557202,1514407326,603,3808,2,1,4,4,865,1,1507549196,1460074640,330036804,112897077,112913461,2,1,4967471388,73389,73389,4,4,4,112897077,51,3,439061,31442786,3784244,53997,11504,1507549196,1275124,25182291,12508
45895.08,41,262144,64,80727,5319241752,121,0,603,1418045,23,19004,69,8197,129300654,1208,1,68,12321,1560316,4,271538,603,49176,73833128,32259771,69877453,1613049798,603,3808,2,1,4,4,865,1,1605722124,1558474646,393862341,120533292,120549676,2,1,5303464848,73389,73389,4,4,4,120533292,51,3,451555,34151585,3916489,58750,12253,1605722124,1359295,28342161,12508
50967.43,41,262144,64,85527,5635407264,122,0,603,1503913,23,20369,69,8197,129566106,1208,1,68,13024,1777605,4,271538,603,51988,75165480,34519849,76062558,1705639158,603,3808,2,1,4,4,865,1,1697865740,1650831677,464266478,127729298,127745682,2,1,5620089112,73389,73389,4,4,4,127729298,51,3,458985,37033685,4017432,66146,12956,1697865740,1437767,30500692,12508
56211.40,41,262144,64,89637,5906087484,123,0,603,1571798,23,21545,69,8197,129566106,1208,1,68,13628,1941778,4,271538,603,54408,76318568,37058010,83324676,1785327398,603,3808,2,1,4,4,865,1,1777164300,1729989802,506345365,133878887,133895271,2,1,5890671028,73389,73389,4,4,4,133878887,51,3,465198,40127428,4103431,68387,13561,1777164300,1503411,32952992,12508
