timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5128.93,30,262144,64,23660,1558859036,112,0,603,1913574,17,2948,52,68,2,283236,127985460,1208,1,67,3934,1361320,3,513369,603,15634,80121096,6796688,32446288,508925527,603,35811,2,1,4,4,722,1,506552332,459036334,46941599,35076751,35093135,2,1,1543377044,73389,73389,4,4,4,35076751,15,3,206627,21859707,2865192,44139,3867,506552332,1869435,3930809,9149
10171.01,30,262144,64,29156,1921168508,113,1,603,2010110,17,4493,52,68,2,283236,128250912,1208,1,67,4743,1505909,3,513369,603,18866,81648328,8917739,38444831,615328220,603,35811,2,1,4,4,722,1,612458508,565025407,78118781,43317015,43317015,2,1,1905948660,73389,73389,4,4,4,43317015,15,3,222049,24831073,3008447,47268,4675,612458508,1962842,5908794,9149
15313.76,30,262144,64,34098,2246640132,114,1,603,2102810,17,5851,52,68,2,283236,128250912,1208,1,67,5469,1749441,3,513369,603,21770,83022856,10566724,44211000,710941773,603,35811,2,1,4,4,722,1,707616780,660140255,101817251,50717821,50717821,2,1,2231584124,73389,73389,4,4,4,50717821,15,3,229738,27928309,3103426,51115,5401,707616780,2051695,7462864,9149
20347.74,30,262144,64,39145,2579258488,114,1,603,2178501,17,7274,52,68,2,283236,128250912,1208,1,67,6210,1942973,3,513369,603,24734,84435784,13832592,51566598,808525118,603,35811,2,1,4,4,722,1,804741132,757398047,150460476,58263924,58280308,2,1,2563612656,73389,73389,4,4,4,58263924,15,3,242008,31033740,3227316,53992,6142,804741132,2124509,10605423,9149
25499.46,30,262144,64,43807,2886380032,115,1,603,2248249,17,8594,52,68,2,283236,128516364,1208,1,67,6893,2078282,3,513369,603,27466,85734024,16782476,60081993,898474022,603,35811,2,1,4,4,722,1,894263308,847160917,199425458,65246938,65263322,2,1,2870865272,73389,73389,4,4,4,65246938,15,3,257389,34282855,3341900,56448,6826,894263308,2191801,13441161,9149
30535.49,30,262144,64,48746,3211655048,116,1,603,2329424,17,10008,52,68,2,283236,128516364,1208,1,67,7623,2205685,3,513369,603,30386,87118024,18580357,66148478,994612740,603,35811,2,1,4,4,722,1,989945868,942352389,229139725,72647744,72664128,2,1,3196500736,73389,73389,4,4,4,72647744,15,3,261092,37299791,3447649,63620,7555,989945868,2265804,15133218,9149
35578.52,30,262144,64,53403,3518714364,117,1,603,2399635,17,11333,52,68,2,283236,128769750,1208,1,67,8306,2358634,3,513369,603,33118,88416456,20674185,72311293,1084563463,603,35811,2,1,4,4,722,1,1079468044,1032107136,267790460,79620407,79636791,2,1,3503297908,73389,73389,4,4,4,79620407,15,3,264730,40432750,3536565,66183,8238,1079468044,2333452,17138458,9149
41788.54,30,262144,64,58429,3849956464,118,1,603,2478714,17,12760,52,68,2,283236,129035202,1208,1,67,9045,2609243,3,513369,603,36074,89816776,22430505,78633086,1181889800,603,35811,2,1,4,4,722,1,1176330252,1128951083,295191982,87158318,87158318,2,1,3834965992,73389,73389,4,4,4,87158318,15,3,268999,44060834,3622081,69055,8977,1176330252,2409659,18809323,9149
47514.79,30,262144,64,63233,4166649572,118,1,603,2576901,17,14069,52,68,2,283236,129035202,1208,1,67,9750,2937313,3,513369,603,38898,91150664,25339820,87608508,1274872932,603,35811,2,1,4,4,722,1,1268867084,1221540372,400625655,94343973,94360357,2,1,4151134812,73389,73389,4,4,4,94343973,15,3,280330,48055803,3757716,71881,9683,1268867084,2505020,21583194,9149
52528.34,30,262144,64,67207,4428416896,119,1,603,2649424,17,15206,52,68,2,283236,129035202,1208,1,67,10335,3031087,3,513369,603,41234,92265928,28836564,97496772,1351798310,603,35811,2,1,4,4,722,1,1345413132,1298078230,502227524,100296954,100296954,2,1,4413065976,73389,73389,4,4,4,100296954,15,3,290344,51333173,3859237,77470,10267,1345413132,2571954,24977926,9149
