event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,4524,5539,1015,Total time spent analyzing index of patch parts
ArenaAllocBytes,14565376,18882560,4317184,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,3320,4374,1054,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,175,175,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,64,64,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,14,14,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,64,64,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsynchronousReaderIgnoredBytes,380803647,518896215,138092568,Number of bytes ignored during asynchronous reading
CommonBackgroundExecutorTaskExecuteStepMicroseconds,9185,9789,604,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,78,79,1,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,43442,43442,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,23188490,30603596,7415106,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,1527615270195,2016112101463,488496831268,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,1595,2590,995,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,1150107729,1595712068,445604339,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptionResumes,29150,42916,13766,Total number of CPU preemption resumed
ConcurrencyControlPreemptions,29798,43800,14002,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,1595,2590,995,Total number of CPU slots acquired
ConcurrencyControlUpscales,1595,2590,995,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,1166643976,1662459428,495815452,Total time a query was waiting on resource requests for CPU slots.
ContextLock,95096,123078,27982,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,925,1203,278,Context lock wait time in microseconds
CreatedReadBufferDirectIO,54181,72127,17946,Number of times a read buffer with O_DIRECT was created for reading data (while choosing among other read methods).
CreatedReadBufferOrdinary,324,324,0,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1019970994,1343807811,323836817,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,22,22,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,6,6,0,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,6,6,0,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,519562,802888,283326,Number of dequeues invoked at all FairPolicyNodes
