event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,1219,2122,903,Total time spent analyzing index of patch parts
ArenaAllocBytes,3670016,5505024,1835008,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,896,1344,448,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2715098,2715098,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,143799,143799,0,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,99,99,0,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,1082588,1082588,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,6052966,9078879,3025913,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,398840129692,598224122876,199383993184,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,967,1421,454,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,235516556,269380894,33864338,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,4668,6962,2294,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,967,1421,454,Total number of CPU slots acquired
ConcurrencyControlUpscales,967,1421,454,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,126866142,186864383,59998241,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,14,21,7,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,195,316,121,Total time a query was waiting for a query slots
ContextLock,41009,51919,10910,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,2004,2460,456,Context lock wait time in microseconds
CreatedReadBufferOrdinary,8489,12638,4149,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,941268033,973740711,32472678,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,9,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,211441,326611,115170,Number of dequeues invoked at all FairPolicyNodes
FileOpen,353,383,30,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,62,86,24,Time spent filtering parts by PK.
FunctionExecute,1996576,2994864,998288,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1071,1071,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,10709655,10725786,16131,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,1874,2397,523,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,50956,59401,8445,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,151888,151888,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,17,23,6,Number of created server HTTP connections
