event,value,description
RecomputeWeight,91,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,5332,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,27,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,8756,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,8744,"Same as Query, but only for SELECT queries."
InitialQuery,8756,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,9146,Count queries with all subqueries
SelectQueriesWithSubqueries,9134,Count SELECT queries with all subqueries
FailedQuery,1,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,33477354840,Total time of all queries.
SelectQueryTimeMicroseconds,33477233399,Total time of SELECT queries.
OtherQueryTimeMicroseconds,121441,Total time of queries that are not SELECT or INSERT.
FileOpen,93255,Number of files opened.
Seek,66615,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,1857158,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,2183808320441,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,103750,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,318274941,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,2,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1759,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,2153575115152,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,109118558,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,7128580885742,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,179118,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,34692,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,701452,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,756293,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,154905951133,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,15938,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,67002368,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,35665889,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,6,Number of table function calls.
MarkCacheHits,179983,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,524,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,1004,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1020,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,213837,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2891553236,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,558787,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,672194681,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,3453481,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,2632547,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,69948139,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,5251,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,3511,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,34934788,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,1539536,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,55815,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,242522266,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,46470,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,46322,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,118000417,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,1662315148,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,17313437,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,1287737367056,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,784373231,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,682468,Total time spent analyzing index of patch parts
InsertedRows,4105,Number of rows INSERTed to all tables.
InsertedBytes,50451837,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,3,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,56256,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,24576,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,384,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,56793537504,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,227174150016,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,1546,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,943283,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,4776468,Total time spent executing query plan optimizations.
SelectedParts,1052,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,1052,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,1052,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,19301307,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,19301307,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,151344365178,Number of rows SELECTed from all tables.
SelectedBytes,7120662515968,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,151344057955,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,151343815215,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,25,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2642791,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,4204,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,6292858,Time spent loading marks
LoadedMarksFiles,524,Number of mark files loaded.
LoadedMarksCount,3961769,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,8061288,Size of in-memory representations of loaded marks.
Merge,80,Number of launched background merges.
MergeSourceParts,490,Number of source parts scheduled for merges.
MergedRows,242740,Rows read for background merges. This is the number of rows before merge.
MergedColumns,123040,Number of columns merged during the horizontal stage of merges.
MergedUncompressedBytes,318536592,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,252617,Total time spent for background merges
MergeExecuteMilliseconds,252141,Total busy time spent for execution of background merges
MergeHorizontalStageTotalMilliseconds,216136,Total time spent for horizontal stage of background merges
MergeHorizontalStageExecuteMilliseconds,215756,Total busy time spent for execution of horizontal stage of background merges
MergeVerticalStageTotalMilliseconds,10,Total time spent for vertical stage of background merges
MergeProjectionStageTotalMilliseconds,36471,Total time spent for projection stage of background merges
MergeProjectionStageExecuteMilliseconds,36385,Total busy time spent for execution of projection stage of background merges
MergingSortedMilliseconds,148904,Total time spent while merging sorted columns
MergeTreeDataWriterRows,4105,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterUncompressedBytes,50451837,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeTreeDataWriterCompressedBytes,87090385,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterBlocks,403,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,403,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,254656293,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,886339,Time spent resetting task for MergeMutate executor.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,330572404,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,2703,Time spent resetting task for Common executor.
MergeTreeDataWriterSortingBlocksMicroseconds,2261,Time spent sorting blocks
InsertedCompactParts,403,Number of parts inserted in Compact format.
MergedIntoWideParts,9,Number of parts merged into Wide format.
MergedIntoCompactParts,71,Number of parts merged into Compact format.
ContextLock,1087215,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,510447,Context lock wait time in microseconds
RWLockAcquiredReadLocks,15498,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,56,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,8446425,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,314,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,3757,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,368819,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,234546,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,127262,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,1353968149258,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,78642351939,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,2092861812,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,2,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,14013,Total time spent for memory allocator purge
SoftPageFaults,190382274,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,2,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,121473047229,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,80732872387,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,9326592,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,499208192,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,2188609208821,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,318346181,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,31322,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
MemoryAllocatedWithoutCheck,75066363,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,25303526211930,Amount of bytes that has been allocated without checking for memory constraints.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,85452457,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,17263798,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,2178521551378,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,1870259093,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,31783604469,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,2538,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,482187,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,119988,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,66848,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,4861,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,21576,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,490,Amount of parts in selected range for merge
