event,value,description
RecomputeWeight,58,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,2708,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,27,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,6352,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,6340,"Same as Query, but only for SELECT queries."
InitialQuery,6352,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,6628,Count queries with all subqueries
SelectQueriesWithSubqueries,6616,Count SELECT queries with all subqueries
FailedQuery,1,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,24523405684,Total time of all queries.
SelectQueryTimeMicroseconds,24523284243,Total time of SELECT queries.
OtherQueryTimeMicroseconds,121441,Total time of queries that are not SELECT or INSERT.
FileOpen,92173,Number of files opened.
Seek,58491,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,1601209,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,1477765951829,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,95593,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,273402693,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,2,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1759,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,1452490403260,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,73750696,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,4808502494425,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,121954,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,34376,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,457912,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,607134,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,127184460586,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,10690,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,45506560,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,24131513,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,6,Number of table function calls.
MarkCacheHits,122635,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,458,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,676,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,692,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,156357,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2146939704,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,422793,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,671974771,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,2478795,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1902869,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
