timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.08,1,262144,64,57261,3773712066,1,3971339,221,6,6,2299,415,0,576,379478,3,22522,9,106914216,1154,1,4,284,71271826,5,285022792,8,10169,1865,2,38,576,20904190,1132,1226830216,576,229,3,1,2,2,762,3,1221370060,1191075008,26393947,72370931,72387315,3,1,3763288444,73389,73389,2,2,2,72370935,3,3,47839,927341,269652,14574,10161,1221370060,364904,20635265,1330
10013.69,10,262144,64,112486,7413329206,1,6481790,441,6,6,2299,771,1,576,731760,3,44278,9,114419268,1154,1,4,284,140170919,5,560619120,8,19676,3855,2,38,576,42406680,5877,2379664932,576,229,3,1,2,2,762,3,2369020519,2337201602,51886848,142354116,142354116,3,1,7401562096,73389,73389,2,2,2,142337736,3,3,56983,1809937,468769,28845,19668,2369020519,702915,41939049,1330
15020.10,18,262144,64,167719,11052227836,2,9965280,653,7,7,2299,1125,2,576,1129897,3,66022,10,117508164,1154,1,4,284,209115559,5,836333000,9,29188,7923,2,48,576,66445840,105150,3533128157,576,229,3,1,2,2,762,3,3517231394,3483149738,81182485,212304977,212304977,3,1,11039858836,73389,73389,2,2,2,212304981,3,3,65611,2852550,704820,46155,29179,3517231394,1083742,65743421,1330
20196.77,19,262144,64,214430,14129829362,6,17354969,836,11,11,2299,1432,2,576,1439770,3,84438,12,117508164,1154,1,4,284,267385559,5,1069542236,11,37239,10731,2,70,576,85786489,136356,4508187792,576,229,3,1,2,2,762,3,4487867298,4452377309,109224903,271461829,271461829,3,1,14116015140,73389,73389,2,2,2,271461833,3,3,83082,3648659,883716,59067,37226,4487867298,1380703,84906076,1330
25201.39,21,262144,64,257619,16975297902,6,21433780,986,11,11,2299,1715,2,576,4197893,3,101447,12,117508164,1154,1,4,284,321277363,5,1284980320,11,44742,12760,2,70,576,103113626,143024,5416204324,576,229,3,1,2,2,762,3,5391792607,5348445741,136785762,326170869,326170869,3,1,16960885220,73389,73389,2,2,2,326170873,3,3,92322,6842078,1038974,70731,44729,5391792607,4127162,102078751,1330
30205.91,23,262144,64,302523,19935127440,8,26963737,1191,12,12,2299,2002,2,576,4496635,3,119149,12,117508164,1154,1,4,284,377329060,5,1509187144,11,52540,14943,2,70,576,121418007,160502,6362530653,576,229,3,1,2,2,762,3,6333844330,6280774710,161904449,383054219,383054219,3,1,19918819420,73389,73389,2,2,2,383054223,3,3,103443,7601054,1216779,83142,52526,6333844330,4413493,120207038,1330
35210.18,23,262144,64,340796,22456249124,10,31635994,1367,13,13,2299,2250,2,576,4735456,3,134175,12,117508164,1154,1,4,284,424863501,5,1699454004,11,59390,16013,2,70,576,135020741,161654,7192471667,576,229,3,1,2,2,762,3,7160114816,7077272102,181182701,431364036,431364036,3,1,22430929904,73389,73389,2,2,2,431364040,3,3,109304,8207159,1341264,92704,59375,7160114816,4642752,133685550,1330
40214.50,23,262144,64,375232,24725402404,20,43790505,1549,22,22,2299,2472,2,576,4947288,3,147623,12,117508164,1154,1,4,284,467426138,5,1869704552,11,65783,16806,2,70,576,145565088,162686,7964110777,576,229,3,1,2,2,762,3,7928389324,7795559595,204727877,474724170,474724170,3,1,24685656872,73389,73389,2,2,2,474724174,3,3,124197,8729431,1487612,100716,65759,7928389324,4846572,144084327,1330
45218.08,23,262144,64,398836,26281182658,20,46505640,1734,22,22,2299,2628,2,576,5092797,3,156845,12,117508164,1154,1,4,284,496573968,5,1986295872,11,70305,16985,2,70,576,152492778,162866,8512973137,576,229,3,1,2,2,762,3,8474879513,8290137479,214924246,504329109,504345493,3,1,26225113700,73389,73389,2,2,2,504329113,3,3,125037,9077544,1545524,105802,70281,8474879513,4986995,150954486,1330
50222.76,42,262144,64,429127,28277458486,31,67596804,1981,33,33,2299,2821,3,576,5397974,3,168679,17,117508164,1154,1,4,284,533941918,5,2135767672,16,76477,41479,2,109,576,164839462,1365414,9259733949,576,229,3,1,2,2,762,3,9218325521,8927266288,250705845,542162246,542178630,3,1,28192436824,73389,73389,2,2,2,542162250,3,3,153975,10457352,1883227,119816,76442,9218325521,5278158,162963881,1330
