timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.89,7,262144,64,54957,3621088212,64,60,122,0,603,810116,20,11702,69,197,128769750,1208,1,68,8535,53596,4,533,603,34050,135496712,13593159,699088,1114015089,603,1074,2,1,4,4,370,1,1109483532,1062010914,24485740,81959001,81959001,2,1,3606196044,73389,73389,4,4,4,81959001,11,3,399831,2040420,2389128,14192,8467,1109483532,795924,11203890,6720
10022.30,7,262144,64,83168,5480011484,64,60,127,0,603,1141948,20,19724,69,197,129566106,1208,1,68,12678,65491,4,533,603,50622,142993352,21530675,2345269,1659310200,603,1074,2,1,4,4,370,1,1652514828,1605465900,79503322,124205023,124205023,2,1,5464300116,73389,73389,4,4,4,124188639,11,3,439461,3264630,2723840,21078,12610,1652514828,1120870,18807152,6720
15054.25,7,262144,64,92373,6086455788,64,60,128,0,603,1291836,20,22292,69,197,129566106,1208,1,68,14031,145059,4,533,603,56034,145551176,25717294,7987596,1837429358,603,1074,2,1,4,4,370,1,1829855244,1782667402,122950249,137982635,137999019,2,1,6071235940,73389,73389,4,4,4,137982635,11,3,452560,5598278,2930979,26234,13963,1829855244,1265602,22786718,6720
20064.70,7,262144,64,99457,6553367332,64,60,129,0,603,1429337,20,24237,69,197,129831558,1208,1,68,15074,228781,4,533,603,60206,147530824,27802860,12487271,1974764108,603,1074,2,1,4,4,370,1,1966563340,1919273868,141287084,148594261,148610645,2,1,6538147484,73389,73389,4,4,4,148594261,11,3,461861,8221578,3037260,52147,15006,1966563340,1377190,24765502,6720
25078.04,7,262144,64,107229,7065367644,64,60,131,0,603,1549107,20,26507,69,197,130097010,1208,1,68,16213,345816,4,533,603,64762,149695944,33159195,21015418,2124724154,603,1074,2,1,4,4,370,1,2115854348,2068877425,228997376,160221695,160238079,2,1,7049754580,73389,73389,4,4,4,160221695,11,3,484234,10790576,3248326,56363,16145,2115854348,1492744,29911307,6720
30084.39,7,262144,64,125539,8271968104,64,60,134,0,603,1789052,20,31610,69,197,130627914,1208,1,68,18903,368331,4,533,603,75522,154684808,41525740,28124276,2478758444,603,1074,2,1,4,4,370,1,2468438028,2421586077,292974628,187660072,187660072,2,1,8256322272,73389,73389,4,4,4,187643688,11,3,506981,12565341,3576582,63356,18835,2468438028,1725696,37950438,6720
35107.98,7,262144,64,151596,9988942542,64,60,138,0,603,2081493,20,38974,69,197,131158818,1208,1,68,22732,412112,4,533,603,90842,195307016,49602793,30480652,2982537596,603,1074,2,1,4,4,370,1,2970181644,2923579798,342080993,226660347,226676731,2,1,9973055268,73389,73389,4,4,4,226660347,11,3,522086,13967781,3763061,69453,22664,2970181644,2012040,45842031,6720
40118.21,7,262144,64,164290,10825369210,64,60,140,0,603,2281970,20,42559,69,197,131424270,1208,1,68,24596,460029,4,533,603,98302,198840520,56303923,37395012,3228030522,603,1074,2,1,4,4,370,1,3214630924,3168001514,415596377,245678236,245694620,2,1,10809842384,73389,73389,4,4,4,245678236,11,3,543920,16026280,4111087,79090,24528,3214630924,2202880,52194943,6720
45124.05,7,262144,64,180370,11884503746,64,60,144,1,603,2489702,20,47119,69,197,132220626,1208,1,68,26960,504113,4,533,603,107762,219996832,64301130,43307699,3538592084,603,1074,2,1,4,4,370,1,3523892766,3477618022,471344947,269756178,269756178,2,1,11868550936,73389,73389,4,4,4,269739794,11,3,582754,17889693,4469969,87199,26892,3523892766,2402503,59832166,6720
50161.82,7,262144,64,213283,14052904550,64,60,149,1,603,2872113,20,56415,69,197,132751530,1208,1,68,31792,514320,4,533,603,127090,228672096,74175899,44227680,4174531568,603,1074,2,1,4,4,370,1,4157232670,4111473385,513975266,319028333,319044717,2,1,14037246652,73389,73389,4,4,4,319028333,11,3,601859,18800455,4693337,96545,31724,4157232670,2775568,69483639,6720
