timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5033.19,47,262144,64,25543,1683059680,56,40,117,0,603,368851,23,3449,61,15973,127985460,1208,1,60,4205,699566,4,428379,603,16724,58990248,5062415,19216285,545462396,603,1779,2,1,4,4,732,1,542990348,495393156,31655252,37896514,37912898,2,1,1667446616,73389,73389,4,4,4,37896514,21,3,232175,13749731,1135330,31677,4145,542990348,337174,3927054,11070
10047.96,47,262144,64,33215,2188506392,56,40,118,0,603,450217,23,5566,61,15973,128250912,1208,1,60,5331,802481,4,428379,603,21228,61127080,9477102,28377860,693715274,603,1779,2,1,4,4,732,1,690577420,643202843,99150536,49392876,49392876,2,1,2172565648,73389,73389,4,4,4,49376492,21,3,245642,16688847,1247174,34899,5271,690577420,415318,8230483,11070
15057.59,47,262144,64,42301,2787151912,56,40,120,0,603,563994,23,8177,61,15973,128516364,1208,1,60,6666,960845,4,428379,603,26572,63657704,12501153,34893172,869594002,603,1779,2,1,4,4,732,1,865689612,818183858,119491458,62990264,63006648,2,1,2771571616,73389,73389,4,4,4,62990264,21,3,255115,19668097,1361833,55784,6607,865689612,508210,11140171,11070
20075.38,47,262144,64,50076,3299348832,56,40,121,0,603,651416,23,10372,61,15973,128516364,1208,1,60,7809,1113158,4,428379,603,31140,65819176,15379027,41893895,1019947039,603,1779,2,1,4,4,732,1,1015373836,968020658,185494908,74642274,74642274,2,1,3284260056,73389,73389,4,4,4,74642274,21,3,274331,22538324,1500683,58679,7749,1015373836,592737,13879555,11070
25087.78,47,262144,64,56602,3729425836,56,40,122,0,603,720088,23,12158,61,15973,128769750,1208,1,60,8770,1233229,4,428379,603,34988,84635504,18717684,50801594,1146480424,603,1779,2,1,4,4,732,1,1141334028,1093649481,230387956,84412283,84428667,2,1,3714140452,73389,73389,4,4,4,84412283,21,3,289194,25634987,1622378,61249,8710,1141334028,658839,17096675,11070
30108.54,47,262144,64,63233,4166649572,56,40,123,0,603,800368,23,14061,61,15973,129035202,1208,1,60,9742,1316630,4,428379,603,38880,86474352,21454234,57809283,1274598086,603,1779,2,1,4,4,732,1,1268867084,1221540372,261947380,94343973,94360357,2,1,4151134812,73389,73389,4,4,4,94343973,21,3,298691,28786675,1730209,64529,9683,1268867084,735839,19725009,11070
35116.80,47,262144,64,69584,4584992324,56,40,124,0,603,870075,23,15831,61,15973,129035202,1208,1,60,10675,1415987,4,428379,603,42608,88242032,24624824,68352582,1397314386,603,1779,2,1,4,4,732,1,1391026188,1343806362,336288987,103853997,103870381,2,1,4569575868,73389,73389,4,4,4,103853997,21,3,305954,32124202,1821703,67145,10615,1391026188,802930,22804132,11070
40131.80,47,262144,64,75112,4949398948,56,40,125,0,603,939064,23,17403,61,15973,129300654,1208,1,60,11488,1533171,4,428379,603,45860,89784752,27747315,77534056,1504374626,603,1779,2,1,4,4,732,1,1497587724,1450363629,410246765,112143413,112143413,2,1,4933589276,73389,73389,4,4,4,112127029,21,3,316436,35089554,1928534,71461,11428,1497587724,867603,25819262,11070
45146.45,47,262144,64,81448,5366493208,56,40,126,0,603,1010981,23,19170,61,15973,129300654,1208,1,60,12419,1786993,4,428379,603,49584,91555440,30618105,86720382,1626959295,603,1779,2,1,4,4,732,1,1619615756,1572287991,494443867,121614636,121631020,2,1,5351043984,73389,73389,4,4,4,121614636,21,3,331911,38601936,2066718,74862,12359,1619615756,936119,28552856,11070
50334.78,47,262144,64,88037,5800698980,56,40,128,0,603,1087218,23,21067,61,15973,129566106,1208,1,60,13385,1877101,4,428379,603,53448,93385392,32364337,92987933,1754155393,603,1779,2,1,4,4,732,1,1746231308,1699213817,514895518,131491141,131507525,2,1,5785610204,73389,73389,4,4,4,131491141,21,3,341198,41780862,2161061,77417,13325,1746231308,1009801,30204549,11070
55362.94,47,262144,64,94866,6250898844,56,40,129,0,603,1157533,23,23020,61,15973,129831558,1208,1,60,14389,2001363,4,428379,603,57464,95291504,34595726,99715855,1886354259,603,1779,2,1,4,4,732,1,1877827596,1830836753,544358757,141709551,141725935,2,1,6235220244,73389,73389,4,4,4,141709551,21,3,342888,44810612,2223299,80324,14329,1877827596,1077209,32374069,11070
60399.04,47,262144,64,102613,6761526208,56,40,130,0,603,1240024,23,25193,61,15973,130097010,1208,1,60,15528,2103726,4,428379,603,62020,97450480,38412444,109188178,2036308902,603,1779,2,1,4,4,732,1,2027118604,1980027011,642663092,153318442,153334826,2,1,6746011448,73389,73389,4,4,4,153318442,21,3,353079,48083582,2333888,83435,15468,2027118604,1156589,36081025,11070
65435.64,47,262144,64,108265,7133793844,56,40,131,0,603,1305857,23,26789,61,15973,130097010,1208,1,60,16358,2381468,4,428379,603,65340,99025968,42327635,120079086,2145603967,603,1779,2,1,4,4,732,1,2135908364,2088881374,774774442,161773857,161790241,2,1,7118049708,73389,73389,4,4,4,161773857,21,3,371593,51290205,2470700,86042,16298,2135908364,1219815,39859763,11070
70479.75,47,262144,64,114621,7552729728,56,40,132,0,603,1378145,23,28577,61,15973,130362462,1208,1,60,17294,2499819,4,428379,603,69088,118296424,44718661,126649815,2268851162,603,1779,2,1,4,4,732,1,2258591756,2211357446,890055791,171298106,171314490,2,1,7537116664,73389,73389,4,4,4,171298106,21,3,385037,54150545,2574833,88508,17234,2258591756,1289637,42146891,11070
75507.01,47,262144,64,121822,8027043532,56,40,133,0,603,1460122,23,30556,61,15973,130362462,1208,1,60,18347,2666875,4,428379,603,73300,120296872,47468891,134695732,2407492555,603,1779,2,1,4,4,732,1,2396610572,2349996886,929518265,182092115,182092115,2,1,8011332164,73389,73389,4,4,4,182075731,21,3,400431,57270988,2712270,91430,18287,2396610572,1368692,44760343,11070
80537.53,47,262144,64,128487,8466230040,56,40,134,0,603,1534434,23,32468,61,15973,130627914,1208,1,60,19328,2788314,4,428379,603,77224,122151976,51076909,143943448,2536664944,603,1779,2,1,4,4,732,1,2525192204,2478371406,984966364,192058732,192075116,2,1,8450584208,73389,73389,4,4,4,192058732,21,3,413184,60218645,2836813,94249,19268,2525192204,1440185,48244199,11070
85559.16,47,262144,64,135470,8926256996,56,40,136,0,603,1604250,23,34449,61,15973,130627914,1208,1,60,20354,2943837,4,428379,603,81328,124092904,55090099,151752521,2671757978,603,1779,2,1,4,4,732,1,2659672076,2612913467,1056772153,202508677,202525061,2,1,8910381788,73389,73389,4,4,4,202508677,21,3,423799,63259151,2934088,97004,20294,2659672076,1507246,52160371,11070
90570.42,47,262144,64,147230,9701219654,56,40,138,0,603,1721810,23,37741,61,15973,131158818,1208,1,60,22083,3018573,4,428379,603,88244,127344872,59154352,157775892,2899343643,603,1779,2,1,4,4,732,1,2886295564,2839454311,1099920004,220136085,220136085,2,1,9685987740,73389,73389,4,4,4,220136085,21,3,437719,65793732,3086981,100992,22023,2886295564,1620818,56070780,11070
95578.69,47,262144,64,171955,11330357170,56,40,142,0,603,2015194,23,44709,61,15973,131689722,1208,1,60,25713,3023874,4,428379,603,102772,168334192,69973073,158729819,3377102722,603,1779,2,1,4,4,732,1,3362086924,3315586238,1135670598,257166406,257166406,2,1,11315321864,73389,73389,4,4,4,257166406,21,3,464659,66502989,3387745,108524,25653,3362086924,1906670,66589106,11070
100585.36,47,262144,64,196630,12955959050,56,40,146,1,603,2311293,23,51656,61,15973,132486078,1208,1,60,29340,3026684,4,428379,603,117276,174907824,80623872,159054259,3853780552,603,1779,2,1,4,4,732,1,3836761630,3790802514,1161165656,294096264,294112648,2,1,12940235616,73389,73389,4,4,4,294096264,21,3,486791,67203614,3678039,116260,29280,3836761630,2195033,76950868,11070
105593.77,47,262144,64,221086,14567201930,56,40,150,2,603,2661144,23,58549,61,15973,133016982,1208,1,60,32931,3032617,4,428379,603,131644,181427056,91303134,159554221,4326509926,603,1779,2,1,4,4,732,1,4307572254,4261806449,1200148443,330727336,330743720,2,1,14552002784,73389,73389,4,4,4,330727336,21,3,507158,68042370,3983684,125607,32871,4307572254,2535537,87324316,11070
110604.39,47,262144,64,245660,16186443510,56,40,155,2,603,3031203,23,65522,61,15973,133547886,1208,1,60,36541,3040559,4,428379,603,146084,187980656,102054121,160042638,4801603618,603,1779,2,1,4,4,732,1,4780742174,4735110092,1224405456,367520089,367536473,2,1,16170883916,73389,73389,4,4,4,367520089,21,3,528523,68920920,4354354,135648,36481,4780742174,2895555,97703235,11070
115615.55,47,262144,64,271141,17865391694,56,40,159,2,603,3387333,23,72738,61,15973,134344242,1208,1,60,40283,3045625,4,428379,603,161052,194723760,112604343,160244125,5294081868,603,1779,2,1,4,4,732,1,5271213598,5225878718,1257297442,405678747,405695131,2,1,17849864868,73389,73389,4,4,4,405678747,21,3,551840,69728464,4674067,145335,40223,5271213598,3241998,107931405,11070
120625.98,47,262144,64,297146,19578946194,56,40,163,2,603,3759443,23,80003,61,15973,134875146,1208,1,60,44106,3049735,4,428379,603,176340,201605424,123723055,160437179,5797053049,603,1779,2,1,4,4,732,1,5772170782,5726885507,1287176037,444621678,444638062,2,1,19563353832,73389,73389,4,4,4,444621678,21,3,576908,70548295,5024506,154796,44046,5772170782,3604647,118700420,11070
125633.67,47,262144,64,324892,21406895070,56,40,168,2,603,4133732,23,87846,61,15973,135936954,1208,1,60,48180,3053633,4,428379,603,192640,208923568,134337722,160522180,6332749448,603,1779,2,1,4,4,732,1,6305687340,6261163831,1311943425,486171380,486187764,2,1,21391540720,73389,73389,4,4,4,486171380,21,3,599947,71377481,5328790,165431,48120,6305687340,3968301,129009568,11070
130649.27,47,262144,64,350392,23087100504,56,40,173,4,603,4488140,23,95077,61,15973,136479924,1208,1,60,51926,3057859,4,428379,603,207624,215649648,143230839,160578547,6825739730,603,1779,2,1,4,4,732,1,6796683052,6752368024,1343429077,524362806,524362806,2,1,23071242568,73389,73389,4,4,4,524346422,21,3,618569,72143968,5602231,174837,51866,6796683052,4313303,137630042,11070
135655.57,47,262144,64,376671,24818611868,56,40,177,7,603,4834450,23,102455,61,15973,137264214,1208,1,60,55785,3060674,4,428379,603,223060,222571888,154782692,160619634,7333595947,603,1779,2,1,4,4,732,1,7302489900,7258529815,1366841756,563715337,563715337,2,1,24803474828,73389,73389,4,4,4,563715337,21,3,641809,72884925,5851263,184736,55725,7302489900,4649714,148932157,11070
