timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5024.09,27,262144,64,48458,3192780680,64,44,121,1,603,721362,18,9911,69,40138,128516364,1208,1,68,7579,405061,4,222518,603,30216,99763656,13895595,10755372,988368894,603,1420,2,1,4,4,905,1,984178700,936826402,50605078,72221760,72221760,2,1,3177757440,73389,73389,4,4,4,72221760,22,3,328320,8426404,2937389,25623,7511,984178700,695739,10958942,8906
10033.14,27,262144,64,64925,4277801936,64,44,124,2,603,943715,18,14547,69,40138,129035202,1208,1,68,10000,453538,4,222518,603,39900,121379688,19852130,14353992,1306881430,603,1420,2,1,4,4,905,1,1301372940,1254047473,90433037,96881334,96881334,2,1,4262778696,73389,73389,4,4,4,96881334,22,3,344994,10374647,3157836,33464,9932,1301372940,910251,16695152,8906
15046.58,27,262144,64,73082,4815564512,64,44,125,2,603,1057499,18,16865,69,40138,129300654,1208,1,68,11198,565632,4,222518,603,44696,123648680,23581744,20651085,1464737587,603,1420,2,1,4,4,905,1,1458528268,1411196697,119004272,109094274,109110658,2,1,4800148056,73389,73389,4,4,4,109094274,22,3,357390,12984623,3355229,37664,11130,1458528268,1019835,20227012,8906
20058.35,27,262144,64,80715,5318310528,64,44,126,2,603,1152586,18,18987,69,40138,129300654,1208,1,68,12320,691037,4,222518,603,49188,142824336,26975971,27067042,1612457564,603,1420,2,1,4,4,905,1,1605591052,1558176911,176384229,120510875,120533292,2,1,5302478500,73389,73389,4,4,4,120510875,22,3,373430,15778081,3505166,40959,12252,1605591052,1111627,23470967,8906
25076.27,27,262144,64,90771,5980936212,64,44,128,2,603,1283676,18,21854,69,40138,129566106,1208,1,68,13796,757581,4,222518,603,55092,145621584,31604510,34510844,1806757372,603,1420,2,1,4,4,905,1,1799053324,1751861466,237012982,135578505,135594889,2,1,5965454220,73389,73389,4,4,4,135578505,22,3,386956,18302974,3704258,45346,13728,1799053324,1238330,27901134,8906
30108.97,27,262144,64,112570,7417519036,64,44,132,2,603,1533421,18,27981,69,40138,130362462,1208,1,68,16998,780357,4,222518,603,67900,151455184,41074599,40432573,2228186242,603,1420,2,1,4,4,905,1,2218745868,2171813599,338985926,168232583,168248967,2,1,7402233652,73389,73389,4,4,4,168232583,22,3,437824,19816380,4027501,51353,16930,2218745868,1482068,37048684,8906
35119.88,27,262144,64,122272,8056534732,64,44,133,2,603,1648572,18,30719,69,40138,130362462,1208,1,68,18422,843237,4,222518,603,73604,171233496,44120112,45967462,2415768815,603,1420,2,1,4,4,905,1,2405523468,2358596410,373538205,182763859,182763859,2,1,8041609796,73389,73389,4,4,4,182763859,22,3,454158,22499010,4172697,55590,18355,2405523468,1592982,39948347,8906
40130.29,27,262144,64,128896,8493299716,64,44,134,2,603,1726024,18,32581,69,40138,130627914,1208,1,68,19398,949683,4,222518,603,77504,173081688,46685406,52621630,2544152173,603,1420,2,1,4,4,905,1,2533318668,2486318246,402178280,192687357,192687357,2,1,8478243708,73389,73389,4,4,4,192687357,22,3,473617,25355497,4289899,58587,19330,2533318668,1667437,42396666,8906
45151.63,27,262144,64,135295,8914788196,64,44,136,2,603,1818141,18,34373,69,40138,130627914,1208,1,68,20337,1075706,4,222518,603,81264,192330664,49670024,59145428,2667791029,603,1420,2,1,4,4,905,1,2656395276,2609558298,432821414,202262917,202262917,2,1,8899568348,73389,73389,4,4,4,202262917,22,3,484895,28466118,4411283,61566,20269,2656395276,1756575,45260058,8906
50201.70,27,262144,64,140028,9226562796,64,44,136,2,603,1878537,18,35726,69,40138,130893366,1208,1,68,21033,1173180,4,222518,603,84048,193651240,53233283,70388439,2759452380,603,1420,2,1,4,4,905,1,2747621388,2700606419,551104135,209344235,209360619,2,1,9211146340,73389,73389,4,4,4,209344235,22,3,498119,31510479,4531245,64032,20965,2747621388,1814505,48703557,8906
