timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5051.06,21,262144,64,25148,1656907508,64,44,117,0,603,3088220,6,3353,59,69,204691,127985460,1208,1,68,4155,1197481,4,243568,603,16512,79851392,5080268,26304514,537843910,603,2240,2,1,4,4,719,1,535388172,487775623,48929365,37300657,37317041,2,1,1641228908,73389,73389,4,4,4,37300657,19,3,220297,21633830,1315244,11972,4087,535388172,3076248,3765376,37168
10073.63,21,262144,64,30541,2012466772,64,44,118,0,603,3156440,6,4879,59,69,204691,128250912,1208,1,68,4948,1295429,4,243568,603,19684,81352512,7549574,33307281,642268147,603,2240,2,1,4,4,719,1,639328268,591702897,89810793,45393465,45393465,2,1,1997312460,73389,73389,4,4,4,45393465,19,3,237348,24487569,1451725,19638,4880,639328268,3136802,6098441,37168
15091.53,21,262144,64,37124,2446013876,64,44,119,0,603,3239300,6,6728,59,69,204691,128250912,1208,1,68,5912,1386167,4,243568,603,23540,83174464,10885310,41163423,769199072,603,2240,2,1,4,4,719,1,765681676,718448017,143353910,55247553,55247553,2,1,2430171436,73389,73389,4,4,4,55231169,19,3,259064,27353933,1611541,22742,5844,765681676,3216558,9275176,37168
20109.32,21,262144,64,43511,2866981376,64,44,120,0,603,3322660,6,8525,59,69,204691,128516364,1208,1,68,6853,1472429,4,243568,603,27304,84952704,13110880,47019855,893104515,603,2240,2,1,4,4,719,1,889020428,841504452,185862431,64804570,64820954,2,1,2851401080,73389,73389,4,4,4,64804570,19,3,268863,30090376,1698181,25562,6785,889020428,3297098,11414456,37168
25134.61,21,262144,64,51026,3362138936,64,44,121,0,603,3408654,6,10627,59,69,204691,128516364,1208,1,68,7959,1578178,4,243568,603,31728,87043712,15444687,53047405,1038723087,603,2240,2,1,4,4,719,1,1033986060,986305651,236974544,76063364,76079748,2,1,3346788016,73389,73389,4,4,4,76063364,19,3,283248,32920274,1808827,28700,7891,1033986060,3379954,13638316,37168
30147.95,21,262144,64,58250,3838225520,64,44,123,0,603,3496674,6,12710,59,69,204691,129035202,1208,1,68,9018,1692945,4,243568,603,35968,89048064,19022020,60428888,1178288265,603,2240,2,1,4,4,719,1,1172922380,1125519857,295661498,86879790,86896174,2,1,3822710760,73389,73389,4,4,4,86879790,19,3,297067,35709764,1923619,31872,8951,1172922380,3464802,17100419,37168
35164.51,21,262144,64,65188,4295303356,64,44,124,0,603,3664131,6,14657,59,69,204691,129035202,1208,1,68,10037,1847127,4,243568,603,40040,90966784,22486868,66985768,1312318742,603,2240,2,1,4,4,719,1,1306353676,1259158073,336674872,97264199,97280583,2,1,4279624756,73389,73389,4,4,4,97264199,19,3,314732,38561329,2080261,123515,9969,1306353676,3540616,20409331,37168
40176.06,21,262144,64,71579,4716533000,64,44,125,0,603,3730722,6,16436,59,69,204691,129300654,1208,1,68,10975,1930540,4,243568,603,43792,92753856,24563179,73268957,1435825220,603,2240,2,1,4,4,719,1,1429299212,1382254263,372093862,106853984,106853984,2,1,4701575296,73389,73389,4,4,4,106853984,19,3,324715,41711521,2146403,127757,10907,1429299212,3602965,22419702,37168
45191.02,21,262144,64,77789,5125635176,64,44,126,0,603,3801666,6,18201,59,69,204691,129300654,1208,1,68,11890,2048415,4,243568,603,47456,94495552,27686661,81798699,1556429444,603,2240,2,1,4,4,719,1,1549361164,1501896154,408991296,116134632,116151016,2,1,5109923808,73389,73389,4,4,4,116134632,19,3,335939,45101469,2256355,137101,11823,1549361164,3664565,25433730,37168
50206.52,21,262144,64,85313,5621382560,64,44,127,0,603,3891261,6,20311,59,69,204691,129566106,1208,1,68,12994,2129132,4,243568,603,51868,96583296,29807368,88787270,1701651217,603,2240,2,1,4,4,719,1,1693933580,1646771800,442209972,127418002,127418002,2,1,5606392088,73389,73389,4,4,4,127418002,19,3,347896,48248312,2341921,147954,12926,1693933580,3743307,27469192,37168
55280.84,21,262144,64,91195,6008723476,64,44,128,0,603,3962524,6,21961,59,69,204691,129566106,1208,1,68,13856,2341918,4,243568,603,55316,98217664,32939797,96963642,1815150260,603,2240,2,1,4,4,719,1,1806917644,1759992929,523752500,136217481,136233865,2,1,5993569164,73389,73389,4,4,4,136217481,19,3,358004,51609791,2441724,154138,13789,1806917644,3808386,30501907,37168
60340.23,21,262144,64,98100,6463904076,64,44,129,0,603,4040919,6,23906,59,69,204691,129831558,1208,1,68,14874,2533363,4,243568,603,59388,100148864,35610008,104267376,1949181633,603,2240,2,1,4,4,719,1,1940348940,1893100050,552582076,146550579,146566963,2,1,6448225476,73389,73389,4,4,4,146550579,19,3,365682,55167536,2526932,158026,14806,1940348940,3882893,33087043,37168
65370.80,21,262144,64,104882,6911023748,64,44,130,0,603,4114889,6,25813,59,69,204691,130097010,1208,1,68,15870,2608586,4,243568,603,63372,102032768,38485949,113440751,2080322158,603,2240,2,1,4,4,719,1,2070896652,2023734427,618659864,156728029,156728029,2,1,6896033276,73389,73389,4,4,4,156728029,19,3,375427,58310141,2623243,161253,15802,2070896652,3953636,35867360,37168
70443.93,21,262144,64,111160,7324558240,64,44,131,0,603,4189976,6,27530,59,69,204691,130097010,1208,1,68,16789,2728012,4,243568,603,67052,103777216,44253666,127259447,2201458804,603,2240,2,1,4,4,719,1,2191482892,2144594211,799255654,166100948,166123365,2,1,7308441712,73389,73389,4,4,4,166100948,19,3,395570,61510427,2787842,163941,16722,2191482892,4026035,41470381,37168
