timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5031.90,32,262144,64,26631,1754628300,64,45,117,0,603,422401,24,3732,68,1438,127985460,1208,1,67,4373,709585,3,232111,603,17390,58604176,5918777,20313211,566669418,603,1511,2,1,4,4,804,1,564092940,516278849,37698869,39524563,39540947,2,1,1739080772,73389,73389,4,4,4,39524563,23,3,256781,15466218,1435716,25523,4306,564092940,396878,4483999,8311
10089.85,32,262144,64,33160,2184901912,64,45,118,0,603,504388,24,5571,68,1438,128250912,1208,1,67,5333,862343,3,232111,603,21230,77363104,9101928,28815082,692938674,603,1511,2,1,4,4,804,1,689790988,642130695,77572830,49310956,49310956,2,1,2168961168,73389,73389,4,4,4,49294572,23,3,278108,18506785,1563386,28552,5265,689790988,475836,7539587,8311
15144.79,32,262144,64,38431,2532200332,64,45,119,0,603,569562,24,7085,68,1438,128250912,1208,1,67,6104,1051710,3,232111,603,24314,78824800,11044015,35864121,794466186,603,1511,2,1,4,4,804,1,790847500,743601044,105125720,57209315,57209315,2,1,2517209860,73389,73389,4,4,4,57209315,23,3,292294,21653116,1671493,30868,6036,790847500,538694,9373787,8311
20164.54,32,262144,64,44539,2934617836,64,45,120,0,603,648315,24,8802,68,1438,128516364,1208,1,67,7004,1217691,3,232111,603,27918,80532512,13950916,43521665,913106956,603,1511,2,1,4,4,804,1,908943372,861302248,153028631,66350699,66350699,2,1,2919430756,73389,73389,4,4,4,66350699,23,3,305256,24671050,1786435,37037,6937,908943372,611278,12166326,8311
25180.67,32,262144,64,50942,3356368460,64,45,121,0,603,730377,24,10601,68,1438,128516364,1208,1,67,7946,1377056,3,232111,603,31678,82310880,17157719,51026129,1036876781,603,1511,2,1,4,4,804,1,1032151052,984656878,210394061,75926259,75942643,2,1,3340755396,73389,73389,4,4,4,75926259,23,3,316564,27651623,1894110,46060,7878,1032151052,684317,15265922,8311
30198.40,32,262144,64,57746,3804929924,64,45,123,0,603,815007,24,12478,68,1438,128769750,1208,1,67,8945,1519217,3,232111,603,35678,84204064,19504257,57001011,1168547324,603,1511,2,1,4,4,804,1,1163223052,1115778357,240552588,86136477,86136477,2,1,3790004988,73389,73389,4,4,4,86136477,23,3,326734,30488437,1992445,49065,8877,1163223052,765942,17513545,8311
35209.84,32,262144,64,65585,4321321148,64,45,124,0,603,901931,24,14761,68,1438,129035202,1208,1,67,10094,1604899,3,232111,603,40278,86381600,23539905,65449953,1319953931,603,1511,2,1,4,4,804,1,1313955852,1266768814,329176486,97870407,97870407,2,1,4306297908,73389,73389,4,4,4,97870407,23,3,352299,33154754,2158169,54479,10027,1313955852,847452,21384280,8311
40221.72,32,262144,64,73395,4836077280,64,45,125,0,603,989983,24,16949,68,1438,129300654,1208,1,67,11242,1718487,3,232111,603,44866,88549728,27152153,72443069,1470962982,603,1511,2,1,4,4,804,1,1464295436,1417245834,381198706,109553026,109569410,2,1,4820333144,73389,73389,4,4,4,109553026,23,3,370311,35989303,2289941,57428,11175,1464295436,932555,24865097,8311
45232.87,32,262144,64,80287,5290140460,64,45,126,0,603,1064936,24,18880,68,1438,129300654,1208,1,67,12256,1902968,3,232111,603,48926,90472480,30044674,80426130,1604598596,603,1511,2,1,4,4,804,1,1597333516,1549966009,466351011,119888283,119888283,2,1,5275084452,73389,73389,4,4,4,119888283,23,3,385555,39375440,2411377,60498,12189,1597333516,1004438,27635110,8311
50244.05,32,262144,64,86447,5696231288,64,45,127,0,603,1141600,24,20620,68,1438,129566106,1208,1,67,13162,2076125,3,232111,603,52546,92190816,32011612,87194908,1723765302,603,1511,2,1,4,4,804,1,1715953676,1668680233,490552597,129117620,129117620,2,1,5681175280,73389,73389,4,4,4,129117620,23,3,392083,42764068,2517770,67672,13094,1715953676,1073928,29496614,8311
