timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5465.40,9,262144,64,25752,1696756704,64,1379,117,0,603,5227648,14,3518,65,68,154241,127985460,1208,1,67,4241,2397655,3,132678,603,16854,47183880,4521173,25498039,549290850,603,1315,2,1,4,4,698,1,546791436,499380955,48367738,38207810,38224194,2,1,1681143640,73389,73389,4,4,4,38207810,18,3,226069,25871774,1210575,22477,4174,546791436,5205171,3311592,6731
10484.49,9,262144,64,33492,2206925316,64,1379,118,0,603,5309805,14,5684,65,68,154241,128250912,1208,1,67,5382,2501856,3,132678,603,21414,49338504,7275644,33100872,699380819,603,1315,2,1,4,4,698,1,696213516,648560182,82996876,49808509,49824893,2,1,2191574396,73389,73389,4,4,4,49808509,18,3,240130,29070187,1319530,25779,5314,696213516,5284026,5957538,6731
15519.81,9,262144,64,40045,2638506340,64,1379,120,0,603,5380135,14,7528,65,68,154241,128250912,1208,1,67,6344,2625610,3,132678,603,25262,51166280,11364695,42846423,826051511,603,1315,2,1,4,4,698,1,822304780,774689209,149575227,59613445,59629829,2,1,2622991580,73389,73389,4,4,4,59613445,18,3,261528,32136444,1450936,28635,6276,822304780,5351500,9915015,6731
20554.79,9,262144,64,46090,3036795076,64,1379,121,0,603,5445996,14,9240,65,68,154241,128516364,1208,1,67,7231,2809294,3,132678,603,28810,52842952,13679543,48921231,942853427,603,1315,2,1,4,4,698,1,938565644,891234848,190085970,68664717,68681101,2,1,3021247548,73389,73389,4,4,4,68664717,18,3,274553,34966393,1555784,31328,7163,938565644,5414668,12126558,6731
25568.07,9,262144,64,53835,3547291368,64,1379,122,0,603,5535200,14,11420,65,68,154241,128769750,1208,1,67,8368,2912840,3,132678,603,33362,55000136,16630540,56367817,1092679387,603,1315,2,1,4,4,698,1,1087725580,1040441769,231603866,80265416,80281800,2,1,3531678304,73389,73389,4,4,4,80265416,18,3,295213,37918655,1691607,39348,8301,1087725580,5495852,14942125,6731
30578.42,9,262144,64,67213,4428810112,64,1379,124,0,603,5682307,14,15157,65,68,154241,129035202,1208,1,67,10336,2976396,3,132678,603,41230,58674568,22980458,64671793,1351588670,603,1315,2,1,4,4,698,1,1345544204,1298176889,275866994,100313338,100313338,2,1,4413065976,73389,73389,4,4,4,100296954,18,3,333160,40240443,1959111,43745,10268,1345544204,5638562,21024112,6731
35587.71,9,262144,64,91608,6036055296,64,1379,128,0,603,5982682,14,22080,65,68,154241,129566106,1208,1,67,13918,2980547,3,132678,603,55562,82409056,32476044,65377185,1823001494,603,1315,2,1,4,4,698,1,1815044108,1767977449,318981293,136829722,136846106,2,1,6020507768,73389,73389,4,4,4,136829722,18,3,347867,40948207,2204286,50897,13850,1815044108,5931785,30274646,6731
40594.57,9,262144,64,116137,7652613208,64,1379,132,0,603,6294482,14,28939,65,68,154241,130362462,1208,1,67,17525,2984822,3,132678,603,69986,88949728,44902530,65786514,2297605577,603,1315,2,1,4,4,698,1,2287689740,2240523416,355580786,173571164,173587548,2,1,7637131216,73389,73389,4,4,4,173571164,18,3,375109,41693561,2524875,59081,17457,2287689740,6235401,42381176,6731
45604.15,9,262144,64,138444,9122222868,64,1379,136,0,603,6611836,14,35268,65,68,154241,130893366,1208,1,67,20800,2990975,3,132678,603,83086,94882848,53266168,66213452,2728596930,603,1315,2,1,4,4,698,1,2716950540,2670102411,380601072,206972873,206989257,2,1,9106806412,73389,73389,4,4,4,206972873,18,3,391865,42452382,2794753,67858,20732,2716950540,6543978,50477068,6731
50612.25,9,262144,64,164239,10822026874,64,1379,140,0,603,6983753,14,42508,65,68,154241,131424270,1208,1,67,24590,2997715,3,132678,603,98250,118568552,65558330,66691672,3227379467,603,1315,2,1,4,4,698,1,3213713420,3167031004,413996964,245612700,245612700,2,1,10806958800,73389,73389,4,4,4,245612700,18,3,410632,43335684,3127072,78423,24522,3213713420,6905330,62439190,6731
55620.48,9,262144,64,190998,12584736682,64,1379,145,0,603,7356538,14,50078,65,68,154241,132220626,1208,1,67,28521,3003074,3,132678,603,113978,125655976,75839049,66865130,3744279247,603,1315,2,1,4,4,698,1,3728496158,3682246814,438439904,285675776,285675776,2,1,12569013248,73389,73389,4,4,4,285659392,18,3,428273,44183834,3451975,89604,28453,3728496158,7266934,72395184,6731
60632.92,9,262144,64,217691,14343645402,64,1379,150,0,603,7751906,14,57630,65,68,154241,133016982,1208,1,67,32439,3007253,3,132678,603,129654,149646912,87012905,66989835,4259912467,603,1315,2,1,4,4,698,1,4242036254,4196418247,462650032,325640548,325656932,2,1,14328184112,73389,73389,4,4,4,325640548,18,3,450149,45044735,3772217,99864,32371,4242036254,7652042,83249488,6731
65640.30,9,262144,64,242889,16003781446,64,1379,154,1,603,8112690,14,64730,65,68,154241,133547886,1208,1,67,36140,3011470,3,132678,603,144458,156296576,97077457,67074613,4746975973,603,1315,2,1,4,4,698,1,4727133726,4681716155,487641684,363383573,363383573,2,1,15988156316,73389,73389,4,4,4,363367189,18,3,466795,45832393,4031853,111326,36072,4727133726,8001364,93054145,6731
70648.12,9,262144,64,269899,17783477144,64,1379,159,1,603,8479248,14,72355,65,68,154241,134344242,1208,1,67,40110,3015675,3,132678,603,160338,180715672,108145840,67162559,5269311076,603,1315,2,1,4,4,698,1,5247358494,5201960471,532465362,403831673,403831673,2,1,17768593612,73389,73389,4,4,4,403831673,18,3,487238,46627060,4368582,121805,40042,5247358494,8357443,103785077,6731
75654.27,9,262144,64,297376,19594019474,64,1379,163,1,603,8855841,14,80066,65,68,154241,134875146,1208,1,67,44147,3018421,3,132678,603,176486,187955736,118541375,67194864,5800594181,603,1315,2,1,4,4,698,1,5776496158,5731311925,558810231,444965742,444982126,2,1,19578492648,73389,73389,4,4,4,444965742,18,3,504285,47412721,4621766,131356,44079,5776496158,8724485,113926926,6731
