timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5029.07,11,262144,64,37316,2458596788,64,61,119,0,603,628798,11,6782,69,200,128250912,1208,1,68,5942,199947,4,4864,603,23676,131358160,11561034,5355662,772790692,603,931,2,1,4,4,740,1,769613836,722094177,32453862,55526081,55542465,2,1,2443147564,73389,73389,4,4,4,55526081,17,3,353826,3865934,2989903,15571,5874,769613836,613227,8570861,10864
10042.35,11,262144,64,45649,3007893700,64,61,120,0,603,750505,11,9103,69,200,128516364,1208,1,68,7167,296245,4,4864,603,28576,133672784,15220914,10998964,934069386,603,931,2,1,4,4,740,1,930177036,882738376,60535869,68001165,68017549,2,1,2992051260,73389,73389,4,4,4,68001165,17,3,367108,6328296,3158626,20111,7099,930177036,730394,12061501,10864
15067.34,11,262144,64,52286,3445245200,64,61,122,0,603,829719,11,11027,69,200,128769750,1208,1,68,8144,388525,4,4864,603,32484,135525136,18415293,16756176,1062712565,603,931,2,1,4,4,740,1,1058234380,1010634298,91405730,77959590,77959590,2,1,3429501064,73389,73389,4,4,4,77943206,17,3,374756,8690514,3269841,23403,8076,1058234380,806316,15144229,10864
20091.82,11,262144,64,62102,4091997452,64,61,123,0,603,949110,11,13760,69,200,129035202,1208,1,68,9583,461748,4,4864,603,38244,138255376,23381195,23999549,1252276872,603,931,2,1,4,4,740,1,1246978060,1199691322,158833920,92660739,92660739,2,1,4077072516,73389,73389,4,4,4,92660739,17,3,394763,11296511,3452711,30095,9516,1246978060,919015,19926541,10864
25100.06,11,262144,64,83729,5517042632,64,61,127,1,603,1187963,11,19843,69,200,129566106,1208,1,68,12761,505073,4,4864,603,50964,194672928,31244295,27907396,1670417539,603,931,2,1,4,4,740,1,1663393804,1616272183,226663052,125030256,125046640,2,1,5501331264,73389,73389,4,4,4,125030256,17,3,428659,12844349,3708783,36089,12693,1663393804,1151874,27534182,10864
30108.60,11,262144,64,94769,6244541852,64,61,129,1,603,1315773,11,22999,69,200,129831558,1208,1,68,14383,570490,4,4864,603,57452,197736416,36211461,34461355,1883929904,603,931,2,1,4,4,740,1,1875992588,1828939291,307134005,141578479,141578479,2,1,6229453076,73389,73389,4,4,4,141578479,17,3,449018,15444246,3881370,40708,14315,1875992588,1275065,32328224,10864
35119.95,11,262144,64,101561,6692051432,64,61,130,1,603,1400367,11,24904,69,200,130097010,1208,1,68,15379,628184,4,4864,603,61436,199629536,39803487,43198005,2015074743,603,931,2,1,4,4,740,1,2006540300,1959742597,340618051,151749896,151766280,2,1,6676995424,73389,73389,4,4,4,151749896,17,3,471615,18047798,4032225,43930,15311,2006540300,1356437,35770052,10864
40146.12,11,262144,64,107621,7091323208,64,61,131,1,603,1484136,11,26609,69,200,130097010,1208,1,68,16273,750285,4,4864,603,65012,201318944,42574091,49351771,2132795258,603,931,2,1,4,4,740,1,2123718668,2076408070,375568803,160817552,160833936,2,1,7075972288,73389,73389,4,4,4,160817552,17,3,481743,20829034,4142248,46804,16205,2123718668,1437332,38430376,10864
45171.67,11,262144,64,113028,7447534524,64,61,132,2,603,1550042,11,28140,69,200,130362462,1208,1,68,17066,889083,4,4864,603,68184,202823136,45188475,56290285,2237219003,603,931,2,1,4,4,740,1,2227658764,2180643252,417400205,168904327,168920711,2,1,7431790388,73389,73389,4,4,4,168904327,17,3,486772,24058569,4226856,49490,16998,2227658764,1500552,40960461,10864
50202.95,11,262144,64,119280,7859389212,64,61,133,2,603,1637554,11,29903,69,200,130362462,1208,1,68,17982,998318,4,4864,603,71848,204560032,49131416,66418751,2357822065,603,931,2,1,4,4,740,1,2347720716,2300969999,494429536,178283279,178283279,2,1,7844464276,73389,73389,4,4,4,178283279,17,3,500087,27053309,4384301,63670,17914,2347720716,1573884,44745783,10864
