timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5093.63,17,262144,64,25156,1657431796,64,40,117,17,603,1906064,24,3356,60,68,150271,127985460,1208,1,67,4155,1037370,3,257362,603,16504,48490582,4670879,24017170,537809455,603,1407,2,1,4,4,888,1,535388172,487856178,39727164,37317041,37333425,2,1,1641949804,73389,73389,4,4,4,37317041,18,3,186262,19117930,961712,11543,4087,535388172,1894521,3708974,14634
10113.66,17,262144,64,30900,2035994196,64,40,118,17,603,1970648,24,4974,60,68,150271,128250912,1208,1,67,5000,1245049,3,257362,603,19892,67065254,6672502,30169462,649203704,603,1407,2,1,4,4,888,1,646275084,598582276,76753968,45917753,45934137,2,1,2020381132,73389,73389,4,4,4,45917753,18,3,202894,22268661,1065259,14056,4933,646275084,1956592,5607902,14634
15150.29,17,262144,64,37805,2490909344,64,40,119,17,603,2040819,24,6898,60,68,150271,128250912,1208,1,67,6011,1364402,3,257362,603,23932,68983654,9875485,37321210,782182807,603,1407,2,1,4,4,888,1,778657804,731562091,121620838,56269394,56269394,2,1,2475132440,73389,73389,4,4,4,56253010,18,3,225486,25301735,1188860,16868,5943,778657804,2023951,8687429,14634
20379.82,17,262144,64,44133,2908010220,64,40,120,17,603,2107410,24,8691,60,68,150271,128516364,1208,1,67,6944,1581245,3,257362,603,27668,88228870,12662179,45016591,905034879,603,1407,2,1,4,4,888,1,900947980,853544901,181119166,65744491,65744491,2,1,2892036708,73389,73389,4,4,4,65728107,18,3,244066,28560873,1302881,19508,6876,900947980,2087902,11360424,14634
25462.42,17,262144,64,50185,3306492256,64,40,121,17,603,2179292,24,10400,60,68,150271,128516364,1208,1,67,7832,1659987,3,257362,603,31220,89908870,15060878,52042829,1021962080,603,1407,2,1,4,4,888,1,1017339916,970101179,248652081,74806114,74806114,2,1,3290748120,73389,73389,4,4,4,74789730,18,3,267468,31429960,1436326,24274,7764,1017339916,2155018,13627628,14634
30482.37,17,262144,64,56769,3740635800,64,40,122,17,603,2253741,24,12239,60,68,150271,128769750,1208,1,67,8803,1763877,3,257362,603,35104,91746054,17277775,57804797,1149812497,603,1407,2,1,4,4,888,1,1144610828,1096965544,271171137,84664076,84680460,2,1,3725219344,73389,73389,4,4,4,84664076,18,3,273618,34294002,1519954,27435,8735,1144610828,2226306,15759116,14634
35549.59,17,262144,64,63645,4193650404,64,40,123,17,603,2332462,24,14137,60,68,150271,129035202,1208,1,67,9811,1944054,3,257362,603,39136,93652998,20762534,65692233,1282534912,603,1407,2,1,4,4,888,1,1276731404,1229422807,344022227,94966565,94982949,2,1,4178528860,73389,73389,4,4,4,94966565,18,3,291469,37330713,1669490,30373,9743,1276731404,2302089,19094557,14634
40561.50,17,262144,64,69926,4607671088,64,40,125,17,603,2401522,24,16002,60,68,150271,129300654,1208,1,67,10735,2030471,3,257362,603,42832,95412486,24184735,74140289,1404204017,603,1407,2,1,4,4,888,1,1397841932,1350431085,402123228,104367934,104384318,2,1,4592189096,73389,73389,4,4,4,104367934,18,3,299505,40305527,1769552,33281,10667,1397841932,2368241,22417040,14634
45589.12,17,262144,64,78944,5201594708,64,40,126,17,603,2500228,24,18520,60,68,150271,129300654,1208,1,67,12058,2130607,3,257362,603,48128,114874670,27530478,81377010,1578375412,603,1407,2,1,4,4,888,1,1571250188,1524071307,451492914,117877369,117877369,2,1,5186604236,73389,73389,4,4,4,117877369,18,3,314585,43117631,1918215,43262,11990,1571250188,2456966,25614391,14634
50596.58,17,262144,64,97181,6403411040,64,40,129,17,603,2723905,24,23603,60,68,150271,129831558,1208,1,67,14738,2158639,3,257362,603,58864,188421286,36239408,87220386,1931136884,603,1407,2,1,4,4,888,1,1922523148,1875376998,560080816,145184674,145201058,2,1,6388125656,73389,73389,4,4,4,145184674,18,3,347013,44796601,2187568,49040,14670,1922523148,2674865,34054230,14634
55605.24,17,262144,64,122834,8093631416,64,40,133,17,603,3042590,24,30818,60,68,150271,130362462,1208,1,67,18505,2164267,3,257362,603,73940,229211870,46434928,87654144,2426956209,603,1407,2,1,4,4,888,1,2416271372,2369470383,586043407,183605476,183605476,2,1,8078640944,73389,73389,4,4,4,183605476,18,3,367937,45531240,2465298,56788,18437,2416271372,2985802,43971203,14634
60612.87,17,262144,64,147230,9701219654,64,40,138,17,603,3365171,24,37735,60,68,150271,131158818,1208,1,67,22091,2169129,3,257362,603,88308,337679114,57146852,88738906,2898928080,603,1407,2,1,4,4,888,1,2886295564,2839454311,636823997,220136085,220136085,2,1,9685987740,73389,73389,4,4,4,220136085,18,3,400344,46311841,2813672,66203,22023,2886295564,3298968,54336154,14634
65624.89,17,262144,64,172363,11357095858,64,40,142,17,603,3740700,24,44867,60,68,150271,131689722,1208,1,67,25782,2177074,3,257362,603,103080,378509058,67122728,89147015,3384731562,603,1407,2,1,4,4,888,1,3370082316,3323447367,661513951,257756230,257772614,2,1,11341274120,73389,73389,4,4,4,257756230,18,3,422496,47203518,3187103,76010,25714,3370082316,3664690,63939014,14634
70633.96,17,262144,64,198142,13055314934,64,40,147,17,603,4124096,24,52124,60,68,150271,132486078,1208,1,67,29568,2183340,3,257362,603,118228,419065722,78106338,89453580,3882278621,603,1407,2,1,4,4,888,1,3865597470,3819877306,695915120,296355097,296371481,2,1,13039624268,73389,73389,4,4,4,296355097,18,3,448432,48071246,3554840,85843,29500,3865597470,4038253,74555725,14634
75640.74,17,262144,64,223792,14745604154,64,40,151,18,603,4510400,24,59361,60,68,150271,133282434,1208,1,67,33336,2189475,3,257362,603,133304,425858170,88733130,89670556,4378296218,603,1407,2,1,4,4,888,1,4359607838,4313918060,724809134,334773740,334790124,2,1,14730044560,73389,73389,4,4,4,334773740,18,3,481569,48924065,3880696,95637,33268,4359607838,4414763,84855330,14634
