timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5035.79,15,262144,64,26124,1721136096,64,67,117,3,603,983672,21,3620,49,68,98064,127985460,1208,1,67,4294,719056,3,157521,603,17064,65034694,5688484,23016376,556122559,603,1606,2,1,4,4,766,1,553607180,506482177,41361424,38764866,38781250,2,1,1705654104,73389,73389,4,4,4,38764866,21,3,267887,16876596,1550558,11754,4226,553607180,971918,4140116,16370
10048.27,15,262144,64,34292,2259354116,64,67,119,3,603,1071872,21,5925,49,68,98064,128250912,1208,1,67,5498,803942,3,157521,603,21884,67315590,9054376,30249547,714761997,603,1606,2,1,4,4,766,1,711548940,663850059,79126801,50996349,51012733,2,1,2243839356,73389,73389,4,4,4,50996349,21,3,286137,19930899,1718899,15606,5431,711548940,1056266,7337729,16370
15062.54,15,262144,64,42140,2776600616,64,67,120,3,603,1155522,21,8150,49,68,98064,128516364,1208,1,67,6651,901208,3,157521,603,26492,69498630,11850886,36927452,866426450,603,1606,2,1,4,4,766,1,862543884,815092971,114528539,62760888,62760888,2,1,2761479072,73389,73389,4,4,4,62760888,21,3,302475,22952571,1863021,18783,6583,862543884,1136739,9989821,16370
20082.92,15,262144,64,49234,3243902068,64,67,121,3,603,1230513,21,10140,49,68,98064,128516364,1208,1,67,7693,953724,3,157521,603,30660,71471302,15000862,43716848,1003618808,603,1606,2,1,4,4,766,1,999120908,951761334,171130726,73374673,73391057,2,1,3228485612,73389,73389,4,4,4,73374673,21,3,326366,25816465,2039192,21648,7626,999120908,1208865,12962153,16370
25108.07,15,262144,64,55542,3659692224,64,67,122,3,603,1299103,21,11915,49,68,98064,128769750,1208,1,67,8619,1183339,3,157521,603,34364,73224774,18448895,51793641,1125546876,603,1606,2,1,4,4,766,1,1120493580,1073333432,216814801,82833386,82833386,2,1,3643948088,73389,73389,4,4,4,82817002,21,3,343145,28910854,2162007,24346,8551,1120493580,1274757,16288404,16370
30128.79,15,262144,64,61514,4053196832,64,67,123,3,603,1368860,21,13595,49,68,98064,129035202,1208,1,67,9498,1340563,3,157521,603,37880,74895750,21229963,60432244,1241288183,603,1606,2,1,4,4,766,1,1235705868,1188333873,271751085,91769970,91786354,2,1,4037878680,73389,73389,4,4,4,91769970,21,3,352997,32029542,2252659,30176,9430,1235705868,1338684,18978194,16370
35142.35,15,262144,64,67461,4445063040,64,67,124,3,603,1429812,21,15276,49,68,98064,129035202,1208,1,67,10371,1580296,3,157521,603,41368,76546118,23773721,67668059,1356108872,603,1606,2,1,4,4,766,1,1350000652,1302915036,310793660,100673786,100690170,2,1,4429646584,73389,73389,4,4,4,100673786,21,3,360563,35156527,2338849,32778,10303,1350000652,1397034,21436514,16370
40171.16,15,262144,64,74689,4921411768,64,67,125,3,603,1507069,21,17301,49,68,98064,129300654,1208,1,67,11435,1677322,3,157521,603,45628,78564038,27268212,76889079,1496321901,603,1606,2,1,4,4,766,1,1489592332,1442175013,413962175,111498404,111514788,2,1,4905929776,73389,73389,4,4,4,111498404,21,3,371346,38417719,2435293,35667,11367,1489592332,1471402,24834459,16370
45203.81,15,262144,64,80663,5314781996,64,67,126,3,603,1572833,21,18947,49,68,98064,129300654,1208,1,67,12312,1891323,3,157521,603,49136,80226438,29954712,85007229,1611801412,603,1606,2,1,4,4,766,1,1604542476,1557180480,459874600,120445339,120461723,2,1,5299594916,73389,73389,4,4,4,120445339,21,3,380548,41518653,2523422,38169,12244,1604542476,1534664,27432213,16370
50238.51,15,262144,64,86830,5721331576,64,67,127,3,603,1642198,21,20725,49,68,98064,129566106,1208,1,67,13218,1981566,3,157521,603,52760,81942918,32356757,92885462,1731096201,603,1606,2,1,4,4,766,1,1723293708,1675983301,490518503,129691060,129691060,2,1,5706406640,73389,73389,4,4,4,129691060,21,3,391339,44843383,2613278,40829,13150,1723293708,1601369,29743966,16370
