timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5034.95,13,262144,64,27945,1841273508,64,41,118,0,603,926291,2,4119,60,68,47825,127985460,1208,1,67,4567,1065166,3,78892,603,18156,64601728,5616931,18880811,592008346,603,1479,2,1,4,4,525,1,589389836,541666811,41262033,41502709,41502709,2,1,1826119196,73389,73389,4,4,4,41502709,12,3,197344,14182161,1227625,11848,4499,589389836,914443,4388160,9784
10078.62,13,262144,64,35364,2330139612,64,41,119,0,603,1007031,2,6248,60,68,47825,128250912,1208,1,67,5654,1212954,3,78892,603,22504,66658688,9468060,27457802,735122293,603,1479,2,1,4,4,525,1,731865100,684572148,92748886,52614047,52614047,2,1,2314297172,73389,73389,4,4,4,52597663,12,3,224278,17246320,1410183,15835,5586,731865100,991196,8055664,9784
15095.18,13,262144,64,41135,2710471484,64,41,120,0,603,1065235,2,7877,60,68,47825,128516364,1208,1,67,6503,1312218,3,78892,603,25900,68267456,11868177,34693687,846912768,603,1479,2,1,4,4,525,1,843145228,795750845,118992376,61247527,61263911,2,1,2694891188,73389,73389,4,4,4,61247527,12,3,228707,20320195,1487073,18237,6435,843145228,1046998,10380125,9784
20108.38,13,262144,64,46587,3069631920,64,41,121,0,603,1126028,2,9421,60,68,47825,128516364,1208,1,67,7305,1379939,3,78892,603,29108,69792960,15188697,44120732,952517164,603,1479,2,1,4,4,525,1,948264972,900800716,173549202,69424414,69424414,2,1,3054674216,73389,73389,4,4,4,69424414,12,3,253200,23371325,1615737,20530,7237,948264972,1105498,13572701,9784
25214.64,13,262144,64,52472,3457434896,64,41,122,0,603,1192847,2,11078,60,68,47825,128769750,1208,1,67,8169,1464302,3,78892,603,32568,88467008,16689949,49607487,1066283989,603,1479,2,1,4,4,525,1,1061511180,1014172933,215048288,78238118,78238118,2,1,3442477192,73389,73389,4,4,4,78238118,12,3,260143,26559775,1694139,23203,8101,1061511180,1169644,14995599,9784
30232.46,13,262144,64,58815,3875518812,64,41,123,0,603,1283603,2,12863,60,68,47825,129035202,1208,1,67,9102,1608462,3,78892,603,36300,90231104,19504439,56609458,1189131173,603,1479,2,1,4,4,525,1,1183801356,1136442759,279214198,87737791,87737791,2,1,3860462804,73389,73389,4,4,4,87737791,12,3,280944,29687199,1821079,45887,9034,1183801356,1237716,17683397,9784
35271.89,13,262144,64,65504,4316012732,64,41,124,0,603,1359413,2,14744,60,68,47825,129035202,1208,1,67,10083,1772810,3,78892,603,40224,92086784,21613441,62716412,1318295198,603,1479,2,1,4,4,525,1,1312382988,1265209339,317791462,97739335,97755719,2,1,4300530740,73389,73389,4,4,4,97739335,12,3,290687,32910324,1905097,48583,10015,1312382988,1310830,19709188,9784
40295.97,13,262144,64,71998,4743992584,64,41,125,0,603,1431123,2,16570,60,68,47825,129300654,1208,1,67,11040,1905492,3,78892,603,44056,111534800,25221561,72052381,1444300635,603,1479,2,1,4,4,525,1,1437818892,1390301492,370414913,107476576,107476576,2,1,4728969344,73389,73389,4,4,4,107476576,12,3,314299,35959678,2073661,53069,10972,1437818892,1378054,23148958,9784
45313.58,13,262144,64,79648,5247997504,64,41,126,0,603,1507563,2,18680,60,68,47825,129300654,1208,1,67,12159,2014155,3,78892,603,48536,130432416,28363075,79399951,1591623156,603,1479,2,1,4,4,525,1,1584488460,1537637053,404098399,118931978,118931978,2,1,5232286136,73389,73389,4,4,4,118915594,12,3,326447,39130506,2172195,55980,12091,1584488460,1451583,26192164,9784
50540.98,13,262144,64,85632,5642553996,64,41,127,0,603,1581376,2,20396,60,68,47825,129566106,1208,1,67,13042,2261817,3,78892,603,52072,149066752,30961561,87265167,1707895983,603,1479,2,1,4,4,525,1,1700225036,1652975857,460952978,127899171,127899171,2,1,5626842628,73389,73389,4,4,4,127882787,12,3,340296,42502642,2264405,59679,12974,1700225036,1521697,28698776,9784
