timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.46,0,0,0,0,0,0,116,0,0,0,0,12,0,0,5,0,0,2097278,2,1,4,4,0,4,12,0,32,16830304,0,0,1749,0,0,0,2,1,4,4,405,1,0,0,94,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
10017.43,0,0,0,0,0,0,116,0,0,0,0,12,0,0,5,0,0,2097278,2,1,4,4,0,4,12,0,32,16830304,0,0,1749,0,0,0,2,1,4,4,405,1,0,0,94,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
15023.64,0,0,0,0,0,0,116,0,0,0,0,12,0,0,5,0,0,2097278,2,1,4,4,0,4,12,0,32,16830304,0,0,1749,0,0,0,2,1,4,4,405,1,0,0,94,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
20028.31,0,0,0,0,0,0,116,0,0,0,0,12,0,0,5,0,0,2097278,2,1,4,4,0,4,12,0,32,16830304,0,0,1749,0,0,0,2,1,4,4,405,1,0,0,94,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
25034.78,0,0,0,0,0,0,116,0,0,0,0,12,0,0,5,0,0,2097278,2,1,4,4,0,4,12,0,32,16830304,0,0,1749,0,0,0,2,1,4,4,405,1,0,0,94,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
30040.39,0,0,0,0,0,0,116,0,0,0,0,12,0,0,5,0,0,2097278,2,1,4,4,0,4,12,0,32,16830304,0,0,1749,0,0,0,2,1,4,4,405,1,0,0,94,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
35048.15,0,0,0,0,0,0,116,0,0,0,0,12,0,0,5,0,0,2097278,2,1,4,4,0,4,12,0,32,16830304,0,0,1749,0,0,0,2,1,4,4,405,1,0,0,94,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
40054.35,0,0,0,0,0,0,116,0,0,0,0,12,0,0,5,0,0,2097278,2,1,4,4,0,4,12,0,32,16830304,0,0,1749,0,0,0,2,1,4,4,405,1,0,0,94,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
45061.76,0,0,0,0,0,0,116,0,0,0,0,12,0,0,5,0,0,2097278,2,1,4,4,0,4,12,0,32,16830304,0,0,1749,0,0,0,2,1,4,4,405,1,0,0,94,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
50067.21,0,0,0,0,0,0,116,0,0,0,0,12,0,0,5,0,0,2097278,2,1,4,4,0,4,12,0,32,16830304,0,0,1749,0,0,0,2,1,4,4,405,1,0,0,94,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
