timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.23,0,0,0,0,0,0,81,0,0,0,0,6,0,5,0,2097278,2,1,0,413,0,8,0,4,4,0,4,11,0,30,16839104,0,0,1749,0,0,0,3,1,4,4,883,3,0,0,68,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
10014.81,0,0,0,0,0,0,81,0,0,0,0,6,0,5,0,2097278,2,1,0,413,0,8,0,4,4,0,4,11,0,30,16839104,0,0,1749,0,0,0,3,1,4,4,883,3,0,0,68,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
15021.31,0,0,0,0,0,0,81,0,0,0,0,6,0,5,0,2097278,2,1,0,413,0,8,0,4,4,0,4,11,0,30,16839104,0,0,1749,0,0,0,3,1,4,4,883,3,0,0,68,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
20027.65,0,0,0,0,0,0,81,0,0,0,0,6,0,5,0,2097278,2,1,0,413,0,8,0,4,4,0,4,11,0,30,16839104,0,0,1749,0,0,0,3,1,4,4,883,3,0,0,68,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
25030.81,0,0,0,0,0,0,81,0,0,0,0,6,0,5,0,2097278,2,1,0,413,0,8,0,4,4,0,4,11,0,30,16839104,0,0,1749,0,0,0,3,1,4,4,883,3,0,0,68,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
30037.53,0,0,0,0,0,0,81,0,0,0,0,6,0,5,0,2097278,2,1,0,413,0,8,0,4,4,0,4,11,0,30,16839104,0,0,1749,0,0,0,3,1,4,4,883,3,0,0,68,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
35043.78,0,0,0,0,0,0,81,0,0,0,0,6,0,5,0,2097278,2,1,0,413,0,8,0,4,4,0,4,11,0,30,16839104,0,0,1749,0,0,0,3,1,4,4,883,3,0,0,68,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
40051.20,0,0,0,0,0,0,81,0,0,0,0,6,0,5,0,2097278,2,1,0,413,0,8,0,4,4,0,4,11,0,30,16839104,0,0,1749,0,0,0,3,1,4,4,883,3,0,0,68,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
45060.53,0,0,0,0,0,0,81,0,0,0,0,6,0,5,0,2097278,2,1,0,413,0,8,0,4,4,0,4,11,0,30,16839104,0,0,1749,0,0,0,3,1,4,4,883,3,0,0,68,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
50067.11,0,0,0,0,0,0,81,0,0,0,0,6,0,5,0,2097278,2,1,0,413,0,8,0,4,4,0,4,11,0,30,16839104,0,0,1749,0,0,0,3,1,4,4,883,3,0,0,68,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
