timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.04,0,0,0,0,0,0,116,0,0,0,6,0,5,0,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1799,0,0,2,1,4,4,341,1,0,0,98,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
10017.36,0,0,0,0,0,0,116,0,0,0,6,0,5,0,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1799,0,0,2,1,4,4,341,1,0,0,98,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
15024.44,0,0,0,0,0,0,116,0,0,0,6,0,5,0,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1799,0,0,2,1,4,4,341,1,0,0,98,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
20031.35,0,0,0,0,0,0,116,0,0,0,6,0,5,0,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1799,0,0,2,1,4,4,341,1,0,0,98,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
25038.81,0,0,0,0,0,0,116,0,0,0,6,0,5,0,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1799,0,0,2,1,4,4,341,1,0,0,98,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
30045.89,0,0,0,0,0,0,116,0,0,0,6,0,5,0,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1799,0,0,2,1,4,4,341,1,0,0,98,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
35056.14,29,0,0,19828,1306397824,1,116,0,595,304102,6,1849,6,58,125880172,1192,1,5,3305,1970,4,86,595,13238,39521656,2680877,436,433900985,595,1057,2,1,4,4,341,1,432275668,385275754,3621210,29353146,29353146,2,1,1291538424,73389,73389,4,4,4,29353146,11,3,156653,551722,1229736,5604,3300,432275668,298498,1451047,10503
40066.77,29,262144,64,49382,3253601396,4,121,0,603,664763,6,10129,9,58,128516364,1208,1,8,7655,4506,4,123,603,30644,116056888,12377190,2730,1005827634,603,1067,2,1,4,4,341,1,1001873420,954618236,21114628,73604049,73604049,2,1,3238578156,73389,73389,4,4,4,73604049,11,3,210814,1286480,1588585,13109,7647,1001873420,651654,10788730,10531
45075.36,29,262144,64,78856,5195827540,5,126,1,603,1108949,6,18441,10,58,129300654,1208,1,9,11986,6501,4,131,603,47982,174621608,21653959,3779,1575802513,603,1067,2,1,4,4,341,1,1569546252,1522385975,40612676,117746297,117746297,2,1,5180837068,73389,73389,4,4,4,117746297,11,3,232656,2101655,1835447,20941,11978,1569546252,1088011,19818817,10531
50083.32,29,262144,64,109264,7199529760,5,131,1,603,1518632,6,27010,10,58,130097010,1208,1,9,16454,8544,4,131,603,65862,216684848,31511429,7506,2163777772,603,1067,2,1,4,4,341,1,2155175948,2108063732,64863116,163270834,163287218,2,1,7183916696,73389,73389,4,4,4,163270834,11,3,264935,2890468,2101109,29219,16445,2155175948,1489413,29409937,10531
