timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5012.83,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,13,0,28,16826944,0,0,1788,0,0,2,1,4,4,325,1,0,0,63,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,38,0
10020.05,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,13,0,28,16826944,0,0,1788,0,0,2,1,4,4,325,1,0,0,63,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,38,0
15028.47,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,13,0,28,16826944,0,0,1788,0,0,2,1,4,4,325,1,0,0,63,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,38,0
20036.88,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,13,0,28,16826944,0,0,1788,0,0,2,1,4,4,325,1,0,0,63,0,0,2,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,38,0
25045.43,25,262144,64,27199,1792118200,3,117,0,603,386828,4,3865,8,25,127985460,1208,1,7,4395,2858,4,63,603,17598,76128632,5353895,3539,577041304,603,843,2,1,4,4,325,1,574840844,527315788,7424191,40382564,40382564,2,1,1776111920,73389,73389,4,4,4,40366180,9,3,315345,728569,1658238,7362,4388,574840844,379466,3696054,3112
30052.20,25,262144,64,55410,3651041472,4,122,0,603,747644,4,11879,9,25,128769750,1208,1,8,8541,4951,4,67,603,34180,83557688,14505300,8340,1122504326,603,843,2,1,4,4,325,1,1118134284,1070802480,24190093,82636778,82636778,2,1,3635297336,73389,73389,4,4,4,82620394,9,3,335507,1439564,1873273,15020,8533,1118134284,732624,12632178,3112
35059.19,25,262144,64,84538,5570326708,5,127,0,603,1146512,4,20045,10,25,129566106,1208,1,9,12822,7045,4,78,603,51314,142339984,25625980,11309,1685715982,603,843,2,1,4,4,325,1,1679122444,1631834948,50359175,126248705,126265089,2,1,5554943020,73389,73389,4,4,4,126248705,9,3,371018,2203556,2165776,23619,12813,1679122444,1122893,23461608,3112
40072.83,25,262144,64,113410,7472834728,5,132,1,603,1507805,4,28199,10,25,130362462,1208,1,9,17062,8711,4,78,603,68274,149938448,35330557,12577,2243717005,603,843,2,1,4,4,325,1,2234867724,2187995070,72903397,169483800,169500184,2,1,7457287200,73389,73389,4,4,4,169483800,9,3,392718,2916711,2360010,31594,17053,2234867724,1476211,32972018,3112
45083.50,25,262144,64,131947,8694046408,5,135,2,603,1730312,4,33467,10,25,130627914,1208,1,9,19787,9940,4,78,603,79170,154821008,43651153,18119,2602210186,603,843,2,1,4,4,325,1,2591907852,2545036821,97988253,197235632,197252016,2,1,8678367808,73389,73389,4,4,4,197235632,9,3,406739,3413338,2569174,45791,19778,2591907852,1684521,41083790,3112
50089.61,25,262144,64,154786,10199064190,5,139,3,603,2018762,4,39860,10,25,131424270,1208,1,9,23142,11204,4,78,603,92590,160834128,53319774,21963,3043731995,603,843,2,1,4,4,325,1,3031654412,2984938426,120709461,231435839,231452223,2,1,10183176916,73389,73389,4,4,4,231435839,9,3,431387,4004521,2815218,57883,23133,3031654412,1960879,50506644,3112
55097.06,25,262144,64,183796,12110357342,5,144,3,603,2384717,4,48047,10,25,132220626,1208,1,9,27404,12977,4,78,603,109642,185494992,62959962,25377,3604044966,603,843,2,1,4,4,325,1,3589690910,3543590687,151204349,274881767,274898151,2,1,12094797748,73389,73389,4,4,4,274881767,9,3,458091,4721827,3069483,65847,27395,3589690910,2318870,59893529,3112
60105.21,25,262144,64,211801,13955249294,5,149,5,603,2732059,4,55972,10,25,132751530,1208,1,9,31514,14616,4,78,603,126094,226952696,72305035,28562,4145078162,603,843,2,1,4,4,325,1,4128527902,4082971424,174471917,316820811,316820811,2,1,13939394788,73389,73389,4,4,4,316804427,9,3,477559,5420631,3285943,75141,31505,4128527902,2656918,69021657,3112
65114.42,25,262144,64,236767,15600446438,5,153,7,603,3033595,4,63044,10,25,133547886,1208,1,9,35183,15954,4,78,603,140786,301835808,80462930,30419,4627928916,603,843,2,1,4,4,325,1,4609431070,4563816772,193850102,354217613,354233997,2,1,15585574972,73389,73389,4,4,4,354217613,9,3,499778,6043016,3542638,85645,35174,4609431070,2947950,76922762,3112
70124.60,25,262144,64,263687,17374497282,5,158,8,603,3364306,4,70604,10,25,134344242,1208,1,9,39139,17498,4,78,603,156622,360590312,90873043,32252,5148559429,603,843,2,1,4,4,325,1,5127951902,5082406185,219975258,394524290,394540674,2,1,17359068760,73389,73389,4,4,4,394524290,9,3,521053,6707817,3753882,95403,39131,5127951902,3268903,87122698,3112
75132.94,25,262144,64,292506,19273266442,5,162,8,603,3726311,4,78733,10,25,134875146,1208,1,9,43375,19666,4,78,603,173582,453461992,99310092,34024,5705916600,603,843,2,1,4,4,325,1,5683041822,5637475490,248496693,437679624,437696008,2,1,19257903456,73389,73389,4,4,4,437679624,9,3,540173,7432993,3973755,103250,43366,5683041822,3623061,95339553,3112
80142.52,25,262144,64,322639,21258446106,5,168,8,603,4116156,4,87281,10,25,135936954,1208,1,9,47797,22058,4,78,603,191278,478456432,109970062,36375,6287392000,603,843,2,1,4,4,325,1,6262171436,6217757167,271304998,482794561,482810945,2,1,21242960684,73389,73389,4,4,4,482794561,9,3,568881,8190876,4188780,112026,47788,6262171436,4004130,105784676,3112
85147.88,25,262144,64,350245,23077454646,5,172,8,603,4456966,4,95024,10,25,136467858,1208,1,9,51852,23783,4,78,603,207498,502638592,119104165,37554,6820923573,603,843,2,1,4,4,325,1,6793537324,6749452395,289390831,524141622,524158006,2,1,23062231368,73389,73389,4,4,4,524141622,9,3,589571,8869401,4388652,119909,51843,6793537324,4337057,114719568,3112
90155.13,25,262144,64,378755,24955985248,10,177,9,603,4794402,4,103067,15,25,137264214,1208,1,14,56045,25119,4,118,603,224268,526980768,129620400,43265,7372211040,603,843,2,1,4,4,325,1,7342597932,7298644810,327270183,566830012,566846396,2,1,24940520528,73389,73389,4,4,4,566830012,9,3,622944,9541974,4706462,128496,56031,7342597932,4665906,124918691,3112
