timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.45,0,0,0,0,0,0,81,0,0,0,0,15,0,5,0,2097278,2,1,0,538,0,10,0,4,4,0,4,15,0,30,16838848,0,0,1790,0,0,0,3,1,4,4,1124,3,0,0,119,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
10019.29,0,0,0,0,0,0,81,0,0,0,0,15,0,5,0,2097278,2,1,0,538,0,10,0,4,4,0,4,15,0,30,16838848,0,0,1790,0,0,0,3,1,4,4,1124,3,0,0,119,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
15026.64,0,0,0,0,0,0,81,0,0,0,0,15,0,5,0,2097278,2,1,0,538,0,10,0,4,4,0,4,15,0,30,16838848,0,0,1790,0,0,0,3,1,4,4,1124,3,0,0,119,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
20032.06,0,0,0,0,0,0,81,0,0,0,0,15,0,5,0,2097278,2,1,0,538,0,10,0,4,4,0,4,15,0,30,16838848,0,0,1790,0,0,0,3,1,4,4,1124,3,0,0,119,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
25038.16,0,0,0,0,0,0,81,0,0,0,0,15,0,5,0,2097278,2,1,0,538,0,10,0,4,4,0,4,15,0,30,16838848,0,0,1790,0,0,0,3,1,4,4,1124,3,0,0,119,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
30045.91,0,0,0,0,0,0,81,0,0,0,0,15,0,5,0,2097278,2,1,0,538,0,10,0,4,4,0,4,15,0,30,16838848,0,0,1790,0,0,0,3,1,4,4,1124,3,0,0,119,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
35053.00,0,0,0,0,0,0,81,0,0,0,0,15,0,5,0,2097278,2,1,0,538,0,10,0,4,4,0,4,15,0,30,16838848,0,0,1790,0,0,0,3,1,4,4,1124,3,0,0,119,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
40060.77,0,0,0,0,0,0,81,0,0,0,0,15,0,5,0,2097278,2,1,0,538,0,10,0,4,4,0,4,15,0,30,16838848,0,0,1790,0,0,0,3,1,4,4,1124,3,0,0,119,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
45065.66,0,0,0,0,0,0,81,0,0,0,0,15,0,5,0,2097278,2,1,0,538,0,10,0,4,4,0,4,15,0,30,16838848,0,0,1790,0,0,0,3,1,4,4,1124,3,0,0,119,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
50073.36,0,0,0,0,0,0,81,0,0,0,0,15,0,5,0,2097278,2,1,0,538,0,10,0,4,4,0,4,15,0,30,16838848,0,0,1790,0,0,0,3,1,4,4,1124,3,0,0,119,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
