timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5017.96,0,0,0,0,0,0,116,0,0,0,7,0,5,0,2097278,2,1,4,4,0,4,27,0,32,16830496,0,0,1809,0,0,2,1,4,4,475,1,0,0,108,0,0,2,1,0,73389,73389,4,4,4,0,13,3,0,0,0,0,0,0,0,0,0
10025.64,0,0,0,0,0,0,116,0,0,0,7,0,5,0,2097278,2,1,4,4,0,4,27,0,32,16830496,0,0,1809,0,0,2,1,4,4,475,1,0,0,108,0,0,2,1,0,73389,73389,4,4,4,0,13,3,0,0,0,0,0,0,0,0,0
15033.66,0,0,0,0,0,0,116,0,0,0,7,0,5,0,2097278,2,1,4,4,0,4,27,0,32,16830496,0,0,1809,0,0,2,1,4,4,475,1,0,0,108,0,0,2,1,0,73389,73389,4,4,4,0,13,3,0,0,0,0,0,0,0,0,0
20041.98,0,0,0,0,0,0,116,0,0,0,7,0,5,0,2097278,2,1,4,4,0,4,27,0,32,16830496,0,0,1809,0,0,2,1,4,4,475,1,0,0,108,0,0,2,1,0,73389,73389,4,4,4,0,13,3,0,0,0,0,0,0,0,0,0
25050.79,0,0,0,0,0,0,116,0,0,0,7,0,5,0,2097278,2,1,4,4,0,4,27,0,32,16830496,0,0,1809,0,0,2,1,4,4,475,1,0,0,108,0,0,2,1,0,73389,73389,4,4,4,0,13,3,0,0,0,0,0,0,0,0,0
30060.00,0,0,0,0,0,0,116,0,0,0,7,0,5,0,2097278,2,1,4,4,0,4,27,0,32,16830496,0,0,1809,0,0,2,1,4,4,475,1,0,0,108,0,0,2,1,0,73389,73389,4,4,4,0,13,3,0,0,0,0,0,0,0,0,0
35069.75,0,0,0,0,0,0,116,0,0,0,7,0,5,0,2097278,2,1,4,4,0,4,27,0,32,16830496,0,0,1809,0,0,2,1,4,4,475,1,0,0,108,0,0,2,1,0,73389,73389,4,4,4,0,13,3,0,0,0,0,0,0,0,0,0
40077.94,0,0,0,0,0,0,116,0,0,0,7,0,5,0,2097278,2,1,4,4,0,4,27,0,32,16830496,0,0,1809,0,0,2,1,4,4,475,1,0,0,108,0,0,2,1,0,73389,73389,4,4,4,0,13,3,0,0,0,0,0,0,0,0,0
45085.88,0,0,0,0,0,0,116,0,0,0,7,0,5,0,2097278,2,1,4,4,0,4,27,0,32,16830496,0,0,1809,0,0,2,1,4,4,475,1,0,0,108,0,0,2,1,0,73389,73389,4,4,4,0,13,3,0,0,0,0,0,0,0,0,0
50092.96,14,0,0,16786,1105975504,1,116,0,504,216630,7,1565,6,0,106909746,1010,1,5,2799,989,4,40,504,11214,38614904,1707242,293,367311405,504,660,2,1,4,4,475,1,365953236,326122440,2376583,24839798,24856182,2,1,1092951112,73389,73389,4,4,4,24839798,13,3,55699,419438,610507,4755,2794,365953236,211875,1097488,2626
