timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.80,0,0,0,0,0,0,116,0,0,0,0,11,0,0,5,0,0,2097278,2,1,4,4,0,4,15,0,30,19197470,0,0,1771,0,0,0,2,1,4,4,432,1,0,0,86,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
10017.56,0,0,0,0,0,0,116,0,0,0,0,11,0,0,5,0,0,2097278,2,1,4,4,0,4,15,0,30,19197470,0,0,1771,0,0,0,2,1,4,4,432,1,0,0,86,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
15022.82,0,0,0,0,0,0,116,0,0,0,0,11,0,0,5,0,0,2097278,2,1,4,4,0,4,15,0,30,19197470,0,0,1771,0,0,0,2,1,4,4,432,1,0,0,86,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
20028.15,0,0,0,0,0,0,116,0,0,0,0,11,0,0,5,0,0,2097278,2,1,4,4,0,4,15,0,30,19197470,0,0,1771,0,0,0,2,1,4,4,432,1,0,0,86,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
25033.82,0,0,0,0,0,0,116,0,0,0,0,11,0,0,5,0,0,2097278,2,1,4,4,0,4,15,0,30,19197470,0,0,1771,0,0,0,2,1,4,4,432,1,0,0,86,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
30040.17,0,0,0,0,0,0,116,0,0,0,0,11,0,0,5,0,0,2097278,2,1,4,4,0,4,15,0,30,19197470,0,0,1771,0,0,0,2,1,4,4,432,1,0,0,86,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
35046.57,0,0,0,0,0,0,116,0,0,0,0,11,0,0,5,0,0,2097278,2,1,4,4,0,4,15,0,30,19197470,0,0,1771,0,0,0,2,1,4,4,432,1,0,0,86,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
40052.82,0,0,0,0,0,0,116,0,0,0,0,11,0,0,5,0,0,2097278,2,1,4,4,0,4,15,0,30,19197470,0,0,1771,0,0,0,2,1,4,4,432,1,0,0,86,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
45059.00,0,0,0,0,0,0,116,0,0,0,0,11,0,0,5,0,0,2097278,2,1,4,4,0,4,15,0,30,19197470,0,0,1771,0,0,0,2,1,4,4,432,1,0,0,86,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
50064.05,0,0,0,0,0,0,116,0,0,0,0,11,0,0,5,0,0,2097278,2,1,4,4,0,4,15,0,30,19197470,0,0,1771,0,0,0,2,1,4,4,432,1,0,0,86,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
