timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.49,0,0,0,0,0,0,116,0,0,0,6,0,5,1,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1803,0,0,2,1,4,4,362,1,0,0,120,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
10019.10,0,0,0,0,0,0,116,0,0,0,6,0,5,1,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1803,0,0,2,1,4,4,362,1,0,0,120,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
15026.24,0,0,0,0,0,0,116,0,0,0,6,0,5,1,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1803,0,0,2,1,4,4,362,1,0,0,120,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
20032.32,0,0,0,0,0,0,116,0,0,0,6,0,5,1,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1803,0,0,2,1,4,4,362,1,0,0,120,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
25040.28,0,0,0,0,0,0,116,0,0,0,6,0,5,1,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1803,0,0,2,1,4,4,362,1,0,0,120,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
30047.67,0,0,0,0,0,0,116,0,0,0,6,0,5,1,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1803,0,0,2,1,4,4,362,1,0,0,120,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
35055.63,0,0,0,0,0,0,116,0,0,0,6,0,5,1,2097278,2,1,4,4,0,4,19,0,32,16830496,0,0,1803,0,0,2,1,4,4,362,1,0,0,120,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
40063.56,3,0,0,2836,186921904,1,116,0,90,42965,6,265,6,1,20650134,182,1,5,480,261,4,33,90,1938,34459448,482190,23,62277507,90,171,2,1,4,4,362,1,62038428,55115734,612844,4202052,4202052,2,1,184169392,73389,73389,4,4,4,4185668,10,3,38780,79411,256991,824,475,62038428,42141,225230,853
45071.44,34,262144,64,34059,2244084228,3,119,0,603,481590,6,5840,8,1,128250912,1208,1,7,5402,2418,4,53,603,21646,146212984,7605290,1004,709571466,603,954,2,1,4,4,362,1,706830348,659363766,11050143,50652285,50668669,2,1,2228700540,73389,73389,4,4,4,50652285,10,3,215740,911421,1443588,8993,5395,706830348,472597,6162090,3747
50077.78,34,262144,64,64326,4238545872,4,124,0,603,856509,6,14389,9,1,129035202,1208,1,8,9851,4693,4,59,603,39448,189029160,17472566,3121,1294918296,603,954,2,1,4,4,362,1,1289838604,1242527138,31019080,95980214,95996598,2,1,4223129416,73389,73389,4,4,4,95980214,10,3,232682,1656212,1656253,16351,9844,1289838604,840158,15815918,3747
