timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5017.96,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,13,0,32,16830496,0,0,1831,0,0,2,1,4,4,298,1,0,0,93,0,0,2,1,0,73389,73389,4,4,4,0,5,3,0,0,0,0,0,0,0,0,0
10027.26,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,13,0,32,16830496,0,0,1831,0,0,2,1,4,4,298,1,0,0,93,0,0,2,1,0,73389,73389,4,4,4,0,5,3,0,0,0,0,0,0,0,0,0
15035.45,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,13,0,32,16830496,0,0,1831,0,0,2,1,4,4,298,1,0,0,93,0,0,2,1,0,73389,73389,4,4,4,0,5,3,0,0,0,0,0,0,0,0,0
20043.12,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,13,0,32,16830496,0,0,1831,0,0,2,1,4,4,298,1,0,0,93,0,0,2,1,0,73389,73389,4,4,4,0,5,3,0,0,0,0,0,0,0,0,0
25051.99,0,0,0,0,0,0,116,0,0,0,4,0,5,0,2097278,2,1,4,4,0,4,13,0,32,16830496,0,0,1831,0,0,2,1,4,4,298,1,0,0,93,0,0,2,1,0,73389,73389,4,4,4,0,5,3,0,0,0,0,0,0,0,0,0
30058.20,11,0,0,13545,892234002,1,116,0,414,195151,4,1264,6,0,87858600,830,1,5,2264,1114,4,19,414,9074,37656184,1506573,44,296933678,414,587,2,1,4,4,298,1,295829716,263097582,2082240,20058273,20058273,2,1,881843116,73389,73389,4,4,4,20041889,5,3,88437,356609,653206,3660,2259,295829716,191491,853492,2514
35065.47,14,262144,64,51730,3408276280,9,121,1,603,601366,4,10771,14,13,128516364,1208,1,13,8005,8851,4,70,603,32042,150206064,10045243,2809,1051186354,603,778,2,1,4,4,298,1,1047093260,999807018,20288090,77111940,77128324,2,1,3392925360,73389,73389,4,4,4,77111940,5,3,167930,1156301,1145689,11549,7992,1047093260,589817,8900338,3321
40072.12,14,262144,64,86985,5731489656,9,127,1,603,931170,4,20711,14,13,129566106,1208,1,13,13186,9247,4,70,603,52774,176360832,19015477,3681,1733163990,603,778,2,1,4,4,298,1,1726308364,1678967160,36613919,129920436,129920436,2,1,5715778288,73389,73389,4,4,4,129904052,5,3,180781,1812030,1311136,18600,13173,1726308364,912570,17705582,3321
45078.36,14,262144,64,123108,8111588280,9,133,1,603,1276775,4,30893,14,13,130362462,1208,1,13,18490,9857,4,70,603,74006,254583080,28003310,4219,2431171720,603,778,2,1,4,4,298,1,2421514252,2374697775,64058784,184015076,184015076,2,1,8096663344,73389,73389,4,4,4,184015076,5,3,200082,2497789,1503679,25391,18477,2421514252,1251384,26501550,3321
50086.11,14,262144,64,157350,10368160302,9,139,2,603,1611335,4,40613,14,13,131424270,1208,1,13,23520,10283,4,70,603,94130,280428672,37030653,4754,3093087827,603,778,2,1,4,4,298,1,3080806412,3034383588,84841815,235293827,235293827,2,1,10352207492,73389,73389,4,4,4,235277443,5,3,218980,3158483,1670543,32609,23507,3080806412,1578726,35362566,3321
55092.93,14,262144,64,187255,12338108174,9,145,3,603,1932783,4,49046,14,13,132220626,1208,1,13,27913,10622,4,70,603,111698,288299136,47426772,5789,3670392984,603,778,2,1,4,4,298,1,3656013342,3610142966,106955862,280058667,280075051,2,1,12322581348,73389,73389,4,4,4,280058667,5,3,244941,3776849,1866056,40138,27900,3656013342,1892645,45563409,3321
60100.66,14,262144,64,221717,14608820598,9,151,3,603,2323791,4,58766,14,13,133016982,1208,1,13,32977,11426,4,70,603,131962,314169208,56255413,6053,4336963598,603,778,2,1,4,4,298,1,4319761950,4273968359,127332775,331675449,331675449,2,1,14593719756,73389,73389,4,4,4,331675449,5,3,260958,4501601,2038715,46990,32964,4319761950,2276801,54219267,3321
65107.56,14,262144,64,254975,16800096774,9,156,3,603,2725916,4,68120,14,13,133813338,1208,1,13,37861,11936,4,70,603,151514,390875892,65145820,6775,4979737891,603,778,2,1,4,4,298,1,4959917598,4914418411,145497305,381477925,381494309,2,1,16785028700,73389,73389,4,4,4,381477925,5,3,273956,5219531,2218149,53840,37848,4959917598,2672076,62930500,3321
70115.48,14,262144,64,290234,19123572294,9,162,3,603,3149265,4,78062,14,13,134875146,1208,1,13,43044,12505,4,70,603,172258,451957836,74066017,7254,5661850817,603,778,2,1,4,4,298,1,5639263774,5593752965,165920357,434286421,434286421,2,1,19108602524,73389,73389,4,4,4,434286421,5,3,287807,5999192,2414383,60716,43031,5639263774,3088549,71654562,3321
75122.26,14,262144,64,326248,21496292790,9,168,3,603,3543188,4,88211,14,13,135936954,1208,1,13,48333,13102,4,70,603,193418,478271804,82984577,7660,6357321720,603,778,2,1,4,4,298,1,6331901740,6287282173,219591120,488215062,488215062,2,1,21480741832,73389,73389,4,4,4,488198678,5,3,299139,6738792,2604118,67272,48320,6331901740,3475916,80384041,3321
80128.18,14,262144,64,361450,23815779372,9,174,3,603,3941199,4,98141,14,13,136733310,1208,1,13,53502,13626,4,70,603,214106,538665420,92400346,8237,7037596255,603,778,2,1,4,4,298,1,7009412908,6965323047,284682602,540927413,540927413,2,1,23800806172,73389,73389,4,4,4,540927413,5,3,321269,7479727,2818923,73738,53489,7009412908,3867461,89585468,3321
85134.14,14,262144,64,396545,26128217404,9,180,3,603,4321308,4,108041,14,13,137770986,1208,1,13,58656,14185,4,70,603,234718,547899596,101944320,8923,7715759303,603,778,2,1,4,4,298,1,7684826924,7641318757,305129601,593467732,593484116,2,1,26112580208,73389,73389,4,4,4,593467732,5,3,340509,8197931,3028039,80249,58643,7684826924,4241059,98920404,3321
