timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
61054.93,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
63059.12,0,253952,62,10350,681193440,0,1442848,64,3,3,4747,119,0,558,69172,0,36,4044,18,19,95795055,1118,1,0,4,631,12724398,7,50897592,17,17,8,14,77,558,0,0,4492816,132,249326042,0,558,352,0,3,1,14,14,1101,3,249140868,217166262,5935306,12923929,12923929,1,3,1,672044340,73389,73389,14,14,14,12923933,6,3,81640,70753,225146,2110,249140868,69172,4267852,1391
65063.83,0,253952,62,21061,1386877930,0,2933042,137,3,3,4747,161,0,558,130665,0,36,8238,18,19,97629087,1118,1,0,4,631,26122483,7,104489932,17,17,8,14,77,558,0,0,8993096,306,471418707,0,558,352,0,3,1,14,14,1101,3,471836198,439277409,11924730,26496741,26496741,1,3,1,1377830564,73389,73389,14,14,14,26496745,6,3,84540,133776,304296,3897,471836198,130665,8689164,1391
67068.75,0,253952,62,31922,2101837784,0,4421163,206,3,3,4747,257,0,558,196134,0,36,12533,18,19,98304783,1118,1,0,4,631,39686511,7,158681232,17,17,8,14,77,558,0,0,13533252,543,701199996,0,558,352,0,3,1,14,14,1101,3,700911382,664300609,17950725,40254095,40254095,1,3,1,2093212972,73389,73389,14,14,14,40254099,6,3,89443,200931,400411,5846,700911382,196134,13133396,1391
69073.20,1,253952,62,42801,2818846038,0,5865888,278,3,3,4747,307,0,567,260341,0,36,16790,18,19,102265543,1136,1,0,4,631,53235239,7,212876444,17,17,8,14,77,567,0,0,18091761,752,923217676,0,567,358,0,3,1,14,14,1101,3,922906738,890382839,23953394,54013164,54029548,1,3,1,2808684560,73389,73389,14,14,14,54013168,6,3,92034,266773,475489,7666,922906738,260341,17617017,1418
71077.02,2,253952,62,52075,3429172828,0,7024130,337,3,3,4747,383,0,567,317497,0,36,20446,18,19,103242889,1136,1,0,4,631,64767361,7,259069444,17,17,8,14,77,567,0,0,21933881,15315,1123801509,0,567,358,0,3,1,14,14,1101,3,1123571249,1082958505,28966654,65726836,65743220,1,3,1,3417795504,73389,73389,14,14,14,65726840,6,3,95561,325404,532455,9341,1123571249,317497,21402331,1418
73082.42,2,253952,62,59997,3951462048,1,9572681,376,4,4,4747,457,0,567,362015,0,36,23593,19,19,105101053,1136,1,0,4,631,74664762,7,298659048,18,18,8,14,82,567,0,0,25193205,15386,1285033635,0,567,358,0,3,1,14,14,1101,3,1284161270,1247645487,34774553,75765022,75765022,1,3,1,3939781176,73389,73389,14,14,14,75765026,6,3,101026,371055,587342,10720,1284161270,362015,24606907,1418
75087.41,2,253952,62,70664,4654311218,1,10860657,460,4,4,4747,501,0,567,431041,0,36,27767,19,19,106681699,1136,1,0,4,631,87999714,7,351998856,18,18,8,14,82,567,0,0,29908404,15533,1504855821,0,567,358,0,3,1,14,14,1101,3,1504127787,1469099949,40760699,89272298,89272298,1,3,1,4642159528,73389,73389,14,14,14,89272302,6,3,103372,441755,681492,12494,1504127787,431041,29228171,1418
77092.89,2,253952,62,81562,5372624986,1,12177833,537,5,5,4747,586,0,567,503722,0,36,32055,20,19,108250279,1136,1,0,4,631,101591096,7,406235064,19,19,8,14,91,567,0,0,34672697,16904,1738248090,0,567,358,0,3,1,14,14,1101,3,1737468457,1695666620,46855931,103055943,103055943,1,3,1,5358909068,73389,73389,14,14,14,103055947,6,3,112500,516224,763426,14460,1737468457,503722,33910761,1418
79097.23,2,253952,62,88575,5834702484,3,14762343,568,5,5,4747,616,0,567,542341,0,36,34817,20,19,110096377,1136,1,0,4,631,110359374,7,441437496,19,19,8,14,91,567,0,0,37576084,17144,1882364906,0,567,358,0,3,1,14,14,1101,3,1880829454,1841053841,52342980,111951567,111951567,1,3,1,5821481516,73389,73389,14,14,14,111951571,6,3,115638,555827,803576,15611,1880829454,542341,36774110,1418
