timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
100519.78,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
102525.20,0,253952,62,9497,624989582,0,941585,0,102,3,3,5265,118,0,558,80333,0,10,3712,15,0,96410421,1118,1,0,4,686,11661689,5,46646756,14,17,95,11,189,558,0,0,4965157,2407,226553107,0,558,496,0,3,1,14,14,1213,0,3,226884908,199805878,5898371,11828360,11828360,1,3,1,0,615074752,73389,73389,14,14,14,11828364,10,3,82525,82073,274090,1941,226884908,80333,4691262,1712
104529.41,0,253952,62,18436,1214242630,0,1869142,0,181,3,3,5265,152,0,558,141250,0,10,7188,15,0,97665285,1118,1,0,4,686,22784143,5,91136572,14,17,95,11,189,558,0,0,9441623,7749,413261982,0,558,496,0,3,1,14,14,1213,0,3,413685215,385090526,11314368,23175107,23175107,1,3,1,0,1205105596,73389,73389,14,14,14,23175111,10,3,88391,144534,355750,3438,413685215,141250,9086237,1712
106535.27,0,253952,62,24884,1638061556,1,4407072,0,198,4,4,5265,217,0,558,175162,0,10,9758,16,0,98908083,1118,1,0,4,686,30836169,5,123344676,15,18,95,11,199,558,0,0,12196888,16024,545857498,0,558,496,0,3,1,14,14,1213,0,3,545655332,518740231,16615033,31309319,31309319,1,3,1,0,1628084620,73389,73389,14,14,14,31309323,10,3,94143,179367,409539,4587,545655332,175162,11787810,1712
108541.20,0,253952,62,34300,2258297758,1,5403203,0,291,4,4,5265,255,0,558,245040,0,10,13456,16,0,100175013,1118,1,0,4,686,42638376,5,170553504,15,18,95,11,199,558,0,0,17202541,36245,744185325,0,558,496,0,3,1,14,14,1213,0,3,743921869,713566664,22631232,43256241,43272625,1,3,1,0,2249324564,73389,73389,14,14,14,43256245,10,3,95179,250923,486160,6184,743921869,245040,16717041,1712
110547.04,0,253952,62,43903,2891042578,1,6674400,0,364,4,4,5265,346,0,567,311148,0,10,17264,16,0,102880909,1136,1,0,4,686,54626093,5,218504372,15,18,95,11,199,567,0,0,21952382,36564,946717166,0,567,504,0,3,1,14,14,1213,0,3,946369267,912921237,28650091,55422188,55422188,1,3,1,0,2881953808,73389,73389,14,14,14,55422192,10,3,98196,318799,560111,7918,946369267,311148,21393124,1741
112556.82,2,253952,62,52935,3485799240,1,7834813,0,446,4,4,5265,380,0,567,377772,0,10,20783,16,0,103834123,1136,1,0,4,686,65881838,5,263527352,15,18,95,11,199,567,0,0,26789028,48959,1129428604,0,567,504,0,3,1,14,14,1213,0,3,1129447767,1100444069,34648144,66838789,66838789,1,3,1,0,3475617060,73389,73389,14,14,14,66838793,10,3,109446,387076,659087,9394,1129447767,377772,26130976,1741
114562.37,2,253952,62,61795,4069307842,1,8912616,0,548,4,4,5265,465,0,567,451399,0,10,24301,16,0,104811469,1136,1,0,4,686,76943451,5,307709152,15,18,95,11,199,567,0,0,31738717,56115,1316780772,0,567,504,0,3,1,14,14,1213,0,3,1315570427,1284265239,40683580,78058782,78058782,1,3,1,0,4059056696,73389,73389,14,14,14,78058786,10,3,114694,462473,755803,10988,1315570427,451399,30984135,1741
116567.64,2,253952,62,71296,4696067818,1,10256110,0,631,4,4,5265,509,0,576,523513,0,10,28027,16,0,108216922,1154,1,0,4,686,88782260,5,355129040,15,18,95,11,199,576,0,0,36421797,59967,1516008378,0,576,513,0,3,1,14,14,1213,0,3,1515000590,1481692667,46712796,90097531,90113915,1,3,1,0,4684219676,73389,73389,14,14,14,90081151,10,3,120708,536306,858841,12603,1515000590,523513,35564375,1771
118572.36,2,253952,62,81665,5378850906,1,11626813,0,708,4,4,5265,573,0,594,596895,0,10,32075,16,0,113654838,1190,1,0,4,686,101625223,5,406436448,15,18,95,11,199,594,0,0,41066139,66370,1739487178,0,594,527,0,3,1,14,14,1213,0,3,1738147942,1697412646,52728384,103187015,103187015,1,3,1,0,5365724812,73389,73389,14,14,14,103187019,10,3,125508,611470,939733,14467,1738147942,596895,40128019,1826
