timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
70128.56,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
72133.05,90112,22,22717,1495429678,0,0,0,0,26,26,4721,117,675,125467,2,9,2168,38,28,139503530,1352,1,0,37,40,76,11,117,675,0,0,0,2024838,32,489682492,0,673,310,2,2,1,14,14,356,1,492208324,440843199,2049083,33631529,33647913,1,2,1,1479787276,73389,73389,14,14,14,33631529,7,3,432311,127504,824778,3773,492208324,125467,1200158,1676
74137.76,253952,62,44790,2950234818,1,1000068,0,1,26,26,4721,121,675,253997,2,9,8405,38,28,140565338,1352,1,0,37,40,76,11,117,675,0,0,0,6997177,197,914008861,0,673,310,2,2,1,14,14,356,1,917109552,866245279,11985457,66684856,66701240,1,2,1,2934133664,73389,73389,14,14,14,66684856,7,3,474989,258988,1052645,7016,917109552,253997,5944845,1676
76142.67,253952,62,66315,4368595326,1,1763363,0,43,26,26,4721,125,675,380152,2,9,14497,38,28,141096242,1352,1,0,37,40,76,11,117,675,0,0,0,11680636,378,1327748861,0,673,310,2,2,1,14,14,356,1,1331559216,1280921124,33123914,98931493,98931493,1,2,1,4352264796,73389,73389,14,14,14,98915109,7,3,485625,388125,1202515,10178,1331559216,380152,10478654,1676
78147.03,253952,62,85882,5657839990,22,23768984,0,86,32,32,4721,128,675,489000,2,9,19997,38,28,141627146,1352,1,0,37,46,76,11,117,675,0,0,0,16051866,10176,1705673787,0,673,310,2,2,1,14,14,356,1,1708129072,1657755496,122939900,128235487,128235487,1,2,1,5642361428,73389,73389,14,14,14,128235487,7,3,518072,499617,1392669,13051,1708129072,489000,14659915,1676
80152.16,253952,62,100886,6646451174,30,33364640,0,107,34,34,4721,130,675,562817,2,9,24200,38,28,141892598,1352,1,0,37,48,76,11,117,675,0,0,0,19078318,13259,1993899588,0,673,310,2,2,1,14,14,356,1,1996749616,1946795634,137262442,150695731,150712115,1,2,1,6630612164,73389,73389,14,14,14,150695731,7,3,525776,575235,1492010,15253,1996749616,562817,17587157,1676
82157.13,253952,62,121822,8025945526,31,35482209,0,164,35,35,4721,134,675,677886,2,9,30131,38,28,142423502,1352,1,0,37,49,76,11,117,675,0,0,0,23582030,13476,2398189086,0,673,310,2,2,1,14,14,356,1,2400058160,2350056249,144261041,182051599,182067983,1,2,1,8010270356,73389,73389,14,14,14,182051599,7,3,535345,693057,1657578,18330,2400058160,677886,21925499,1676
84161.34,253952,62,135980,8958847802,33,37997617,0,192,35,35,4721,136,675,744727,2,9,34098,38,28,142942340,1352,1,0,37,49,76,11,117,675,0,0,0,26402544,13549,2671984013,0,673,310,2,2,1,14,14,356,1,2672294704,2622784071,150354766,203252434,203252434,1,2,1,8943107096,73389,73389,14,14,14,203252434,7,3,538691,761524,1730341,20407,2672294704,744727,24673367,1676
86166.57,253952,62,155713,10258647070,33,40536000,0,240,37,37,4721,139,675,854307,2,9,39644,38,28,143473244,1352,1,0,37,51,76,11,117,675,0,0,0,30725574,13783,3050152517,0,673,310,2,2,1,14,14,356,1,3051457488,3002663729,158029546,232800029,232800029,1,2,1,10243201276,73389,73389,14,14,14,232800029,7,3,552895,873779,1888573,23303,3051457488,854307,28838347,1676
88171.67,253952,62,176337,11617694190,33,42656346,0,302,37,37,4721,143,675,975608,2,9,45490,38,28,144004148,1352,1,0,37,51,76,11,117,675,0,0,0,35334425,14058,3447766335,0,673,310,2,2,1,14,14,356,1,3448605648,3399858608,165667483,263688953,263688953,1,2,1,11601593036,73389,73389,14,14,14,263672569,7,3,555839,997940,2029743,26333,3448605648,975608,33306236,1676
