timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
6284.23,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
8287.39,253952,62,25486,1677960670,0,0,0,0,31,31,2667,118,675,111557,25,2975,46,158,140034434,1352,1,0,45,45,14,338,675,0,0,0,2315866,192,542610704,0,675,159,2,1,14,14,302,1,545389360,494277604,2572677,37784429,37784429,1,2,1,1662514876,73389,73389,14,14,14,37784429,4,3,468290,113573,760589,4180,545389360,111557,1555378,1153
10290.68,253952,62,48097,3168024178,0,0,0,0,31,31,2667,122,675,175739,25,9362,46,158,140565338,1352,1,0,45,45,14,338,675,0,0,0,6220381,224,978466470,0,675,159,2,1,14,14,302,1,980810544,929910656,9153312,71632380,71648764,1,2,1,3151824720,73389,73389,14,14,14,71632380,4,3,472739,179671,838370,7502,980810544,175739,5382302,1153
12294.28,253952,62,70989,4676503302,0,0,0,0,31,31,2667,125,675,244832,25,15770,46,158,141361694,1352,1,0,45,45,14,338,675,0,0,0,10113684,257,1419960100,0,675,159,2,1,14,14,302,1,1421474608,1370898195,15063079,105930891,105930891,1,2,1,4660959204,73389,73389,14,14,14,105930891,4,3,478546,250825,939444,10864,1421474608,244832,9174702,1153
14297.74,253952,62,93521,6161124014,0,0,0,0,31,31,2667,129,675,315786,25,22136,46,158,141892598,1352,1,0,45,45,14,338,675,0,0,0,14082813,484,1852669938,0,675,159,2,1,14,14,302,1,1855322928,1804868722,21192657,139674505,139674505,1,2,1,6145678220,73389,73389,14,14,14,139674505,4,3,483291,323761,1022809,14174,1855322928,315786,13060649,1153
16301.20,253952,62,115963,7639846486,0,0,0,0,31,31,2667,133,675,383168,25,28475,46,158,142423502,1352,1,0,45,45,14,338,675,0,0,0,18020245,601,2285774452,0,675,159,2,1,14,14,302,1,2287205168,2237157585,27219567,173278855,173278855,1,2,1,7624269620,73389,73389,14,14,14,173278855,4,3,490144,393302,1135238,17469,2287205168,383168,16885831,1153
18304.82,253952,62,138739,9140723434,0,0,0,0,31,31,2667,136,675,452728,25,34853,46,158,142942340,1352,1,0,45,45,14,338,675,0,0,0,21946058,622,2723990128,0,675,159,2,1,14,14,302,1,2725641008,2675904836,33183663,207388950,207388950,1,2,1,9125113800,73389,73389,14,14,14,207388950,4,3,494002,464866,1231211,20814,2725641008,452728,20715842,1153
20308.09,253952,62,161189,10619645822,0,0,0,0,31,31,2667,140,675,527974,25,41193,46,158,143738696,1352,1,0,45,45,14,338,675,0,0,0,25798331,739,3155228740,0,675,159,2,1,14,14,302,1,3156970448,3108111285,38970678,241007525,241007525,1,2,1,10604331100,73389,73389,14,14,14,241007525,4,3,495028,542103,1324888,24108,3156970448,527974,24474611,1153
22311.58,253952,62,183298,12076279354,0,0,0,0,31,31,2667,144,675,620994,25,47441,46,158,144269600,1352,1,0,45,45,14,338,675,0,0,0,29913984,778,3582166607,0,675,159,2,1,14,14,302,1,3582561232,3533967425,58256835,274106130,274106130,1,2,1,12060669720,73389,73389,14,14,14,274106130,4,3,497785,637292,1467018,27355,3582561232,620994,28448303,1153
24315.64,253952,62,205450,13535996386,0,0,0,3,31,31,2667,147,675,714083,25,53648,46,158,144800504,1352,1,0,45,45,14,338,675,0,0,0,34036113,826,4008975957,0,675,159,2,1,14,14,302,1,4008807376,3960616516,82518301,307284496,307284496,1,2,1,13520517824,73389,73389,14,14,14,307284496,4,3,503891,732531,1558027,30607,4008807376,714083,32479595,1153
