event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,175267,175267,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,119537664,119537664,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,29184,29184,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2330453,2330453,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,1056,201351,200295,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,11,221,210,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,52470,52470,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,90,199182525,199182435,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,4224850,13124586102748,13124581877898,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,30518,30518,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,10954145118,10954145118,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,284613,284613,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,30518,30518,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,30518,30518,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,5833662720,5833662720,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,0,456,456,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,0,16398,16398,Total time a query was waiting for a query slots
ContextLock,1314,791726,790412,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,12,64132,64120,Context lock wait time in microseconds
CreatedReadBufferOrdinary,187,273053,272866,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,228950,2675945733,2675716783,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,10,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,8303949,8303949,Number of dequeues invoked at all FairPolicyNodes
FileOpen,245,1412,1167,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,0,2330,2330,Time spent filtering parts by PK.
FunctionExecute,0,67168201,67168201,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,657,1140,483,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,10945716,15034326,4088610,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,709,32490,31781,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,87,578296,578209,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,70092,338200,268108,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,177,176,Number of created server HTTP connections
HTTPServerConnectionsExpired,0,4,4,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,0,455,455,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,0,1,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,0,452,452,Number of reused server HTTP connections
HardPageFaults,0,10,10,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,21449994,62801540966,62780090972,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,274,550803,550529,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1,458,457,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,249,499214,498965,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,0,518558,518558,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,0,892,892,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,0,377655,377655,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,0,131926654827,131926654827,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,0,2252,2252,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,0,527706619308,527706619308,Total number of rows in the result of a JOIN operation.
LoadedDataParts,17,17,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2535410,2535410,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,0,807301,807301,Number of marks loaded (total across columns).
LoadedMarksFiles,0,22,22,Number of mark files loaded.
LoadedMarksMemoryBytes,0,3652160,3652160,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,9821796,550531064224,550521242428,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,119,31443,31324,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,7254,628688369,628681115,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,169,32362950,32362781,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,41,511639459,511639418,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,65,31288,31223,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,4685,4984325,4979640,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,49,49,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,6788936,6788936,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,0,272822,272822,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,0,22,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatorPurge,1,1,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,1673,1673,0,Total time spent for memory allocator purge
MemoryWorkerRun,458,72445,71987,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,15744,30808186,30792442,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,338,767,429,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,277,1062,785,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,218,496,278,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,1032,2923,1891,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,3421,13898,10477,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,0,83261,83261,Total time spent while merging sorted columns
NetworkReceiveBytes,249,499214,498965,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,9,15601,15592,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,0,518558,518558,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,0,66348,66348,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,0,86256077478,86256077478,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,0,19709090435,19709090435,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,0,610652160,610652160,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,0,4061083425609,4061083425609,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,0,3656,3656,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,0,271759,271759,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,19,257131,257112,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,161,1268,1107,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,2530174,2530414,240,Total time spent holding data parts lock in MergeTree tables
PartsLocks,145,444,299,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1,1137,1136,Count queries with all subqueries
Query,1,458,457,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,0,908,908,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,0,916,916,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,48,624339,624291,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,0,12547396848,12547396848,Total time of all queries.
RWLockAcquiredReadLocks,241,1422,1181,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,0,3,3,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,7260,1137762,1130502,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,21700865,4047114028000,4047092327135,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,599687,3997599639616,3997599039929,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,0,574572646368,574572646368,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,0,3907,3907,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,0,273617283312,273617283312,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,0,273617283312,273617283312,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,0,1822,1822,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,458,72445,71987,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1,1137,1136,Count SELECT queries with all subqueries
SelectQuery,1,458,457,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,0,12547396848,12547396848,Total time of SELECT queries.
SelectedBytes,0,13109628099747,13109628099747,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,0,33465384,33465384,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,0,33465384,33465384,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
