event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,175267,2244215,2068948,Total time spent analyzing index of patch parts
ArenaAllocBytes,119537664,355467264,235929600,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,29184,86784,57600,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2330453,2330453,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,201351,328562,127211,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,221,386,165,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,52470,52470,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,199182525,592825348,393642823,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,13124586102748,39062418445412,25937832342664,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,30518,30518,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,10954145118,10954145118,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,284613,284613,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,30518,30518,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,30518,30518,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,5833662720,5833662720,0,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,456,456,0,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,16398,16398,0,Total time a query was waiting for a query slots
ContextLock,791775,2341265,1549490,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,64132,1702728,1638596,Context lock wait time in microseconds
CreatedReadBufferOrdinary,273053,808553,535500,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2675945733,8981696082,6305750349,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,10,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,8303949,8303949,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1412,2461,1049,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,2330,10553,8223,Time spent filtering parts by PK.
FunctionExecute,67168201,200501851,133333650,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1140,8538,7398,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,15034364,205978010,190943646,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,32495,97958,65463,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,578306,7420098,6841792,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,0,6793,6793,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,338200,26917941,26579741,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,178,434,256,Number of created server HTTP connections
HTTPServerConnectionsExpired,5,8,3,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,456,1355,899,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,2,3,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,453,1350,897,Number of reused server HTTP connections
HardPageFaults,10,10,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,62808881439,185939011242,123130129803,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,550810,1631128,1080318,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,459,1360,901,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,499463,1438565,939102,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,535892,1561145,1025253,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,892,2692,1800,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,377655,5667922,5290267,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,131926654827,398146361877,266219707050,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,2252,15626,13374,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,527706619308,1592585447508,1064878828200,Total number of rows in the result of a JOIN operation.
LoadedDataParts,17,17,0,Number of data parts loaded by MergeTree tables during initialization.
