event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,6682516,10748115,4065599,Total time spent analyzing index of patch parts
ArenaAllocBytes,385613824,505937920,120324096,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,94144,123520,29376,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2089027,2089027,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,35873,92737,56864,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,35823,92687,56864,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,35873,92737,56864,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,593865,816238,222373,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,1063,1269,206,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,31228,31228,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,642416892,842411828,199994936,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,42330492370560,55508517620036,13178025249476,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,67997,67997,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,174026313642,174026313642,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,4630795,4630795,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,67997,67997,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,67997,67997,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,156812973382,156812973382,0,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,6191,6191,0,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,34816293660,34816293660,0,Total time a query was waiting for a query slots
ContextLock,2991052,4478145,1487093,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,3117291,5121134,2003843,Context lock wait time in microseconds
CreatedReadBufferOrdinary,879329,1152560,273231,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,21433758714,29743815680,8310056966,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,15,15,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,17910,46342,28432,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,17910,46342,28432,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,38839527,38839527,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1706,2266,560,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,24617,37129,12512,Time spent filtering parts by PK.
FunctionExecute,216337632,283524012,67186380,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,2826,3916,1090,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
