event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,5452247,6682516,1230269,Total time spent analyzing index of patch parts
ArenaAllocBytes,229376000,385613824,156237824,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,56000,94144,38144,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2089027,2089027,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,25595,35873,10278,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,25545,35823,10278,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,25595,35873,10278,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,459941,593865,133924,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,779,1063,284,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,31228,31228,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,381958679,642416892,260458213,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,25168088254086,42330492370560,17162404116474,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,29043,67997,38954,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,42706477062,174026313642,131319836580,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,1172308,4630795,3458487,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,29043,67997,38954,Total number of CPU slots acquired
ConcurrencyControlUpscales,29043,67997,38954,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,34104101468,156812973382,122708871914,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,456,6191,5735,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,32569,34816293660,34816261091,Total time a query was waiting for a query slots
ContextLock,1825343,2991007,1165664,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,2850257,3117291,267034,Context lock wait time in microseconds
CreatedReadBufferOrdinary,522704,879329,356625,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,13330497231,21433758700,8103261469,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,15,15,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,12771,17910,5139,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,12771,17910,5139,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,16177105,38839527,22662422,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1320,1706,386,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,16821,24617,7796,Time spent filtering parts by PK.
FunctionExecute,128661150,216337632,87676482,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,2826,2826,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,127303263,133356660,6053397,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,53465,69259,15794,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,6649084,7156508,507424,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,1088,1088,0,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,35628331,35628331,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,242,341,99,Number of created server HTTP connections
HTTPServerConnectionsExpired,5,7,2,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,13646,19381,5735,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,4,5,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,13645,19379,5734,Number of reused server HTTP connections
HardPageFaults,4,4,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,160463577434,258648166335,98184588901,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1092747,1827547,734800,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,880,1477,597,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,14336769,20620756,6283987,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,14015691,19929001,5913310,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,1700,2860,1160,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,6323461,7464566,1141105,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,251429723325,422993534535,171563811210,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,14996,22815,7819,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,1005718893300,1691974138140,686255244840,Total number of rows in the result of a JOIN operation.
LoadedDataParts,17,17,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2224254,2224254,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807301,807301,0,Number of marks loaded (total across columns).
LoadedMarksFiles,22,22,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3652160,3652160,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,8008660575691,9007865691865,999205116174,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,51996,67193,15197,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,3302040427,5103168448,1801128021,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,61960114,104746419,42786305,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,28256059381,30087583172,1831523791,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,51848,67045,15197,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,125806477,132387248,6580771,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogError,25542,35820,10278,Number of log messages with level Error
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,32228074430,32806983025,578908595,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,522473,879098,356625,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,22,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatorPurge,1,1,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2624,2624,0,Total time spent for memory allocator purge
MemoryWorkerRun,137175,212138,74963,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,840122192,1252036948,411914756,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,871,990,119,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2290,3032,742,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,565,642,77,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,5714,7209,1495,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,26266,30459,4193,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,774367,1356890,582523,Total time spent while merging sorted columns
NetworkReceiveBytes,14336769,20620756,6283987,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,1013307,1244170,230863,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,14015691,19929001,5913310,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,10384433,11725671,1341238,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,394148319280,625831768052,231683448772,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,1005915491282,1056477503160,50562011878,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,524288,524288,0,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,7782370319915,13153880392083,5371510072168,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,7032,11808,4776,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,521558,877867,356309,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,6586453,8682841,2096388,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,1120,1436,316,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,2217088,2217434,346,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,43,65,22,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,523,607,84,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,2180,3663,1483,Count queries with all subqueries
Query,880,1477,597,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,1746,2938,1192,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1754,2946,1192,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,10871988,12767187,1895199,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,152200730826,277032342894,124831612068,Total time of all queries.
RWLockAcquiredReadLocks,2320,3574,1254,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,52,69,17,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,1477657,2324051,846394,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,7748436620146,13095635602545,5347198982399,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,7663386195676,12894608179264,5231221983588,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,8307380286402,9586018910936,1278638624534,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,4059,8817,4758,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,525033164250,882655753842,357622589592,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,525033164250,882655753842,357622589592,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,1824,24764,22940,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,137176,212138,74962,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,2180,3663,1483,Count SELECT queries with all subqueries
SelectQuery,880,1477,597,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,152200730826,277032342894,124831612068,Total time of SELECT queries.
SelectedBytes,25141588171225,42269070073913,17127481902688,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,64215375,107955219,43739844,Number of marks (index granules) selected to read from a MergeTree table.
