event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,335850,459553,123703,Total time spent analyzing index of patch parts
ArenaAllocBytes,34107392,44855296,10747904,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,8047,10671,2624,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2128666,2128666,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,58,58,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,5,5,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,58,58,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,30390,30654,264,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,324815276,326757209,1941933,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,2201,2366,165,Time spent resetting task for Common executor.
CompileExpressionsBytes,24576,24576,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,56256,56256,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,3,3,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,56048476,73722984,17674508,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,3648474684371,4808493309773,1160018625402,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,2456,2456,0,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,314,340,26,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,314,340,26,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,13809846561,13809846561,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,618399,778837,160438,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,319732,402572,82840,Context lock wait time in microseconds
CreatedReadBufferOrdinary,128013,156333,28320,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1678780669,2136331708,457551039,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,381823,416917,35094,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,1,1,0,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,1,0,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,2708,2708,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,91463,91992,529,Number of files opened.
FileSync,1,1,0,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,817,817,0,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,168211911,218019253,49807342,Number of bytes that passed the filter in the query
FilterTransformPassedRows,56668,57588,920,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,1895,2700,805,Time spent filtering parts by PK.
FunctionExecute,18347254,24114565,5767311,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,2660,3545,885,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,119908875,155970713,36061838,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,30709,39257,8548,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,578078,911966,333888,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,920,1805,885,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,17076359,24683907,7607548,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,5034,6287,1253,Number of created server HTTP connections
HTTPServerConnectionsExpired,4938,6164,1226,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,123,164,41,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,4934,6158,1224,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,119,158,39,Number of reused server HTTP connections
HardPageFaults,2,2,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,112944875482,127127507254,14182631772,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,532018,606737,74719,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,5082,6347,1265,"Same as Query, but only counts initial queries (see is_initial_query)."
InsertedBytes,39206206,42512293,3306087,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
InsertedCompactParts,314,340,26,Number of parts inserted in Compact format.
InsertedRows,3190,3459,269,Number of rows INSERTed to all tables.
InterfaceHTTPReceiveBytes,1500442,1883276,382834,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,34377904,43256632,8878728,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,17888,17888,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,9077581,9077581,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,192,256,64,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,260780,475292,214512,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,28396768752,37862358336,9465589584,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,615,918,303,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,113587075008,151449433344,37862358336,Total number of rows in the result of a JOIN operation.
LoadedDataParts,25,25,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2642791,2642791,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
