event,value,description
RecomputeWeight,34,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,781,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,27,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,3264,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,3253,"Same as Query, but only for SELECT queries."
InitialQuery,3264,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,3419,Count queries with all subqueries
SelectQueriesWithSubqueries,3408,Count SELECT queries with all subqueries
FailedQuery,1,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,12798440013,Total time of all queries.
SelectQueryTimeMicroseconds,12798326242,Total time of SELECT queries.
OtherQueryTimeMicroseconds,113771,Total time of queries that are not SELECT or INSERT.
FileOpen,90703,Number of files opened.
Seek,46578,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,1238964,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,769950561439,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,83812,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,213317267,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,1,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,817,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,751174144249,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,38335627,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2488043354356,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,64127,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,34009,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,251065,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,446302,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,94930034723,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,5423,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,23359488,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,12559096,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,4,Number of table function calls.
MarkCacheHits,64621,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,368,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,348,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,364,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,98163,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1285960171,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,341783,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,602244958,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,1364123,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,981723,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,30831294,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,2660,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,920,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,17076359,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,409536,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,20012,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,118237675,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,16158,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,16010,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,38714980,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,354178193,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,6084790,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,342696309035,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,276378779,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,119513,Total time spent analyzing index of patch parts
InsertedRows,2790,Number of rows INSERTed to all tables.
InsertedBytes,34290080,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,3,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,56256,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,24576,Number of bytes used for expressions compilation.
