event,value,description
RecomputeWeight,58,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,2708,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,27,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,5081,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,5070,"Same as Query, but only for SELECT queries."
InitialQuery,5081,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,5293,Count queries with all subqueries
SelectQueriesWithSubqueries,5282,Count SELECT queries with all subqueries
FailedQuery,1,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,19654776102,Total time of all queries.
SelectQueryTimeMicroseconds,19654662331,Total time of SELECT queries.
OtherQueryTimeMicroseconds,113771,Total time of queries that are not SELECT or INSERT.
FileOpen,91463,Number of files opened.
Seek,52628,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,1421375,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,1124636961640,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,89890,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,243880340,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,1,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,817,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,1101954878619,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,56048476,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,3648474684371,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,93786,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,34200,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,365055,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,532012,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,112938583648,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,8047,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,34107392,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,18347254,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,4,Number of table function calls.
MarkCacheHits,94375,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,416,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,512,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,528,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,128013,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1678745750,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,381823,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,602269867,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,1886014,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1518081,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
