event,start_value,end_value,diff,description
AggregationHashTablesInitializedAsTwoLevel,1240,1302,62,How many hash tables were inited as two-level for aggregation.
AggregationPreallocatedElementsInHashTables,246388992,258834562,12445570,How many elements were preallocated in hash tables for aggregation.
AnalyzePatchRangesMicroseconds,224278,224278,0,Total time spent analyzing index of patch parts
ArenaAllocBytes,95697551360,100254142464,4556591104,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,38997,40522,1525,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,160,160,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,4,4,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,17462,17462,0,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,149,149,0,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,57343,57343,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,43286000,43338652,52652,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2861120843943,2865029040114,3908196171,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,3296,3358,62,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,979573610,979588784,15174,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptionResumes,19966,19982,16,Total number of CPU preemption resumed
ConcurrencyControlPreemptions,19966,19982,16,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,3296,3358,62,Total number of CPU slots acquired
ConcurrencyControlUpscales,3296,3358,62,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,513732817,513797503,64686,Total time a query was waiting on resource requests for CPU slots.
ContextLock,522111,523413,1302,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1741770,1741774,4,Context lock wait time in microseconds
CreatedReadBufferOrdinary,95543,96578,1035,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1233576251,1234132163,555912,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,10,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,405337,407930,2593,Number of dequeues invoked at all FairPolicyNodes
FileOpen,2411,2458,47,Number of files opened.
FilterTransformPassedBytes,367407390,380392866,12985476,Number of bytes that passed the filter in the query
FilterTransformPassedRows,992740,1039856,47116,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,2368,2391,23,Time spent filtering parts by PK.
FunctionExecute,16208401,16215065,6664,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,2153,2153,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,24296472,24326801,30329,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,35617,36125,508,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,1345838,1347019,1181,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,516,516,0,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,11216890,11216890,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,3628,3639,11,Number of created server HTTP connections
HTTPServerConnectionsExpired,3582,3592,10,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,122,123,1,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,3571,3581,10,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,111,112,1,Number of reused server HTTP connections
HashJoinPreallocatedElementsInHashTables,418047104,440047104,22000000,How many elements were preallocated in hash tables for hash join.
IOBufferAllocBytes,43448559545,43745847779,297288234,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,248962,251190,2228,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,3694,3705,11,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,1151862,1155814,3952,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,70894614,73757256,2862642,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,1723341613,1805405490,82063877,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,829093,830007,914,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,34298513886,34551377971,252864085,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,813,828,15,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,119673108786,119850234328,177125542,Total number of rows in the result of a JOIN operation.
LoadedDataParts,31,31,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14480,14480,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,852736,852736,0,Number of marks loaded (total across columns).
LoadedMarksFiles,125,125,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3798648,3798648,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,255975048566,256013254653,38206087,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,31335,31832,497,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,26187993,26238586,50593,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,32902,33399,497,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,1402623,1407982,5359,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,31287,31784,497,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,18167843,18170019,2176,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogError,2,2,0,Number of log messages with level Error
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1259198,1259198,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,95017,96052,1035,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,125,125,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,86308,86330,22,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,5829073,5831074,2001,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1418,1418,0,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1927,1927,0,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,367,367,0,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4059,4059,0,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,17794,17794,0,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,19108,19123,15,Total time spent while merging sorted columns
NetworkReceiveBytes,1151862,1155814,3952,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
