timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.36,5,262144,64,51559,3397069624,116,1,603,821748,20,10723,69,507,128516364,1208,1,68,8037,53200,4,820,603,32050,100649736,14594457,822506,1048363827,603,921,2,1,4,4,354,1,1044209676,996552502,26609424,76866180,76866180,2,1,3382111920,73389,73389,4,4,4,76866180,10,3,407873,2142771,2815764,15841,7969,1044209676,805907,11776816,11208
10025.28,5,262144,64,78395,5165349992,121,1,603,1167465,20,18368,69,507,129300654,1208,1,68,11979,63175,4,820,603,47822,124567032,22374264,2247800,1567331394,603,921,2,1,4,4,354,1,1560895500,1513493419,68415572,117052136,117052136,2,1,5149573088,73389,73389,4,4,4,117035752,10,3,448740,3329654,3112350,22862,11911,1560895500,1144603,19261318,11208
15035.84,5,262144,64,87920,5793031268,123,1,603,1320589,20,21077,69,507,129566106,1208,1,68,13377,157683,4,820,603,53414,127204152,27762100,8389474,1751372483,603,921,2,1,4,4,354,1,1744134156,1696914733,109895922,131310917,131327301,2,1,5777680348,73389,73389,4,4,4,131310917,10,3,465706,5683396,3351247,28753,13309,1744134156,1291836,24409729,11208
20051.28,5,262144,64,95045,6262629788,124,1,603,1444044,20,23068,69,507,129831558,1208,1,68,14424,286765,4,820,603,57602,129183672,31309943,14333334,1889232816,603,921,2,1,4,4,354,1,1881366540,1834271541,178023793,141971695,141988079,2,1,6246754580,73389,73389,4,4,4,141971695,10,3,485940,8371843,3541674,33248,14357,1881366540,1410796,27767094,11208
25064.37,5,262144,64,101587,6693755368,125,1,603,1554970,20,24914,69,507,130097010,1208,1,68,15383,408977,4,820,603,61438,131002232,34024041,19693512,2015507535,603,921,2,1,4,4,354,1,2007064588,1960195798,201264326,151782664,151799048,2,1,6678437216,73389,73389,4,4,4,151782664,10,3,495609,11132435,3708926,37651,15316,2007064588,1517319,30314551,11208
30070.76,5,262144,64,114258,7528674708,127,1,603,1770988,20,28478,69,507,130362462,1208,1,68,17248,441712,4,820,603,68898,134495416,40422049,24946778,2261005019,603,921,2,1,4,4,354,1,2251513868,2204339634,273515335,170751401,170767785,2,1,7513061644,73389,73389,4,4,4,170751401,10,3,518645,12813190,4024648,50272,17180,2251513868,1720716,36397051,11208
35081.50,5,262144,64,136361,8984915024,131,1,603,2104577,20,34726,69,507,130893366,1208,1,68,20493,479958,4,820,603,81874,140378168,48038637,27256300,2687956065,603,921,2,1,4,4,354,1,2676711436,2630029721,303559630,203858198,203858198,2,1,8969760712,73389,73389,4,4,4,203858198,10,3,533012,14358758,4265860,57188,20425,2676711436,2047389,43773620,11208
40090.36,5,262144,64,150030,9885782262,133,1,603,2308349,20,38564,69,507,131158818,1208,1,68,22502,535175,4,820,603,89918,161635632,55247942,34471692,2952521936,603,921,2,1,4,4,354,1,2940166156,2893376048,413012111,224321753,224338137,2,1,9870157132,73389,73389,4,4,4,224321753,10,3,558886,16531247,4604671,64138,22434,2940166156,2244211,50644689,11208
45096.08,5,262144,64,167039,11006589482,136,1,603,2544823,20,43315,69,507,131689722,1208,1,68,25000,588667,4,820,603,99906,166259248,63999071,41140991,3281170504,603,921,2,1,4,4,354,1,3267452940,3220935872,480200865,249798368,249814752,2,1,10991128192,73389,73389,4,4,4,249798368,10,3,595133,18425035,5016958,70947,24932,3267452940,2473876,58983842,11208
50120.66,5,262144,64,194255,12799249242,141,1,603,2906818,20,51064,69,507,132486078,1208,1,68,28997,591812,4,820,603,115898,173432304,73437477,41866555,3806738945,603,921,2,1,4,4,354,1,3790886430,3745003370,511043513,290549572,290549572,2,1,12784181168,73389,73389,4,4,4,290549572,10,3,616102,19238256,5219424,77433,28929,3790886430,2829385,68220056,11208
