timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5039.28,5,262144,64,40487,2667738704,115,0,603,755939,4,7700,69,241,128516364,1208,1,68,6408,88682,4,743,603,25542,131532352,12385417,3488437,834096087,603,851,2,1,4,4,370,1,830693388,783272628,37331784,60274838,60291222,2,1,2652092872,73389,73389,4,4,4,60274838,9,3,411373,2978465,2797977,17504,6340,830693388,738435,9587206,6445
10066.21,5,262144,64,47715,3143821980,116,0,603,880137,4,9728,69,241,128516364,1208,1,68,7468,218860,4,743,603,29786,150493752,14928786,8045179,973663558,603,851,2,1,4,4,370,1,969629708,922482353,53464922,71101615,71117999,2,1,3128471060,73389,73389,4,4,4,71101615,9,3,415120,5351156,2944801,23945,7400,969629708,856192,11983661,6445
15076.04,5,262144,64,53357,3515699708,117,0,603,985473,4,11321,69,241,128769750,1208,1,68,8297,324627,4,743,603,33106,152062136,19402455,14511889,1082968141,603,851,2,1,4,4,370,1,1078419468,1031182045,100431260,79554871,79571255,2,1,3500414324,73389,73389,4,4,4,79554871,9,3,431718,7810641,3107466,28078,8230,1078419468,957395,16293015,6445
20088.83,5,262144,64,61180,4031307808,118,1,603,1118948,4,13507,69,241,129035202,1208,1,68,9450,402574,4,743,603,37714,154238072,23372479,20456835,1234641342,603,851,2,1,4,4,370,1,1229414412,1181976026,138722437,91278450,91294834,2,1,4016251800,73389,73389,4,4,4,91278450,9,3,439647,10397821,3260013,32684,9382,1229414412,1086264,20110863,6445
25094.76,5,262144,64,78362,5163187304,121,1,603,1393065,4,18359,69,241,129300654,1208,1,68,11974,434632,4,743,603,47810,158877240,31212734,24916908,1566839790,603,851,2,1,4,4,370,1,1560240140,1512878377,213683311,117002984,117002984,2,1,5147410400,73389,73389,4,4,4,116986600,9,3,453434,11793472,3514669,41337,11906,1560240140,1351728,27697553,6445
30104.19,5,262144,64,97476,6422744160,124,1,603,1684873,4,23729,69,241,129831558,1208,1,68,14781,476320,4,743,603,59050,216099032,38288480,28113968,1936297434,603,851,2,1,4,4,370,1,1928159244,1881053543,249395027,145627042,145627042,2,1,6407589848,73389,73389,4,4,4,145627042,9,3,468813,13518421,3739543,57608,14713,1928159244,1627265,34548087,6445
35112.74,5,262144,64,110202,7261267980,126,1,603,1877566,4,27313,69,241,130097010,1208,1,68,16651,521354,4,743,603,66530,219636696,43878744,33831304,2182444252,603,851,2,1,4,4,370,1,2173263884,2126154474,293184618,164685891,164685891,2,1,7245458308,73389,73389,4,4,4,164669507,9,3,494065,15693935,4045695,65643,16583,2173263884,1811923,39830861,6445
40118.76,5,262144,64,128569,8471603992,129,1,603,2129189,4,32492,69,241,130627914,1208,1,68,19348,573588,4,743,603,77318,224561304,52578187,38608791,2537391360,603,851,2,1,4,4,370,1,2526765068,2479898559,333732813,192189804,192206188,2,1,8456351376,73389,73389,4,4,4,192189804,9,3,522545,17206390,4335633,79366,19280,2526765068,2049823,48240847,6445
45134.81,5,262144,64,147928,9747229234,133,3,603,2363064,4,37963,69,241,131158818,1208,1,68,22192,594964,4,743,603,88702,246563248,60791865,40214874,2911850593,603,851,2,1,4,4,370,1,2899664908,2852853575,373191850,221174310,221190694,2,1,9731669640,73389,73389,4,4,4,221174310,9,3,550319,18286515,4533372,93754,22125,2899664908,2269310,56255235,6445
50145.25,5,262144,64,158635,10452904966,134,3,603,2526114,4,40964,69,241,131424270,1208,1,68,23766,627481,4,743,603,94998,249538992,65397672,46384802,3119047118,603,851,2,1,4,4,370,1,3105972236,3059116287,528769913,237206437,237222821,2,1,10437083228,73389,73389,4,4,4,237206437,9,3,560099,20697555,4727165,99575,23699,3105972236,2426539,60668473,6445
