timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5432.19,23,262144,64,23469,1546341660,112,0,603,435956,17,2886,56,68,19496,127985460,1208,1,67,3907,1794033,3,51811,603,15516,46169632,5923095,36944608,505370482,603,1875,2,1,4,4,692,1,503013388,455430295,48275842,34798223,34798223,2,1,1531121812,73389,73389,4,4,4,34798223,17,3,135419,25107662,1966793,16785,3840,503013388,419171,3957751,77720
10560.20,23,262144,64,26961,1776375840,112,0,603,495484,17,3848,56,68,19496,127985460,1208,1,67,4421,1916150,3,51811,603,17568,47143648,7316727,43463728,572940538,603,1875,2,1,4,4,692,1,570253324,522632509,64661375,40016083,40038500,2,1,1760707652,73389,73389,4,4,4,40016083,17,3,138923,28527842,2023357,18890,4353,570253324,476594,5294915,77720
15711.42,23,262144,64,30548,2012925524,113,0,603,555327,17,4852,56,68,19496,128250912,1208,1,67,4948,2013692,3,51811,603,19684,65368632,9393983,51379491,642479576,603,1875,2,1,4,4,692,1,639459340,591830229,124195273,45393465,45409849,2,1,1997312460,73389,73389,4,4,4,45393465,17,3,153545,31759319,2129419,24274,4881,639459340,531053,7266505,77720
20922.42,23,262144,64,34547,2276331248,114,0,603,621795,17,6026,56,68,19496,128250912,1208,1,67,5535,2327633,3,51811,603,22032,66486200,11500452,62604470,719781619,603,1875,2,1,4,4,692,1,716398604,668834216,189446851,51379214,51395598,2,1,2260685416,73389,73389,4,4,4,51379214,17,3,177156,35192198,2295483,26338,5468,716398604,595457,9207427,77720
25971.57,23,262144,64,38646,2546290572,114,0,603,683286,17,7145,56,68,19496,128250912,1208,1,67,6139,2617909,3,51811,603,24444,67634360,12918832,68516268,799197146,603,1875,2,1,4,4,692,1,795435020,747701146,207985236,57520611,57536995,2,1,2530906884,73389,73389,4,4,4,57520611,17,3,181698,38701618,2368652,28509,6071,795435020,654777,10552951,77720
31113.05,23,262144,64,43373,2857937408,115,0,603,761599,17,8487,56,68,19496,128516364,1208,1,67,6833,2789768,3,51811,603,27220,68953464,15142628,76119490,890591947,603,1875,2,1,4,4,692,1,886398988,838908551,285241717,64607962,64624346,2,1,2842750328,73389,73389,4,4,4,64607962,17,3,195653,41978432,2513750,31100,6765,886398988,730499,12631810,77720
36483.22,23,262144,64,47876,3154373276,116,0,603,831224,17,9772,56,68,19496,128516364,1208,1,67,7493,3052700,3,51811,603,29860,70211064,16389286,81472050,977516034,603,1875,2,1,4,4,692,1,972906508,925626782,299196035,71347375,71347375,2,1,3139284500,73389,73389,4,4,4,71347375,17,3,200557,45300426,2597631,33521,7425,972906508,797703,13794678,77720
41810.15,23,262144,64,51808,3413653540,117,0,603,915641,17,10850,56,68,19496,128516364,1208,1,67,8073,3290736,3,51811,603,32180,71317240,19789290,93046958,1053909710,603,1875,2,1,4,4,692,1,1048928268,1001371042,368527503,77232661,77249045,2,1,3398237084,73389,73389,4,4,4,77232661,17,3,214320,48737645,2713558,62255,8005,1048928268,853386,17079112,77720
46857.01,23,262144,64,56741,3738800792,117,0,603,988564,17,12241,56,68,19496,128769750,1208,1,67,8797,3597291,3,51811,603,35076,72689912,21899951,100578736,1149260426,603,1875,2,1,4,4,692,1,1143824396,1096472010,417707823,84631308,84647692,2,1,3723777552,73389,73389,4,4,4,84631308,17,3,223251,51940613,2815767,64794,8729,1143824396,923770,19087549,77720
51895.46,23,262144,64,61049,4022722592,118,0,603,1071795,17,13475,56,68,19496,129035202,1208,1,67,9429,3744376,3,51811,603,37608,73891256,24011409,108318778,1232631966,603,1875,2,1,4,4,692,1,1226792972,1179446243,473588249,91081842,91098226,2,1,4007601048,73389,73389,4,4,4,91081842,17,3,229105,54853158,2902134,77411,9362,1226792972,994384,21112098,77720
