timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5067.60,52,262144,64,23899,1574522140,112,0,603,474089,11,3013,68,2,127985460,1208,1,67,3969,1827484,3,524473,603,15772,76812504,6042769,28094812,513425816,603,1924,2,1,4,4,699,1,511008780,463705799,39925005,35437199,35437199,2,1,1559236756,73389,73389,4,4,4,35437199,20,3,230410,20836249,2169156,20230,3901,511008780,453859,3874318,9787
10110.62,52,262144,64,29379,1935783036,113,0,603,559254,11,4560,68,2,128250912,1208,1,67,4775,2020915,3,524473,603,18996,78332312,8388101,34047823,619564700,603,1924,2,1,4,4,699,1,616652812,569312326,67941073,43644695,43661079,2,1,1920366580,73389,73389,4,4,4,43644695,20,3,235548,23742961,2250558,23098,4707,616652812,536156,6138595,9787
15145.68,52,262144,64,35007,2306477808,114,0,603,646455,11,6152,68,2,128250912,1208,1,67,5602,2212270,3,524473,603,22308,97380960,10607899,39699122,728467352,603,1924,2,1,4,4,699,1,725049356,677636864,105156133,52067342,52083726,2,1,2290963048,73389,73389,4,4,4,52067342,20,3,250208,26821291,2364003,26860,5534,725049356,619595,8245160,9787
20161.37,52,262144,64,40336,2657842768,115,0,603,732328,11,7660,68,2,128516364,1208,1,67,6386,2312515,3,524473,603,25444,98871136,13245146,47883113,831710686,603,1924,2,1,4,4,699,1,827809804,780369238,142643392,60061846,60061846,2,1,2642721224,73389,73389,4,4,4,60061846,20,3,260633,30048917,2480485,36058,6318,827809804,696270,10765432,9787
25190.40,52,262144,64,45287,2983904216,115,0,603,807475,11,9008,68,2,128516364,1208,1,67,7113,2376235,3,524473,603,28352,100247840,15889113,56132630,927454194,603,1924,2,1,4,4,699,1,923099148,875711574,173325039,67470844,67470844,2,1,2968717136,73389,73389,4,4,4,67470844,20,3,270160,33458098,2582601,38660,7045,923099148,768815,13307509,9787
30336.81,52,262144,64,49995,3294040416,116,0,603,874383,11,10349,68,2,128516364,1208,1,67,7805,2486671,3,524473,603,31120,101559136,18133468,62451397,1018587026,603,1924,2,1,4,4,699,1,1013800972,966440688,232940840,74511202,74527586,2,1,3278492888,73389,73389,4,4,4,74511202,20,3,283652,36427656,2700887,41319,7737,1013800972,833064,15433482,9787
35361.80,52,262144,64,55435,3652679872,117,1,603,954020,11,11888,68,2,128769750,1208,1,67,8605,2636012,3,524473,603,34320,103075488,21876108,72649857,1123935560,603,1924,2,1,4,4,699,1,1118658572,1071195090,295689887,82669546,82685930,2,1,3637460024,73389,73389,4,4,4,82669546,20,3,292092,39570777,2804065,44413,8537,1118658572,909607,19072895,9787
40413.11,52,262144,64,59743,3936601672,118,1,603,1025578,11,13112,68,2,129035202,1208,1,67,9236,2847532,3,524473,603,36848,104276000,24029272,78806470,1207175165,603,1924,2,1,4,4,699,1,1201496076,1154228018,358398705,89120080,89136464,2,1,3921283520,73389,73389,4,4,4,89120080,20,3,295053,42766403,2890806,47525,9169,1201496076,978053,21139651,9787
45794.33,52,262144,64,63758,4201055972,119,1,603,1090886,11,14217,68,2,129035202,1208,1,67,9829,2977242,3,524473,603,39216,105401376,25746112,87059931,1285152239,603,1924,2,1,4,4,699,1,1279090700,1231623565,409790356,95122213,95138597,2,1,4185377372,73389,73389,4,4,4,95122213,20,3,301855,46348108,2984781,49710,9761,1279090700,1041176,22762919,9787
50879.26,52,262144,64,67770,4465313664,119,1,603,1154580,11,15362,68,2,129035202,1208,1,67,10418,3189964,3,524473,603,41576,123488832,27726541,92840365,1362724901,603,1924,2,1,4,4,699,1,1356292108,1308860300,459582364,101132538,101148922,2,1,4449831672,73389,73389,4,4,4,101132538,20,3,306778,49763759,3054694,52049,10350,1356292108,1102531,24673411,9787
55958.14,52,262144,64,72278,4762608116,120,1,603,1222077,11,16646,68,2,129300654,1208,1,67,11080,3302116,3,524473,603,44228,124750656,29443888,100126573,1450042781,603,1924,2,1,4,4,699,1,1443192844,1395696794,491107042,107892209,107908593,2,1,4747257196,73389,73389,4,4,4,107892209,20,3,307778,52826084,3116716,54417,11013,1443192844,1167660,26329059,9787
61191.18,52,262144,64,76269,5025489552,121,1,603,1283444,11,17788,68,2,129300654,1208,1,67,11665,3548069,3,524473,603,46564,125859008,31506397,106074676,1526960567,603,1924,2,1,4,4,699,1,1519738892,1472649561,525223095,113861574,113861574,2,1,5009909256,73389,73389,4,4,4,113861574,20,3,310407,55538018,3213084,56691,11597,1519738892,1226753,28295598,9787
66329.11,52,262144,64,80003,5271528236,121,1,603,1344080,11,18809,68,2,129300654,1208,1,67,12213,3750989,3,524473,603,48760,126903104,33050764,112628132,1599274092,603,1924,2,1,4,4,699,1,1591697420,1544520981,556073506,119462299,119478683,2,1,5256341156,73389,73389,4,4,4,119462299,20,3,314852,58629866,3267142,58908,12146,1591697420,1285172,29785699,9787
71591.17,52,262144,64,84389,5560561844,122,2,603,1419221,11,20047,68,2,129566106,1208,1,67,12861,3984416,3,524473,603,51348,128129152,34888226,119243878,1684489365,603,1924,2,1,4,4,699,1,1676501004,1628992665,576947588,126035713,126035713,2,1,5545571372,73389,73389,4,4,4,126035713,20,3,318667,61940869,3338492,61554,12793,1676501004,1357667,31552300,9787
76970.36,52,262144,64,88363,5822329168,123,3,603,1482358,11,21197,68,2,129566106,1208,1,67,13442,4150250,3,524473,603,53672,129235968,36862268,126876067,1761020559,603,1924,2,1,4,4,699,1,1752653836,1705517808,625598206,131972310,131988694,2,1,5806781640,73389,73389,4,4,4,131972310,20,3,322354,65171723,3422869,64042,13374,1752653836,1418316,33441755,9787
82063.70,52,262144,64,92533,6096941548,123,3,603,1549326,11,22334,68,2,129566106,1208,1,67,14055,4368482,3,524473,603,56124,130402048,40250964,136054830,1841755020,603,1924,2,1,4,4,699,1,1833000972,1785777273,734768734,138212011,138228395,2,1,6081328484,73389,73389,4,4,4,138212011,20,3,325582,68506491,3490381,66384,13987,1833000972,1482942,36763151,9787
87136.25,52,262144,64,96718,6372802420,124,3,603,1620736,11,23528,68,2,129831558,1208,1,67,14671,4512018,3,524473,603,58588,131575232,41577245,141811616,1922883461,603,1924,2,1,4,4,699,1,1913741324,1866485045,747327690,144490513,144490513,2,1,6356861676,73389,73389,4,4,4,144474129,20,3,327072,71498225,3557765,68837,14603,1913741324,1551899,38021761,9787
92175.78,52,262144,64,101691,6700571112,125,3,603,1722353,11,24943,68,2,130097010,1208,1,67,15400,4666311,3,524473,603,61508,132958464,44414881,149180145,2019026103,603,1924,2,1,4,4,699,1,2009423884,1962208681,800015584,151946504,151946504,2,1,6685646176,73389,73389,4,4,4,151946504,20,3,330299,74341006,3659301,92736,15333,2009423884,1629617,40758283,9787
97262.26,52,262144,64,107148,7060059228,126,3,603,1814276,11,26486,68,2,130097010,1208,1,67,16200,4843612,3,524473,603,64708,151443104,46995855,155170296,2124248575,603,1924,2,1,4,4,699,1,2114150412,2067267187,844673424,160107007,160123391,2,1,7044708308,73389,73389,4,4,4,160107007,20,3,332557,77316853,3743642,96508,16132,2114150412,1717768,43255470,9787
102284.22,52,262144,64,113795,7498066088,127,3,603,1916703,11,28352,68,2,130362462,1208,1,67,17178,4881604,3,524473,603,68620,153289568,50718888,163064467,2253028076,603,1924,2,1,4,4,699,1,2242338828,2195381309,945043670,170057240,170073624,2,1,7482518560,73389,73389,4,4,4,170057240,20,3,337258,79857100,3882059,99890,17111,2242338828,1816813,46840739,9787
107298.90,52,262144,64,133339,8785803424,130,3,603,2221993,11,33832,68,2,130627914,1208,1,67,20047,4908072,3,524473,603,80096,158573664,59636142,166948322,2630613335,603,1924,2,1,4,4,699,1,2618384396,2571856222,992102173,199328466,199344850,2,1,8770452504,73389,73389,4,4,4,199328466,20,3,366767,81173726,4273711,107089,19979,2618384396,2114904,55367269,9787
112309.67,52,262144,64,156405,10305963330,134,3,603,2570074,11,40304,68,2,131424270,1208,1,67,23438,4917083,3,524473,603,93660,164800864,71791316,168451459,3076915537,603,1924,2,1,4,4,699,1,3062849548,3016208386,1025549312,233878770,233895154,2,1,10290665880,73389,73389,4,4,4,233878770,20,3,389908,82142813,4724117,115452,23370,3062849548,2454622,67070442,9787
117319.83,52,262144,64,178842,11783568382,138,3,603,2917254,11,46684,68,2,131955174,1208,1,67,26731,4923617,3,524473,603,106832,170838432,81747638,169422511,3509735844,603,1924,2,1,4,4,699,1,3493877278,3448063344,1049634441,267468895,267468895,2,1,11767910484,73389,73389,4,4,4,267452511,20,3,403476,83065909,5057230,124011,26663,3493877278,2793243,76693598,9787
122327.65,52,262144,64,203509,13408904810,142,3,603,3274349,11,53588,68,2,132486078,1208,1,67,30355,4929740,3,524473,603,121332,194715232,92903932,170071752,3986694702,603,1924,2,1,4,4,699,1,3968882206,3923216723,1081325284,304392720,304409104,2,1,13393279680,73389,73389,4,4,4,304392720,20,3,421256,83936584,5447261,132100,30287,3968882206,3142249,87458596,9787
127336.69,52,262144,64,227512,14990725334,146,5,603,3627799,11,60359,68,2,133282434,1208,1,67,33883,4935722,3,524473,603,135452,235101064,103204082,170607794,4451012480,603,1924,2,1,4,4,699,1,4431304222,4385568028,1106529163,340358081,340358081,2,1,14975034668,73389,73389,4,4,4,340341697,20,3,438563,84766911,5810312,140110,33815,4431304222,3487689,97396436,9787
132343.87,52,262144,64,252296,16623729474,151,5,603,3965168,11,67392,68,2,133813338,1208,1,67,37524,4940361,3,524473,603,150020,258831232,114170977,171041600,4930257258,603,1924,2,1,4,4,699,1,4908537374,4862885767,1169203001,377478514,377478514,2,1,16608333720,73389,73389,4,4,4,377462130,20,3,459727,85546183,6139061,148356,37456,4908537374,3816812,108035219,9787
137350.55,52,262144,64,278766,18368023666,155,5,603,4320985,11,74851,68,2,134609694,1208,1,67,41414,4944243,3,524473,603,165588,299637696,124216082,171233130,5442247335,603,1924,2,1,4,4,699,1,5418407454,5372841619,1191265590,417115606,417115606,2,1,18352365768,73389,73389,4,4,4,417099222,20,3,473093,86340021,6388359,156510,41346,5418407454,4164475,117832778,9787
142358.15,52,262144,64,305237,20112117942,160,5,603,4660519,11,82321,68,2,135140598,1208,1,67,45303,4947675,3,524473,603,181148,323538816,134357024,171355951,5954101170,603,1924,2,1,4,4,699,1,5928146462,5882688378,1217625121,456754857,456754857,2,1,20096492812,73389,73389,4,4,4,456738473,20,3,494393,87082117,6678839,164742,45235,5928146462,4495777,127683963,9787
