timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5019.92,47,262144,64,32193,2121263148,113,1,603,612588,20,5329,68,20549,128250912,1208,1,67,5190,542191,3,193201,603,20662,95256784,9889941,15445261,673996979,603,1910,2,1,4,4,754,1,671047692,623569707,42700101,47863131,47863131,2,1,2105977764,73389,73389,4,4,4,47863131,34,3,340216,9995513,2442902,30779,5122,671047692,581809,7448592,11713
10023.62,47,262144,64,47842,3152145052,116,1,603,839945,20,9707,68,20549,128516364,1208,1,67,7487,607437,3,193201,603,29862,150791968,17054041,21841980,976338728,603,1910,2,1,4,4,754,1,972120076,924946650,91478773,71298223,71298223,2,1,3137121812,73389,73389,4,4,4,71298223,34,3,369822,12039000,2759532,38511,7419,972120076,801434,14295525,11713
15029.51,47,262144,64,78788,5191371092,121,2,603,1190523,20,18422,68,20549,129300654,1208,1,67,12036,608987,3,193201,603,48066,193012968,26896338,22178690,1575013323,603,1910,2,1,4,4,754,1,1568366604,1521095221,117553641,117631609,117647993,2,1,5175790796,73389,73389,4,4,4,117631609,34,3,392558,12745108,2949167,47379,11968,1568366604,1143144,23948642,11713
20058.39,47,262144,64,91770,6046672128,123,2,603,1378742,20,22127,68,20549,129566106,1208,1,67,13942,693463,3,193201,603,55690,196605352,31832811,27484167,1825903035,603,1910,2,1,4,4,754,1,1818189836,1771086819,166030411,137075482,137091866,2,1,6031321208,73389,73389,4,4,4,137075482,34,3,406292,15065686,3163274,56103,13874,1818189836,1322639,28671004,11713
25087.37,47,262144,64,98321,6478387532,124,2,603,1482433,20,23962,68,20549,129831558,1208,1,67,14906,815157,3,193201,603,59550,198430056,35634079,34843050,1952966202,603,1910,2,1,4,4,754,1,1944674316,1897337059,217619179,146878259,146894643,2,1,6462643396,73389,73389,4,4,4,146878259,34,3,420003,18043270,3346187,60046,14839,1944674316,1422387,32289607,11713
30109.38,47,262144,64,105136,6927669892,125,2,603,1595212,20,25880,68,20549,130097010,1208,1,67,15907,954361,3,193201,603,63550,200319784,38118283,40852530,2084637993,603,1910,2,1,4,4,754,1,2075746316,2028633004,239779873,157104861,157104861,2,1,6912613884,73389,73389,4,4,4,157104861,34,3,429317,20988255,3488861,64104,15839,2075746316,1531108,34630938,11713
35122.55,47,262144,64,114812,7565247104,127,2,603,1743352,20,28628,68,20549,130362462,1208,1,67,17329,996294,3,193201,603,69238,203007976,44534134,49758641,2271841016,603,1910,2,1,4,4,754,1,2262130700,2215039370,404677118,171593018,171593018,2,1,7549371896,73389,73389,4,4,4,171576634,34,3,455382,23450231,3768058,71835,17261,2262130700,1671517,40767975,11713
40147.30,47,262144,64,131092,8637747676,130,3,603,1967220,20,33235,68,20549,130627914,1208,1,67,19718,1048348,3,193201,603,78794,207385640,49886163,53611318,2586283107,603,1910,2,1,4,4,754,1,2575261708,2528569601,437259120,195968031,195968031,2,1,8622593364,73389,73389,4,4,4,195968031,34,3,469629,25334611,3980349,81451,19650,2575261708,1885769,45908357,11713
45188.98,47,262144,64,138327,9114555156,131,3,603,2078435,20,35257,68,20549,130893366,1208,1,67,20782,1151710,3,193201,603,83050,209393704,53295591,59165283,2726370748,603,1910,2,1,4,4,754,1,2714722316,2667943042,465806054,206792649,206809033,2,1,9098876556,73389,73389,4,4,4,206792649,34,3,473729,27957099,4086663,87228,20715,2714722316,1991207,49211465,11713
50200.13,47,262144,64,144296,9508128608,132,3,603,2170784,20,36946,68,20549,131158818,1208,1,67,21660,1192467,3,193201,603,86562,211052136,56371275,65328758,2841990165,603,1910,2,1,4,4,754,1,2829803532,2782970896,506279662,215751650,215751650,2,1,9493072600,73389,73389,4,4,4,215751650,34,3,481650,30663213,4198956,91562,21592,2829803532,2079222,52173984,11713
