arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
27.0012,27.4734,3816.5007,3789.4995,0.4722,np_greedy_58
759.0076,759.4076,2486.8098,1727.8022,0.4000,p_greedy_140
816.0057,816.6790,5012.6363,4196.6305,0.6733,np_greedy_58
1055.0243,1055.3700,3052.5555,1997.5312,0.3457,p_greedy_140
1263.0024,1263.3641,7480.1673,6217.1649,0.3617,np_greedy_58
1350.2512,1351.1994,3472.9107,2122.6596,0.9482,p_greedy_140
1762.0019,1762.4491,8171.6278,6409.6259,0.4472,np_greedy_58
1851.1000,1851.5590,4074.0149,2222.9149,0.4589,p_greedy_140
2594.2614,2595.0110,4492.8789,1898.6176,0.7496,p_greedy_140
2630.2238,2630.6883,4498.2102,1867.9864,0.4645,p_greedy_140
3288.2518,3288.6481,9000.2202,5711.9684,0.3963,np_greedy_58
4468.1057,4468.8056,11087.5838,6619.4781,0.6999,np_greedy_58
5018.0006,5018.0975,11461.0333,6443.0327,0.0969,np_greedy_58
5798.1900,5798.4914,11921.0085,6122.8185,0.3014,np_greedy_58
5971.0195,5971.3099,6947.2355,976.2160,0.2904,p_greedy_140
6397.0016,6397.5028,7325.7995,928.7979,0.5012,p_greedy_140
6713.0018,6713.4504,12398.0276,5685.0258,0.4486,np_greedy_58
7446.0448,7446.3846,8897.8096,1451.7648,0.3398,p_greedy_140
7814.2231,7815.0220,10387.0329,2572.8097,0.7989,p_greedy_140
7930.0028,7930.1875,10663.2519,2733.2491,0.1847,p_greedy_140
7936.0018,7936.4105,10651.5695,2715.5677,0.4088,p_greedy_140
8514.0953,8514.5654,11005.5500,2491.4547,0.4701,p_greedy_140
8881.0130,8881.5965,11094.0772,2213.0642,0.5835,p_greedy_140
9116.2567,9117.1506,15509.7979,6393.5413,0.8939,np_greedy_58
10056.2673,10057.1079,16100.0384,6043.7711,0.8406,np_greedy_58
10703.0227,10703.4144,16638.7720,5935.7493,0.3917,np_greedy_58
11927.0010,11927.0952,13217.8795,1290.8785,0.0943,p_greedy_140
12021.0473,12021.6783,13258.5856,1237.5383,0.6309,p_greedy_140
12425.0013,12425.6003,18208.0524,5783.0512,0.5991,np_greedy_58
13067.2437,13067.9997,14028.6625,961.4188,0.7561,p_greedy_140
13492.2752,13492.9137,14389.0572,896.7820,0.6385,p_greedy_140
13501.0011,13501.1484,19266.1991,5765.1980,0.1474,np_greedy_58
14391.0006,14391.0981,15616.2260,1225.2254,0.0975,p_greedy_140
14398.0005,14398.0614,15640.7728,1242.7723,0.0609,p_greedy_140
17404.0009,17404.1601,18052.6973,648.6963,0.1591,p_greedy_140
17784.1895,17784.8227,23377.7112,5593.5217,0.6332,np_greedy_58
18293.0008,18293.1074,19170.2627,877.2619,0.1066,p_greedy_140
19956.0008,19956.2706,24082.7982,4126.7974,0.2698,np_greedy_58
20349.0010,20349.3076,26571.2654,6222.2644,0.3067,np_greedy_58
20432.0006,20432.3032,21505.0335,1073.0329,0.3026,p_greedy_140
20670.0238,20670.5087,22192.2312,1522.2074,0.4849,p_greedy_140
20693.0023,20693.4418,28179.4348,7486.4325,0.4395,np_greedy_58
20997.0031,20997.2040,28731.7704,7734.7672,0.2009,np_greedy_58
21145.1845,21145.6239,22700.0530,1554.8685,0.4394,p_greedy_140
21723.2733,21723.4742,22926.1014,1202.8281,0.2009,p_greedy_140
22226.0009,22226.1815,28571.0057,6345.0048,0.1806,np_greedy_58
22283.2725,22283.8970,30307.0288,8023.7562,0.6244,np_greedy_58
22640.0587,22640.2883,29320.5442,6680.4855,0.2296,np_greedy_58
22684.2211,22684.8329,29351.5539,6667.3328,0.6117,np_greedy_58
23478.0036,23478.1742,26680.0811,3202.0774,0.1706,p_greedy_140
23516.1337,23516.6809,26780.0771,3263.9434,0.5471,p_greedy_140
23531.2403,23531.8242,26761.0219,3229.7817,0.5840,p_greedy_140
23683.0573,23683.5142,26995.0357,3311.9784,0.4569,p_greedy_140
23700.1174,23700.7372,26952.1623,3252.0449,0.6198,p_greedy_140
23967.2574,23968.0345,30549.0625,6581.8051,0.7771,np_greedy_58
24477.0019,24477.7261,31317.8945,6840.8926,0.7242,np_greedy_58
25553.2356,25553.7187,27531.9053,1978.6698,0.4831,p_greedy_140
25587.4057,25588.0903,31833.2255,6245.8198,0.6846,np_greedy_58
25819.1021,25819.5948,31844.8660,6025.7638,0.4927,np_greedy_58
26501.2952,26502.0216,33446.7180,6945.4228,0.7264,np_greedy_58
27210.0017,27210.1817,28173.7370,963.7353,0.1800,p_greedy_140
27596.0464,27596.2530,33135.2377,5539.1913,0.2066,np_greedy_58
28821.0377,28821.1627,29634.3726,813.3349,0.1250,p_greedy_140
29569.0696,29569.2790,30796.8080,1227.7384,0.2094,p_greedy_140
29799.2392,29799.9819,30969.4393,1170.2001,0.7427,p_greedy_140
30163.0264,30163.2807,36088.7987,5925.7723,0.2544,np_greedy_58
30974.0093,30974.1062,31652.2728,678.2635,0.0970,p_greedy_140
31257.1991,31257.5817,37820.6700,6563.4708,0.3826,np_greedy_58
31560.0010,31560.2860,37274.8236,5714.8226,0.2850,np_greedy_58
31775.0007,31775.1175,33052.5918,1277.5911,0.1168,p_greedy_140
31956.0713,31956.2640,37644.4145,5688.3432,0.1927,np_greedy_58
32042.0301,32042.3457,33288.1073,1246.0773,0.3157,p_greedy_140
33068.0053,33068.1868,38856.6572,5788.6519,0.1814,np_greedy_58
33278.0017,33278.4448,38761.6604,5483.6587,0.4431,np_greedy_58
