timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
51182.01,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
51687.13,4,253952,62,19424,1278666416,0,491581,60,74,37,37,780,173,1,558,195910,0,15,7563,43,0,100076464,1118,1,0,4,2770,23967286,6,95546120,42,45,1,5,7465,558,0,0,10720599,934571,426327364,0,558,294,0,3,1,8,8,3332,0,3,434355144,405676110,12143217,24373298,24406066,1,3,1,0,1265707592,73389,73389,8,8,8,24340534,8,3,150305,199655,521092,3643,434355144,195910,10199860,5351
52197.10,6,253952,62,40919,2693962838,0,1970034,125,138,37,37,780,316,4,558,380555,0,15,16022,43,0,106037068,1118,1,0,4,2770,50833169,6,202750888,42,45,1,5,7465,558,0,0,22539906,1481575,871716106,0,558,294,0,3,1,8,8,3332,0,3,880102140,850888197,26015060,51590935,51640087,1,3,1,0,2681024716,73389,73389,8,8,8,51558171,8,3,161027,388309,747412,7345,880102140,380555,21793283,5351
52704.07,8,253952,62,62271,4100840826,10,13495987,221,224,37,37,780,451,8,558,572329,0,15,24409,43,0,110730742,1118,1,0,4,2770,77451056,6,309416760,42,45,1,5,7465,558,0,0,34516145,2241911,1318674033,0,558,294,0,3,1,8,8,3332,0,3,1322010122,1293937911,50295634,78638255,78687407,1,3,1,0,4086633388,73389,73389,8,8,8,78589107,8,3,186899,584092,1022139,11005,1322010122,572329,33495193,5351
53209.36,9,253952,62,83637,5511097782,10,14497559,291,295,37,37,780,591,8,558,768545,0,15,32869,43,0,113530054,1118,1,0,4,2770,104260876,6,416664508,42,45,1,5,7465,558,0,0,46408028,2929247,1765898531,0,558,294,0,3,1,8,8,3332,0,3,1765862671,1737900166,63945750,105782991,105799375,1,3,1,0,5500715564,73389,73389,8,8,8,105782995,8,3,192643,785194,1254288,14691,1765862671,768545,45155359,5351
53719.56,11,253952,62,104820,6904342194,10,15292266,371,375,38,38,780,727,9,558,953090,0,15,41160,43,0,113831704,1118,1,0,4,2770,130623048,6,521716964,42,46,1,5,7465,558,0,0,57970211,3687606,2195826165,0,558,294,0,3,1,8,8,3332,0,3,2203938927,2176707062,77100120,132585439,132585439,1,3,1,0,6893590892,73389,73389,8,8,8,132569059,8,3,200240,973751,1495710,18322,2203938927,953090,56476518,5351
54226.79,12,253952,62,126360,8324180448,10,16043460,445,451,38,38,780,864,10,558,1132353,0,15,49661,43,0,113831704,1118,1,0,4,2770,157528539,6,629726692,42,46,1,5,7465,558,0,0,69937592,4055565,2648497039,0,558,294,0,3,1,8,8,3332,0,3,2649218064,2623715613,90223154,159857817,159906969,1,3,1,0,8311754548,73389,73389,8,8,8,159841437,8,3,205963,1157111,1713168,22010,2649225168,1132358,68226860,5351
54732.04,13,253952,62,147779,9735750998,12,19247778,540,541,38,38,780,1003,11,558,1310435,0,15,58127,43,0,113831704,1118,1,0,4,2770,184354483,6,737094984,42,46,1,5,7465,558,0,0,81435662,4142075,3092419120,0,558,294,0,3,1,8,8,3332,0,3,3093403802,3067800023,105028466,187034050,187050434,1,3,1,0,9724918664,73389,73389,8,8,8,187017670,8,3,209679,1339097,1916436,25692,3093403802,1310435,79522080,5351
55244.44,14,253952,62,169098,11140719684,13,20972591,621,621,38,38,780,1143,12,558,1495398,0,15,66523,43,0,113831704,1118,1,0,4,2770,210955236,6,843433152,42,46,1,5,7465,558,0,0,93158479,4379359,3536906888,0,558,294,0,3,1,8,8,3332,0,3,3536824002,3510436009,118762107,213980907,214062827,1,3,1,0,11127007196,73389,73389,8,8,8,213980911,8,3,214791,1528009,2126156,29364,3536824002,1495398,91034615,5351
55756.99,15,253952,62,190915,12578988928,13,21725561,703,704,38,38,780,1280,15,558,1681308,0,15,75112,43,0,113831704,1118,1,0,4,2770,238199279,6,952482536,42,46,1,5,7465,558,0,0,104979707,4545738,3989701241,0,558,294,0,3,1,8,8,3332,0,3,3989994813,3963164974,131490011,241677110,241726262,1,3,1,0,12564766116,73389,73389,8,8,8,241630121,8,3,223549,1717990,2371348,33115,3989994813,1681308,102612072,5351
