timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.58,0,262144,64,9146,602891396,0,2081158,252,1,1,21411,83,0,576,66691,0,4,3488,4,100639896,1154,1,4,220,11034133,3,44136532,3,1825,32,2,9,576,2756978,139,221760568,576,168,0,3,1,2,2,568,3,220790598,192920464,5060743,11387707,11387707,3,1,591308828,73389,73389,2,2,2,11371327,3,3,20966,145044,80874,2032,1822,220790598,64659,2676076,1097
10012.10,0,262144,64,23486,1547697092,0,2746645,532,1,1,21411,210,6,576,155381,0,4,9170,4,105659352,1154,1,4,220,28945485,3,115758936,3,4375,120,2,9,576,6888230,255,522413196,576,168,0,3,1,2,2,568,3,520079361,490518323,10190394,29555787,29555787,3,1,1536900956,73389,73389,2,2,2,29555791,3,3,21618,351603,117786,4935,4372,520079361,150446,6770533,1097
15015.97,0,262144,64,34906,2300208586,0,4310673,828,1,1,21411,275,6,576,223074,0,4,13703,4,109460142,1154,1,4,220,43327028,3,173308112,3,6304,197,2,9,576,10178299,432,758242864,576,168,0,3,1,2,2,568,3,754869535,727531443,15292191,44011176,44011176,3,1,2288581184,73389,73389,2,2,2,44011180,3,3,21683,507099,143624,7243,6301,754869535,215831,10034891,1097
20020.21,0,262144,64,45582,3003623448,0,6106929,1102,1,1,21411,339,6,576,285127,0,4,17920,4,113212668,1154,1,4,220,56693901,3,226775604,3,8118,260,2,9,576,13212671,637,979210898,576,168,0,3,1,2,2,568,3,974861256,948657346,20356858,57567604,57567604,3,1,2993515440,73389,73389,2,2,2,57567608,3,3,21709,652777,168365,9402,8115,974861256,275725,13044674,1097
25024.38,0,262144,64,53806,3545439088,0,8541893,1329,1,1,21411,402,6,576,330126,0,4,21152,4,115746528,1154,1,4,220,66875528,3,267502112,3,9621,328,2,9,576,15686917,684,1159415787,576,168,0,3,1,2,2,568,3,1154257507,1119103522,25440285,67976589,67992973,3,1,3534782660,73389,73389,2,2,2,67976593,3,3,21759,763535,190041,11040,9618,1154257507,319086,15497454,1097
30028.33,0,262144,64,63938,4213491950,0,10362683,1601,1,1,21411,465,6,576,388137,0,4,25096,4,116928996,1154,1,4,220,79342990,3,317371960,3,11337,394,2,9,576,18726439,738,1367903713,576,168,0,3,1,2,2,568,3,1361814778,1329677142,30521921,80818154,80818154,3,1,4202544040,73389,73389,2,2,2,80818158,3,3,22629,902925,214879,13304,11334,1361814778,374833,18512010,1097
35033.63,0,262144,64,72702,4790721162,0,12379319,1858,1,1,21411,524,6,576,437128,0,4,28574,4,116928996,1154,1,4,220,90356750,3,361427000,3,12801,453,2,9,576,21586768,846,1544509441,576,168,0,3,1,2,2,568,3,1537614486,1511539654,35588425,91923459,91923459,3,1,4780019900,73389,73389,2,2,2,91923463,3,3,24303,1021875,242870,15086,12798,1537614486,422042,21344457,1097
40037.99,0,262144,64,78651,5182754640,0,15581524,2011,1,1,21411,556,6,576,469362,0,4,30932,4,116928996,1154,1,4,220,97869109,3,391476436,3,13856,477,2,9,576,23281758,917,1673485352,576,168,0,3,1,2,2,568,3,1666024395,1634840346,40608784,99469562,99469562,3,1,5172417256,73389,73389,2,2,2,99469566,3,3,25144,1100218,257385,16284,13853,1666024395,453078,23025019,1097
45041.83,0,262144,64,84174,5546905980,0,18959353,2155,1,1,21411,594,6,576,496126,0,4,33105,4,116928996,1154,1,4,220,104782995,3,419109076,3,14767,494,2,9,576,24854202,1014,1783796567,576,168,0,3,1,2,2,568,3,1775841482,1749452552,45663503,106458609,106458609,3,1,5535847700,73389,73389,2,2,2,106458613,3,3,32907,1166029,282350,17345,14764,1775841482,478781,24572555,1097
50046.44,0,262144,64,91744,6045523228,0,21643723,2355,1,1,21411,647,6,576,536561,0,4,36053,4,117218580,1154,1,4,220,114183938,3,456671284,3,16090,526,2,9,576,27079273,1094,1942869418,576,168,0,3,1,2,2,568,3,1934201185,1906356324,50731285,116058745,116058745,3,1,6035054772,73389,73389,2,2,2,116058749,3,3,35927,1266554,308253,18902,16087,1934201185,517659,26771747,1097
55050.84,0,262144,64,100115,6596646878,0,24156350,2573,1,1,21411,700,6,576,579844,0,4,39369,4,117218580,1154,1,4,220,124698114,3,498792456,3,17534,564,2,9,576,29456740,1203,2118191365,576,168,0,3,1,2,2,568,3,2108743299,2079960683,55791572,126641921,126641921,3,1,6585379924,73389,73389,2,2,2,126641925,3,3,36637,1374039,327763,20533,17531,2108743299,559311,29129872,1097
60054.95,0,262144,64,110006,7248362594,0,26030913,2842,1,1,21411,761,6,576,633898,0,4,43233,4,117508164,1154,1,4,220,136983564,3,547869652,3,19228,615,2,9,576,32457427,1292,2324424116,576,168,0,3,1,2,2,568,3,2314054006,2285221341,60880376,139176508,139176508,3,1,7237178448,73389,73389,2,2,2,139176512,3,3,42020,1508991,367184,22516,19225,2314054006,611382,32091057,1097
65061.00,0,262144,64,116822,7697807018,0,28850566,3033,1,1,21411,787,6,576,669165,0,4,45924,4,117508164,1154,1,4,220,145429059,3,581716236,3,20377,632,2,9,576,34535618,1391,2466775446,576,168,0,3,1,2,2,568,3,2455779332,2426681963,65915637,147832405,147832405,3,1,7687285092,73389,73389,2,2,2,147832409,3,3,44964,1596149,384397,23907,20374,2455779332,645258,34152133,1097
70064.67,0,262144,64,122513,8072702954,0,31871232,3205,1,1,21411,845,6,576,698113,0,4,48183,4,117508164,1154,1,4,220,152595925,3,610383700,3,21364,709,2,9,576,36430622,1518,2582833173,576,168,0,3,1,2,2,568,3,2571293744,2544614938,70946595,155036603,155036603,3,1,8061903388,73389,73389,2,2,2,155036607,3,3,49493,1669189,401637,25180,21361,2571293744,672933,36029997,1097
75068.89,0,262144,64,129015,8501291556,0,34705963,3395,1,1,21411,878,6,576,732550,0,4,50696,4,117508164,1154,1,4,220,160480310,3,641921240,3,22462,744,2,9,576,38538474,1644,2717736668,576,168,0,3,1,2,2,568,3,2705594090,2679691840,76024037,163260483,163276867,3,1,8489545148,73389,73389,2,2,2,163260487,3,3,52096,1753563,422039,26565,22459,2705594090,705985,38117666,1097
80074.06,0,262144,64,134912,8890580792,0,37720579,3566,1,1,21411,914,6,576,764056,0,4,53001,4,117508164,1154,1,4,220,167771073,3,671084292,3,23494,787,2,9,576,40438269,1699,2842925391,576,168,0,3,1,2,2,568,3,2830216927,2802232729,81053871,170736732,170753116,3,1,8878310096,73389,73389,2,2,2,170736736,3,3,54172,1831099,445811,27851,23491,2830216927,736205,39993780,1097
85078.02,0,262144,64,140573,9263438252,0,40734929,3735,1,1,21411,962,6,576,793947,0,4,55328,4,117508164,1154,1,4,220,175138634,3,700554536,3,24459,864,2,9,576,42345921,1788,2958165551,576,168,0,3,1,2,2,568,3,2944926157,2919628720,86104032,177932738,177932738,3,1,9252502408,73389,73389,2,2,2,177932742,3,3,54648,1906458,458607,29115,24456,2944926157,764832,41888703,1097
90081.53,0,262144,64,145224,9569259732,0,44207043,3868,1,1,21411,978,6,576,817896,0,4,57115,4,117508164,1154,1,4,220,180833934,3,723335736,3,25261,885,2,9,576,43787472,1849,3057676423,576,168,0,3,1,2,2,568,3,3043996947,3015837432,91112042,183808117,183808117,3,1,9558022116,73389,73389,2,2,2,183808121,3,3,58997,1966431,478228,30103,25258,3043996947,787793,43310608,1097
95086.16,0,262144,64,149379,9843070062,0,47977349,3978,1,1,21411,1015,6,576,837270,0,4,58800,4,117508164,1154,1,4,220,186178591,3,744714364,3,25973,907,2,9,576,44984465,1926,3142015016,576,168,0,3,1,2,2,568,3,3127950184,3101733082,96158519,189097546,189097546,3,1,9833072424,73389,73389,2,2,2,189097550,3,3,60490,2016870,498052,30930,25970,3127950184,806340,44487847,1097
100090.99,0,262144,64,154329,10169065974,0,51424853,4115,1,1,21411,1041,6,576,860709,0,4,60712,4,117508164,1154,1,4,220,192275566,3,769102264,3,26790,913,2,9,576,46488600,1986,3241939565,576,168,0,3,1,2,2,568,3,3227428131,3204534563,101204733,195345439,195345439,3,1,10157962860,73389,73389,2,2,2,195345443,3,3,66420,2076724,516993,31927,26787,3227428131,828782,45973113,1097
105095.60,0,262144,64,158940,10473146832,0,54978431,4239,1,1,21411,1074,6,576,883427,0,4,62560,4,117508164,1154,1,4,220,198092495,3,792369980,3,27608,934,2,9,576,47862663,2035,3340771902,576,168,0,3,1,2,2,568,3,3325817864,3300194726,106225072,201214341,201214341,3,1,10463145764,73389,73389,2,2,2,201214345,3,3,73102,2135422,532674,32881,27605,3325817864,850546,47331550,1097
110100.64,0,262144,64,163201,10753626460,0,58425463,4377,1,1,21411,1103,6,576,903758,0,4,64225,4,117508164,1154,1,4,220,203424991,3,813699964,3,28349,947,2,9,576,49373256,2111,3429862251,576,168,0,3,1,2,2,568,3,3414496289,3388938391,111268908,206587849,206587849,3,1,10742568180,73389,73389,2,2,2,206587853,3,3,79690,2189350,552995,33790,28346,3414496289,869968,48821934,1097
115105.60,0,262144,64,167573,11042044214,0,62048936,4500,1,1,21411,1127,6,576,924579,0,4,65944,4,117508164,1154,1,4,220,208904530,3,835618120,3,29083,954,2,9,576,50714078,2179,3520333927,576,168,0,3,1,2,2,568,3,3504564792,3479492035,116315379,212137263,212137263,3,1,11031137708,73389,73389,2,2,2,212137267,3,3,79866,2242189,559985,34619,29080,3504564792,889960,50155828,1097
120110.98,0,262144,64,171575,11305875800,0,65689694,4619,1,1,21411,1162,6,576,944450,0,4,67530,4,117508164,1154,1,4,220,213836558,3,855346232,3,29803,1019,2,9,576,52002605,2258,3605608818,576,168,0,3,1,2,2,568,3,3589446848,3562590526,121325430,217213700,217213700,3,1,11295112432,73389,73389,2,2,2,217213704,3,3,85272,2293926,581867,35441,29800,3589446848,909009,51422573,1097
125115.62,0,262144,64,176529,11632121790,0,69208700,4748,1,1,21411,1182,6,576,968676,0,4,69466,4,117508164,1154,1,4,220,220026224,3,880104896,3,30630,1029,2,9,576,53420623,2312,3707595263,576,168,0,3,1,2,2,568,3,3690985560,3665374355,126356494,223486169,223486169,3,1,11621280820,73389,73389,2,2,2,223486173,3,3,89738,2353898,593867,36420,30627,3690985560,932256,52828672,1097
130120.72,0,262144,64,180016,11862190270,0,73195914,4839,1,1,21411,1214,6,576,986086,0,4,70852,4,117508164,1154,1,4,220,224386792,3,897547168,3,31232,1033,2,9,576,54430041,2368,3779533914,576,168,0,3,1,2,2,568,3,3762598710,3737637972,131420192,227907246,227907246,3,1,11851176824,73389,73389,2,2,2,227907250,3,3,96229,2397179,606404,37124,31229,3762598710,948962,53825530,1097
135126.36,0,262144,64,183077,12063761246,0,77262662,4919,1,1,21411,1230,6,576,1001372,0,4,72062,4,117508164,1154,1,4,220,228214519,3,912858076,3,31769,1033,2,9,576,55288653,2412,3845176869,576,168,0,3,1,2,2,568,3,3827952172,3801006132,136404841,231800161,231800161,3,1,12053608404,73389,73389,2,2,2,231800165,3,3,102481,2434917,625839,37738,31766,3827952172,963634,54664766,1097
140130.89,0,262144,64,185591,12229182380,0,81555444,4984,1,1,21411,1241,6,576,1014229,0,4,73043,4,117508164,1154,1,4,220,231359921,3,925439684,3,32208,1041,2,9,576,56009864,2473,3899022409,576,168,0,3,1,2,2,568,3,3881560249,3853253933,141467437,234974339,234974339,3,1,12218665660,73389,73389,2,2,2,234974343,3,3,109117,2466207,637450,38243,32205,3881560249,975986,55374294,1097
