timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.85,0,262144,64,7959,524484798,0,2441877,213,1,1,18469,83,0,576,59501,2,3034,4,100024530,1154,1,4,237,9616521,5,38466084,3,1659,81,2,7,576,2409225,116,199911372,576,178,3,1,2,2,565,3,199032646,168284455,5063938,9884697,9884697,3,1,514004276,73389,73389,2,2,2,9884701,4,3,12299,135665,66938,1889,1656,199032646,57612,2342319,1202
10011.42,0,262144,64,12786,842986884,0,5991969,341,1,1,18469,143,0,576,86607,2,5002,4,102184344,1154,1,4,237,15756936,5,63027744,3,2580,82,2,7,576,3793652,162,304358551,576,178,3,1,2,2,565,3,302988445,268495895,10100935,15997200,15997200,3,1,831854432,73389,73389,2,2,2,15997204,4,3,17166,201622,83663,2987,2577,302988445,83620,3710124,1202
15015.01,0,262144,64,19015,1253720356,0,9000597,515,1,1,18469,147,0,576,119815,2,7422,4,104694072,1154,1,4,237,23492404,5,93969616,3,3552,104,2,7,576,5703359,268,429095047,576,178,3,1,2,2,565,3,427188440,398011898,15142628,23901592,23901592,3,1,1242882816,73389,73389,2,2,2,23901596,4,3,17207,278367,98409,4238,3549,427188440,115577,5605209,1202
20019.38,0,262144,64,26527,1748258998,0,11616234,725,1,1,18469,211,0,576,161312,2,10379,4,106926282,1154,1,4,237,32862791,5,131451164,3,4907,139,2,7,576,7996199,335,591154827,576,178,3,1,2,2,565,3,588513257,553583557,20213609,33413775,33413775,3,1,1737516332,73389,73389,2,2,2,33413779,4,3,19294,380607,118255,5793,4904,588513257,155519,7878303,1202
25024.17,0,262144,64,36280,2390846284,0,13622704,984,1,1,18469,275,0,576,215938,2,14227,4,110051376,1154,1,4,237,45084174,5,180336696,3,6582,223,2,7,576,10849373,421,794374522,576,178,3,1,2,2,565,3,790824270,755783372,25282909,45776330,45776330,3,1,2380369192,73389,73389,2,2,2,45776334,4,3,22401,512757,142048,7690,6579,790824270,208248,10707907,1202
30028.98,0,262144,64,44468,2930278496,0,16072064,1204,1,1,18469,336,0,576,260604,2,17426,4,112874820,1154,1,4,237,55274735,5,221034372,3,7966,291,2,7,576,13294690,541,959845260,576,178,3,1,2,2,565,3,955538832,925631494,30351387,56144355,56144355,3,1,2919506492,73389,73389,2,2,2,56144359,4,3,22678,622683,167430,9399,7963,955538832,251205,13127821,1202
35032.85,0,262144,64,50283,3313300896,0,18967852,1389,1,1,18469,382,0,576,292112,2,19670,4,114503730,1154,1,4,237,62224258,5,248897032,3,8985,309,2,7,576,15320706,664,1081393731,576,178,3,1,2,2,565,3,1076520336,1046376455,35396212,63504201,63504201,3,1,3302218484,73389,73389,2,2,2,63504205,4,3,25596,700878,188427,10845,8982,1076520336,281267,15132850,1202
40037.10,0,262144,64,55900,3683323036,0,22129933,1546,1,1,18469,401,0,576,321770,2,21852,4,116337762,1154,1,4,237,69166921,5,276667684,3,9926,334,2,7,576,17076436,769,1199395464,576,178,3,1,2,2,565,3,1194004697,1162773938,40427720,70626479,70626479,3,1,3672576940,73389,73389,2,2,2,70626483,4,3,29025,771417,209374,12008,9923,1194004697,309762,16867715,1202
45041.18,0,262144,64,63392,4178010944,0,24759417,1753,1,1,18469,462,0,576,361791,2,24912,4,116928996,1154,1,4,237,78807977,5,315231908,3,11239,352,2,7,576,19361717,839,1356145846,576,178,3,1,2,2,565,3,1350040473,1318326149,45498693,80144251,80144251,3,1,4167501084,73389,73389,2,2,2,80144255,4,3,31233,869768,234825,13610,11236,1350040473,348181,19127685,1202
50045.96,0,262144,64,69998,4612534472,0,27704123,1930,1,1,18469,509,0,576,398550,2,27478,4,116928996,1154,1,4,237,86970958,5,347883832,3,12379,399,2,7,576,21322653,919,1492815164,576,178,3,1,2,2,565,3,1486088251,1455236504,50548056,88505680,88505680,3,1,4602295392,73389,73389,2,2,2,88505684,4,3,40797,960228,266311,15003,12376,1486088251,383547,21057067,1202
55050.48,0,262144,64,75145,4951718494,0,31069612,2070,1,1,18469,528,0,576,426264,2,29480,4,116928996,1154,1,4,237,93306158,5,373224632,3,13224,412,2,7,576,22895023,992,1598702900,576,178,3,1,2,2,565,3,1591510366,1561958371,55591167,95029942,95029942,3,1,4941557016,73389,73389,2,2,2,95029946,4,3,45113,1026578,285589,16078,13221,1591510366,410186,22610195,1202
60055.16,0,262144,64,79210,5219690914,0,34795827,2179,1,1,18469,562,0,576,448493,2,31136,4,116928996,1154,1,4,237,98530675,5,394122700,3,13962,439,2,7,576,24081363,1060,1685354165,576,178,3,1,2,2,565,3,1677763566,1646508825,60589373,100163723,100163723,3,1,5208513628,73389,73389,2,2,2,100163727,4,3,48358,1081761,304272,16992,13959,1677763566,431501,23777969,1202
65059.63,0,262144,64,83823,5523878712,0,38320373,2310,1,1,18469,589,0,576,472558,2,32945,4,116928996,1154,1,4,237,104379085,5,417516340,3,14703,452,2,7,576,25535471,1290,1776608952,576,178,3,1,2,2,565,3,1768604990,1742165102,65659662,106016241,106016241,3,1,5512844564,73389,73389,2,2,2,106016245,4,3,52812,1139271,326761,18002,14700,1768604990,454556,25209703,1202
70063.78,0,262144,64,88953,5861381520,0,41725262,2449,1,1,18469,625,3,576,500676,2,34958,4,117218580,1154,1,4,237,110632560,5,442530240,3,15618,481,2,7,576,27059035,1362,1886501389,576,178,3,1,2,2,565,3,1878000429,1848680121,70694655,112503861,112503861,3,1,5850200804,73389,73389,2,2,2,112503865,4,3,54513,1207678,342939,19201,15615,1878000429,481475,26717192,1202
