timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.01,0,262144,64,10519,693487690,0,1786193,271,1,1,14209,128,0,576,80969,3,4104,4,101255262,1154,1,4,233,12871263,3,51462076,3,2178,35,2,11,576,3021947,159,256181823,576,21,3,1,2,2,618,3,255035808,221502098,5073178,13120093,13136477,3,1,682244868,73389,73389,2,2,2,13120097,2,3,65489,175284,111393,2349,2175,255035808,78620,2910667,799
10011.36,0,262144,64,15296,1008133808,0,5126843,417,1,1,14209,147,0,576,106978,3,5953,4,102835908,1154,1,4,233,18805637,3,75222548,3,2984,43,2,11,576,4624835,265,356322163,576,21,3,1,2,2,618,3,354730160,320545004,10125623,19187762,19187762,3,1,997763656,73389,73389,2,2,2,19187766,2,3,68935,236332,129206,3267,2981,354730160,103711,4495836,799
15014.65,0,262144,64,20309,1337643122,0,7957622,606,1,1,14209,188,0,576,132506,3,7866,4,103813254,1154,1,4,233,24912230,3,99648920,3,3821,45,2,11,576,6726533,400,454775372,576,21,3,1,2,2,618,3,452706043,424287306,15162528,25513701,25530085,3,1,1326712484,73389,73389,2,2,2,25513705,2,3,77525,297942,144459,4220,3818,452706043,128286,6582405,799
20018.24,0,262144,64,27105,1786730040,0,9599596,892,1,1,14209,211,0,576,170066,3,10448,4,107517516,1154,1,4,233,33102586,3,132410344,3,4969,59,2,11,576,9990551,535,599441464,576,21,3,1,2,2,618,3,596710958,565747438,20218694,34146737,34146737,3,1,1775630356,73389,73389,2,2,2,34146741,2,3,81682,385314,176581,5568,4966,596710958,164498,9814428,799
25021.83,0,262144,64,37226,2453494904,0,10740587,1228,1,1,14209,275,0,576,225121,3,14536,4,110702940,1154,1,4,233,46032822,3,184131288,3,6721,82,2,11,576,13720216,729,812019720,576,21,3,1,2,2,618,3,808314727,775582265,25298704,46984428,46984428,3,1,2443190288,73389,73389,2,2,2,46984432,2,3,83309,514574,198721,7485,6718,808314727,217636,13522057,799
30026.16,0,262144,64,43677,2877896550,0,12849629,1480,1,1,14209,337,0,576,259543,3,17053,4,112331850,1154,1,4,233,53946062,3,215784248,3,7846,103,2,11,576,16501849,822,943915482,576,21,3,1,2,2,618,3,939570004,909363462,30320829,55124673,55124673,3,1,2866483028,73389,73389,2,2,2,55124677,2,3,91437,597092,227002,8781,7843,939570004,250762,16275572,799
35029.92,0,262144,64,49101,3235487430,0,15287887,1705,1,1,14209,356,0,576,288339,3,19213,4,114455466,1154,1,4,233,60812938,3,243251752,3,8753,119,2,11,576,18980822,948,1057982836,576,21,3,1,2,2,618,3,1053111708,1021801421,35359074,62023608,62023608,3,1,3225227648,73389,73389,2,2,2,62023612,2,3,91511,664689,240717,9827,8750,1053111708,278512,18740932,799
40033.77,0,262144,64,58093,3828262150,0,16470142,1974,1,1,14209,416,0,576,336420,3,22762,4,116928996,1154,1,4,233,72042174,3,288145660,3,10276,147,2,11,576,22698978,1114,1241531650,576,21,3,1,2,2,618,3,1235802558,1208376735,40455251,73419507,73419507,3,1,3817814396,73389,73389,2,2,2,73419511,2,3,92524,780661,267218,11523,10273,1235802558,324897,22432540,799
45037.51,0,262144,64,69937,4608512644,0,17340692,2301,1,1,14209,500,0,576,406084,3,27484,4,116928996,1154,1,4,233,86946800,3,347787200,3,12335,275,2,11,576,26655297,1191,1489934972,576,21,3,1,2,2,618,3,1483082030,1454268335,45547430,88415568,88415568,3,1,4597609568,73389,73389,2,2,2,88415572,2,3,96088,945596,292816,14141,12332,1483082030,391943,26363294,799
50041.96,0,262144,64,78749,5188911716,0,19092093,2573,1,1,14209,554,0,576,455065,3,30896,4,116928996,1154,1,4,233,97797890,3,391191560,3,13865,307,2,11,576,29779991,1441,1676007450,576,21,3,1,2,2,618,3,1668312603,1636630149,50615904,99586409,99586409,3,1,5178493300,73389,73389,2,2,2,99586413,2,3,105155,1063531,329931,15942,13862,1668312603,439123,29451073,799
55045.82,0,262144,64,84660,5578732344,0,21345796,2812,1,1,14209,593,0,576,486090,3,33154,4,117218580,1154,1,4,233,104930692,3,419722768,3,14847,375,2,11,576,32446584,1579,1794834715,576,21,3,1,2,2,618,3,1786569009,1759446222,55662401,107081201,107081201,3,1,5568222484,73389,73389,2,2,2,107081205,2,3,106170,1139703,347758,17143,14844,1786569009,468947,32099704,799
60050.06,0,262144,64,92179,6074320972,0,23403059,3067,1,1,14209,646,0,576,527843,3,36230,4,117218580,1154,1,4,233,114618025,3,458472100,3,16165,419,2,11,576,35275212,1710,1952803255,576,21,3,1,2,2,618,3,1943803079,1915294508,60715710,116613642,116613642,3,1,6063909416,73389,73389,2,2,2,116613646,2,3,106245,1242485,370809,18804,16162,1943803079,509039,34905466,799
65055.26,0,262144,64,98804,6510415466,0,25373788,3332,1,1,14209,683,0,576,564817,3,38784,4,117218580,1154,1,4,233,122754036,3,491016144,3,17282,444,2,11,576,38208385,1820,2090062346,576,21,3,1,2,2,618,3,2080412868,2052687898,65769263,125005680,125005680,3,1,6500295392,73389,73389,2,2,2,125005684,2,3,111019,1332491,393536,20244,17279,2080412868,544573,37816301,799
70059.01,0,262144,64,104815,6906825892,0,27936923,3541,1,1,14209,726,0,576,598714,3,41160,4,117218580,1154,1,4,233,130417306,3,521604476,3,18343,463,2,11,576,40572308,2032,2217617790,576,21,3,1,2,2,618,3,2207371303,2177812507,70831613,132606968,132606968,3,1,6895562368,73389,73389,2,2,2,132606972,2,3,112514,1416500,413999,21597,18340,2207371303,577117,40159902,799
75062.32,0,262144,64,109117,7189425394,0,31505700,3668,1,1,14209,753,0,576,619450,3,42869,4,117218580,1154,1,4,233,135703095,3,542812380,3,19049,479,2,11,576,41950765,2111,2304136256,576,21,3,1,2,2,618,3,2293498258,2266526507,75859822,138066714,138066714,3,1,7179469160,73389,73389,2,2,2,138066718,2,3,112566,1467715,421656,22466,19046,2293498258,596984,41530682,799
80066.34,0,262144,64,115301,7597547594,0,34425772,3845,1,1,14209,793,0,576,650971,3,45301,4,117508164,1154,1,4,233,143392043,3,573568172,3,20117,509,2,11,576,43943728,2246,2433263918,576,21,3,1,2,2,618,3,2422042210,2395040803,80897319,145911603,145911603,3,1,7587403388,73389,73389,2,2,2,145911607,2,3,116788,1546327,449679,23659,20114,2422042210,627312,43495656,799
85070.73,0,262144,64,123190,8117360410,0,36969648,4056,1,1,14209,845,0,576,691712,3,48491,4,117508164,1154,1,4,233,153506364,3,614025456,3,21474,581,2,11,576,46294134,2292,2597175037,576,21,3,1,2,2,618,3,2585219237,2558705738,85954983,155894604,155894604,3,1,8106519440,73389,73389,2,2,2,155894608,2,3,117883,1648933,468676,25304,21471,2585219237,666408,45827174,799
90075.34,0,262144,64,131364,8656152636,0,38920480,4317,1,1,14209,894,0,576,733378,3,51542,4,117508164,1154,1,4,233,163129038,3,652516152,3,22877,625,2,11,576,49235513,2385,2768427586,576,21,3,1,2,2,618,3,2755692727,2728227569,91015231,166260470,166260470,3,1,8644692504,73389,73389,2,2,2,166244090,2,3,126988,1755425,501186,26945,22874,2755692727,706433,48736112,799
95079.58,7,262144,64,137632,9069490276,0,41416357,4534,1,1,14209,937,0,576,766442,3,54143,4,117508164,1154,1,4,233,171367039,3,685468156,3,23958,660,2,11,576,51657470,2484,2898652443,576,21,3,1,2,2,618,3,2885306392,2858535793,96073471,174205822,174205822,3,1,9058702776,73389,73389,2,2,2,174205826,2,3,130933,1838880,516363,28180,23955,2885306392,738262,51143041,799
100083.96,7,262144,64,142833,9411585810,0,44314444,4718,1,1,14209,973,0,576,791598,3,56061,4,117508164,1154,1,4,233,177529676,3,710118704,3,24844,674,2,11,576,53685020,2525,3005920062,576,21,3,1,2,2,618,3,2992071074,2966221719,101105697,180783554,180783554,3,1,9400744840,73389,73389,2,2,2,180783558,2,3,135736,1903931,540647,29242,24841,2992071074,762356,53146463,799
105088.59,7,262144,64,148026,9754098204,0,47511955,4876,1,1,14209,1003,0,576,816823,3,58231,4,117508164,1154,1,4,233,184322582,3,737290328,3,25728,745,2,11,576,55419669,2627,3113035208,576,21,3,1,2,2,618,3,3098698012,3073895834,106140031,187379385,187379385,3,1,9743728052,73389,73389,2,2,2,187379389,2,3,136925,1968113,554656,30299,25725,3098698012,786524,54867197,799
110092.40,7,262144,64,155173,10224993724,0,50120941,5082,1,1,14209,1048,0,576,854593,3,61009,4,117508164,1154,1,4,233,193222104,3,772888416,3,26970,776,2,11,576,57730118,2728,3263323476,576,21,3,1,2,2,618,3,3248306332,3222380675,111210359,196422465,196422465,3,1,10213968212,73389,73389,2,2,2,196422469,2,3,140270,2063440,573838,31916,26967,3248306332,822677,57158480,799
115096.58,7,262144,64,160012,10543691008,0,53082742,5258,1,1,14209,1079,0,576,879225,3,62843,4,117508164,1154,1,4,233,199083715,3,796334860,3,27780,811,2,11,576,59670225,2840,3362840809,576,21,3,1,2,2,618,3,3347364364,3322569736,116216544,202563862,202563862,3,1,10533320856,73389,73389,2,2,2,202563866,2,3,150963,2126064,595578,33031,27777,3347364364,846194,59076905,799
120101.02,7,262144,64,163601,10780154576,0,56504012,5398,1,1,14209,1105,0,576,896904,3,64287,4,117508164,1154,1,4,233,203679082,3,814716328,3,28410,815,2,11,576,61210745,2893,3437868666,576,21,3,1,2,2,618,3,3422032871,3397002435,121253349,207109978,207109978,3,1,10769718888,73389,73389,2,2,2,207109982,2,3,151946,2172135,606217,33896,28407,3422032871,863008,60606884,799
125105.57,7,262144,64,166835,10993328732,0,60265741,5506,1,1,14209,1127,0,576,913272,3,65576,4,117508164,1154,1,4,233,207656411,3,830561028,3,28976,819,2,11,576,62424376,2927,3506586340,576,21,3,1,2,2,618,3,3490434203,3464139520,126295511,211205534,211205534,3,1,10982687800,73389,73389,2,2,2,211205538,2,3,152634,2213628,619928,34631,28973,3490434203,878641,61806844,799
130110.42,7,262144,64,171260,11285207828,0,63748950,5638,1,1,14209,1153,0,576,935662,3,67341,4,117508164,1154,1,4,233,213190465,3,852761860,3,29726,836,2,11,576,63875011,2976,3598174111,576,21,3,1,2,2,618,3,3581607314,3555891238,131317619,216820484,216820484,3,1,11274665200,73389,73389,2,2,2,216820488,2,3,157038,2269823,631630,35533,29723,3581607314,900129,63245799,799
135115.65,7,262144,64,176140,11606929936,0,67141566,5777,1,1,14209,1184,0,576,959116,3,69278,4,117508164,1154,1,4,233,219404503,3,877618012,3,30571,911,2,11,576,65419661,3024,3700304879,576,21,3,1,2,2,618,3,3683276551,3657383590,136351649,223008874,223008874,3,1,11596461480,73389,73389,2,2,2,223008878,2,3,164699,2331300,655368,36527,30568,3683276551,922589,64766563,799
140119.87,7,262144,64,179337,11817679260,0,70719778,5900,1,1,14209,1209,0,576,974783,3,70523,4,117508164,1154,1,4,233,223424072,3,893696288,3,31127,916,2,11,576,66796723,3098,3767404898,576,21,3,1,2,2,618,3,3750059364,3723781348,141375661,227055278,227055278,3,1,11806874488,73389,73389,2,2,2,227055282,2,3,172894,2372328,669704,37256,31124,3750059364,937527,66129360,799
