timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.42,0,262144,64,10803,711834462,0,1670924,266,1,1,12137,137,0,576,83158,3,4202,4,100989810,1154,1,4,245,13239050,4,52956200,3,2236,35,2,9,576,3130158,166,261428958,576,51,3,1,2,2,565,3,260246968,227328523,5086746,13482700,13482700,3,1,701100432,73389,73389,2,2,2,13482704,4,3,104740,179538,163003,2303,2233,260246968,80855,2967238,837
10010.59,0,262144,64,16322,1075711592,0,4938320,420,1,1,12137,147,0,576,111707,3,6353,4,103173756,1154,1,4,245,20095899,4,80383596,3,3102,108,2,9,576,4808626,246,371807855,576,51,3,1,2,2,565,3,370146956,341901899,10138842,20479939,20496323,3,1,1064956860,73389,73389,2,2,2,20479943,4,3,118240,245792,195549,3313,3099,370146956,108394,4613171,837
15013.79,0,262144,64,21251,1400005466,0,7841220,601,1,1,12137,202,0,576,139077,3,8205,4,104440686,1154,1,4,245,25877350,4,103509400,3,3990,160,2,9,576,6817482,369,474058095,576,51,3,1,2,2,565,3,471898825,443876561,15158635,26721799,26721799,3,1,1389533580,73389,73389,2,2,2,26721803,4,3,131981,311575,228499,4308,3987,471898825,134769,6589114,837
20017.65,0,262144,64,28319,1866302810,0,9544111,881,1,1,12137,211,0,576,178515,3,10978,4,107529582,1154,1,4,245,34813081,4,139187624,3,5164,257,2,9,576,10025762,622,624417279,576,51,3,1,2,2,565,3,621581201,590766942,20228517,35686833,35686833,3,1,1855715348,73389,73389,2,2,2,35686837,4,3,138742,402750,258977,5689,5161,621581201,172826,9767023,837
25020.96,0,262144,64,35686,2351326666,0,10588751,1208,1,1,12137,274,0,576,218897,3,13890,4,109460142,1154,1,4,245,44005382,4,176021528,3,6456,268,2,9,576,13864935,731,778223845,576,51,3,1,2,2,565,3,774640675,743476558,25273293,44994216,44994216,3,1,2339699264,73389,73389,2,2,2,44994220,4,3,142759,499508,282654,7263,6453,774640675,211634,13582581,837
30024.23,0,262144,64,41341,2724406276,0,12583914,1460,1,1,12137,324,0,576,249843,3,16068,4,111933672,1154,1,4,245,50854421,4,203353124,3,7472,331,2,9,576,16795902,831,898530463,576,51,3,1,2,2,565,3,894358707,860993787,30326470,52185904,52185904,3,1,2713667040,73389,73389,2,2,2,52185908,4,3,151829,573435,318829,8397,7469,894358707,241446,16477470,837
35028.05,0,262144,64,45967,3028866874,0,14937560,1689,1,1,12137,338,0,576,272844,3,17917,4,113212668,1154,1,4,245,56774722,4,227098888,3,8193,349,2,9,576,19383986,902,989136046,576,51,3,1,2,2,565,3,984527662,956837549,35362323,58050932,58050932,3,1,3018648496,73389,73389,2,2,2,58050936,4,3,151879,627354,330153,9255,8190,984527662,263589,19054224,837
40031.80,0,262144,64,54192,3571351350,0,16258418,1957,1,1,12137,397,0,576,319230,3,21261,4,116325696,1154,1,4,245,67347477,4,269389908,3,9656,404,2,9,576,22942686,1257,1165181738,576,51,3,1,2,2,565,3,1159747602,1127375941,40425638,68471983,68471983,3,1,3560543148,73389,73389,2,2,2,68471987,4,3,152522,738937,349483,10870,9653,1159747602,308360,22593862,837
45036.37,0,262144,64,66985,4414181620,0,17075480,2279,1,1,12137,474,0,576,394034,3,26328,4,116928996,1154,1,4,245,83294539,4,333178156,3,11844,502,2,9,576,26955344,1330,1430812874,576,51,3,1,2,2,565,3,1424187395,1392977404,45536508,84661917,84661917,3,1,4402419716,73389,73389,2,2,2,84661921,4,3,160013,915921,391946,13589,11841,1424187395,380445,26564184,837
50040.35,0,262144,64,74145,4886206626,0,18883232,2550,1,1,12137,527,0,576,434391,3,29086,4,116928996,1154,1,4,245,92064197,4,368256788,3,13062,542,2,9,576,30042668,1443,1577868145,576,51,3,1,2,2,565,3,1570546762,1541356774,50593872,93768374,93768374,3,1,4875955480,73389,73389,2,2,2,93768378,4,3,172837,1011956,441161,15228,13059,1570546762,419163,29602343,837
55044.66,0,262144,64,80488,5303771704,0,21008597,2796,1,1,12137,569,0,576,467849,3,31518,4,116928996,1154,1,4,245,99697264,4,398724456,3,14161,594,2,9,576,32832870,1575,1710665532,576,51,3,1,2,2,565,3,1702718292,1672907591,55645596,101791772,101791772,3,1,5293172176,73389,73389,2,2,2,101791776,4,3,179138,1093809,462202,16394,14158,1702718292,451455,32371622,837
60048.68,0,262144,64,88263,5815522182,0,23072259,3048,1,1,12137,618,0,576,510796,3,34686,4,117218580,1154,1,4,245,109794389,4,439177556,3,15480,611,2,9,576,35658836,1719,1871271002,576,51,3,1,2,2,565,3,1862583561,1834039873,60704815,111639827,111639827,3,1,5805271036,73389,73389,2,2,2,111639831,4,3,180667,1197611,483382,17995,15477,1862583561,492801,35176665,837
65053.84,0,262144,64,95638,6301987342,0,24987480,3313,1,1,12137,666,0,576,549859,3,37501,4,117218580,1154,1,4,245,118778935,4,475115740,3,16744,672,2,9,576,38628493,1850,2023461845,576,51,3,1,2,2,565,3,2014059678,1987262553,65749580,120981693,120981693,3,1,6291048068,73389,73389,2,2,2,120981697,4,3,192377,1295062,522265,19443,16741,2014059678,530416,38107662,837
70057.63,0,262144,64,101303,6675106946,1,28448845,3533,2,2,12137,703,0,576,581541,3,39786,5,117218580,1154,1,4,245,125884964,4,503539856,4,17744,685,2,16,576,41105460,1948,2144375344,576,51,3,1,2,2,565,3,2134401276,2104600293,71815728,128169507,128169507,3,1,6664814396,73389,73389,2,2,2,128169511,4,3,197443,1373126,539965,20562,17740,2134401276,560979,40567090,837
75062.13,0,262144,64,106062,6987970116,1,31999564,3660,2,2,12137,729,0,576,605284,3,41719,5,117218580,1154,1,4,245,132031171,4,528124684,4,18543,695,2,16,576,42496246,2052,2242622913,576,51,3,1,2,2,565,3,2232215268,2202968541,76848264,134192342,134192342,3,1,6978001816,73389,73389,2,2,2,134192346,4,3,198174,1430745,555225,21514,18539,2232215268,583770,41942680,837
80065.65,0,262144,64,111898,7373575372,1,35001238,3833,2,2,12137,773,8,576,634537,3,43980,5,117508164,1154,1,4,245,139270572,4,557082288,4,19542,701,2,16,576,44400565,2110,2362597157,576,51,3,1,2,2,565,3,2351640797,2324463714,81870661,141584512,141584512,3,1,7362394656,73389,73389,2,2,2,141584516,4,3,209608,1504015,580705,22735,19538,2351640797,611802,43821569,837
85069.60,0,262144,64,119886,7900214100,1,37585896,4042,2,2,12137,825,8,576,675766,3,47144,5,117508164,1154,1,4,245,149207850,4,596831400,4,20918,811,2,16,576,46729213,2204,2528848107,576,51,3,1,2,2,565,3,2517147590,2490211912,86945712,151712810,151712810,3,1,7889066152,73389,73389,2,2,2,151712814,4,3,209713,1606437,591083,24411,20914,2517147590,651355,46139937,837
90073.20,0,262144,64,128100,8442255198,1,39621820,4298,2,2,12137,879,8,576,719890,3,50325,5,117508164,1154,1,4,245,159288991,4,637155964,4,22332,879,2,16,576,49581174,2358,2700951752,576,51,3,1,2,2,565,3,2688468258,2660897164,92004311,162148086,162164470,3,1,8431700504,73389,73389,2,2,2,162148090,4,3,231161,1716075,641169,26029,22328,2688468258,693861,48941918,837
95075.97,0,262144,64,133684,8809776802,1,41958949,4522,2,2,12137,911,16,576,749326,3,52444,5,117508164,1154,1,4,245,166022748,4,664090992,4,23292,931,2,16,576,52152655,2409,2817715679,576,51,3,1,2,2,565,3,2804677143,2776729209,97041886,169206987,169206987,3,1,8798763356,73389,73389,2,2,2,169206991,4,3,234491,1790284,659111,27257,23288,2804677143,722069,51495592,837
100079.52,0,262144,64,138023,9095404436,1,44813078,4707,2,2,12137,938,16,576,771138,3,54179,5,117508164,1154,1,4,245,171536434,4,686145736,4,24020,962,2,16,576,54256416,2472,2905878674,576,51,3,1,2,2,565,3,2892418888,2866701113,102090364,174703375,174703375,3,1,9084575532,73389,73389,2,2,2,174703379,4,3,247583,1844502,695861,28098,24016,2892418888,743040,53562712,837
105082.63,0,262144,64,141154,9301249216,1,48008689,4865,2,2,12137,958,16,576,787230,3,55434,5,117508164,1154,1,4,245,175618764,4,702475056,4,24557,982,2,16,576,56016454,2542,2971333077,576,51,3,1,2,2,565,3,2957552140,2931234323,107114627,178680369,178680369,3,1,9291379220,73389,73389,2,2,2,178680373,4,3,249413,1884121,706874,28720,24553,2957552140,758510,55311757,837
110086.69,0,262144,64,147935,9747519062,1,50589868,5072,2,2,12137,1004,16,576,823287,3,58155,5,117508164,1154,1,4,245,184119205,4,736412100,4,25711,1051,2,16,576,58346680,2726,3110774507,576,51,3,1,2,2,565,3,3096351485,3072203916,112168721,187236247,187236247,3,1,9736284876,73389,73389,2,2,2,187236251,4,3,255914,1973861,728139,30227,25707,3096351485,793060,57620759,837
115090.89,0,262144,64,153421,10109233504,1,53550985,5249,2,2,12137,1036,16,576,850831,3,60281,5,117508164,1154,1,4,245,190947177,4,763788708,4,26653,1155,2,16,576,60297932,2786,3224951823,576,51,3,1,2,2,565,3,3210003855,3185691088,117197088,194208910,194208910,3,1,10098863352,73389,73389,2,2,2,194208914,4,3,266378,2045067,754276,31420,26649,3210003855,819411,59545997,837
120094.81,0,262144,64,156886,10336919044,1,56933045,5389,2,2,12137,1062,16,576,867710,3,61619,5,117508164,1154,1,4,245,195110582,4,780442328,4,27265,1268,2,16,576,61866265,2922,3299473143,576,51,3,1,2,2,565,3,3284173871,3257454100,122222200,198595504,198595504,3,1,10326966240,73389,73389,2,2,2,198595508,4,3,267108,2090361,766910,32202,27261,3284173871,835508,61101814,837
125099.58,0,262144,64,160445,10571114882,1,60659391,5500,2,2,12137,1087,16,576,883907,3,63087,5,117508164,1154,1,4,245,199762489,4,799049956,4,27867,1285,2,16,576,63103759,2972,3371665031,576,51,3,1,2,2,565,3,3356031665,3331296533,127253065,203086435,203086435,3,1,10560494652,73389,73389,2,2,2,203086439,4,3,267596,2132776,772493,32876,27863,3356031665,851031,62333791,837
130103.92,0,262144,64,164726,10854232490,1,64173745,5629,2,2,12137,1107,16,576,905159,3,64773,5,117508164,1154,1,4,245,205061370,4,820245480,4,28592,1303,2,16,576,64524165,3066,3461020106,576,51,3,1,2,2,565,3,3444984641,3420092750,132274480,208549611,208549611,3,1,10844579804,73389,73389,2,2,2,208549615,4,3,272199,2186416,787915,33741,28588,3444984641,871418,63738794,837
135108.17,0,262144,64,167669,11049590534,1,67626514,5768,2,2,12137,1132,16,576,920567,3,65902,5,117508164,1154,1,4,245,208761510,4,835023272,4,29129,1330,2,16,576,66052692,3102,3524503126,576,51,3,1,2,2,565,3,3508152334,3481616931,137321538,212276083,212276083,3,1,11037504380,73389,73389,2,2,2,212259703,4,3,278323,2226177,805848,34408,29125,3508152334,886159,65249446,837
140112.82,0,262144,64,170836,11258072128,1,71191717,5890,2,2,12137,1150,16,576,936091,3,67158,5,117508164,1154,1,4,245,212692637,4,850705928,4,29660,1344,2,16,576,67449715,3119,3589798896,576,51,3,1,2,2,565,3,3573142135,3547394917,142352057,216300070,216300070,3,1,11247603672,73389,73389,2,2,2,216300074,4,3,286900,2265806,823276,35100,29656,3573142135,900991,66629110,837
145117.37,0,262144,64,174711,11513303124,1,74565305,6030,2,2,12137,1176,16,576,955863,3,68704,5,117508164,1154,1,4,245,217683231,4,870668424,4,30324,1425,2,16,576,69026539,3195,3669982280,576,51,3,1,2,2,565,3,3652948660,3627750210,147382765,221198442,221198442,3,1,11502319016,73389,73389,2,2,2,221198446,4,3,287018,2316056,833574,35941,30320,3652948660,919922,68195707,837
150121.21,0,262144,64,178607,11769874178,1,78362143,6132,2,2,12137,1205,16,576,975344,3,70263,5,117508164,1154,1,4,245,222488207,4,889952828,4,31015,1434,2,16,576,70136115,3233,3753042553,576,51,3,1,2,2,565,3,3735634798,3708625951,152365841,226137774,226137774,3,1,11759164280,73389,73389,2,2,2,226137778,4,3,287784,2365698,851411,36739,31011,3735634798,938605,69287459,837
155125.05,0,262144,64,183866,12117001532,1,81784389,6271,2,2,12137,1236,16,576,1001633,3,72306,5,117508164,1154,1,4,245,228988464,4,915953856,4,31914,1470,2,16,576,71673916,3292,3862803468,576,51,3,1,2,2,565,3,3844906635,3817936174,157428863,232813366,232813366,3,1,12106295064,73389,73389,2,2,2,232813370,4,3,296685,2431138,874495,37787,31910,3844906635,963846,70802249,837
