timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.30,9,262144,64,35391,2332283130,1,4144024,122,5,5,1654,284,0,576,306834,0,4,13906,8,105007788,1154,1,4,308,43941808,4,175702508,7,6428,1316,2,39,576,13317918,1967,772659589,576,216,0,3,1,2,2,687,3,769151894,737387396,18584892,44631609,44631609,3,1,2320843700,73389,73389,2,2,2,44631613,4,3,69803,691322,244317,9339,6421,769151894,297495,13074143,1402
10016.51,21,262144,64,70380,4637882940,2,9526327,224,6,6,1654,495,0,576,633966,0,4,27694,8,110328894,1154,1,4,308,87633391,4,350469116,7,12408,3926,2,39,576,27815393,4523,1502693720,576,216,0,3,1,2,2,687,3,1495848843,1463249769,39623438,88978657,88995041,3,1,4626890196,73389,73389,2,2,2,88978661,4,3,81626,1423989,412358,19206,12400,1495848843,614760,27403918,1402
15023.10,31,262144,64,108491,7149304808,3,14441806,371,8,8,1654,754,1,576,965315,0,4,42705,9,113779770,1154,1,4,308,135137682,4,540550728,8,19013,6223,2,56,576,42613352,17995,2299799880,576,216,0,3,1,2,2,687,3,2289309588,2254264915,60553559,137210428,137243196,3,1,7134090320,73389,73389,2,2,2,137194048,4,3,94264,2183345,564579,29298,19003,2289309588,936017,42050268,1402
20028.55,53,262144,64,139929,9220931418,6,19259871,548,10,10,1654,939,3,576,1295705,0,4,55073,9,117218580,1154,1,4,308,174377618,4,697510472,8,24468,9298,2,56,576,56856507,47316,2966388785,576,216,0,3,1,2,2,687,3,2952831577,2907504252,80811663,177035936,177052320,3,1,9205868704,73389,73389,2,2,2,177035940,4,3,111634,2926692,767874,38988,24456,2952831577,1256717,56089823,1402
25034.72,70,262144,64,168882,11127854970,8,22218017,672,11,11,1654,1133,6,576,1576304,0,4,66442,9,117218580,1154,1,4,308,210401513,4,841606052,8,29551,11869,2,56,576,69082607,55185,3581295267,576,216,0,3,1,2,2,687,3,3564903117,3509051139,97006671,213599757,213599757,3,1,11107187396,73389,73389,2,2,2,213599761,4,3,125604,3569377,916103,47592,29538,3564903117,1528712,68168483,1402
30043.86,106,262144,64,200245,13193987212,8,26111357,793,12,12,1654,1349,6,576,1948458,0,4,78767,9,117218580,1154,1,4,308,249372437,4,997360384,8,35149,16980,2,56,576,83992647,116437,4256610562,576,216,0,3,1,2,2,687,3,4237057486,4161097456,117149933,253224783,253224783,3,1,13167688748,73389,73389,2,2,2,253224787,4,3,137574,4426782,1113581,58922,35135,4237057486,1889536,82881844,1402
35050.58,124,262144,64,232820,15342662114,9,29253397,871,13,13,1654,1540,6,576,2277149,0,4,91516,9,117508164,1154,1,4,308,289764420,4,1158993088,8,41072,19541,2,56,576,98232377,124632,4979788551,576,216,0,3,1,2,2,687,3,4956937280,4841193823,135721760,294290713,294290713,3,1,15302265140,73389,73389,2,2,2,294274333,4,3,145171,5180807,1260468,69042,41057,4956937280,2208107,96975417,1402
40055.15,130,262144,64,265568,17499260066,10,34154068,987,13,13,1654,1755,7,576,2558538,0,4,104328,9,117508164,1154,1,4,308,330346533,4,1321321512,8,47168,20900,2,56,576,110798242,125364,5719022880,576,216,0,3,1,2,2,687,3,5692836539,5524974453,154226863,335451961,335451961,3,1,17443502004,73389,73389,2,2,2,335451965,4,3,153809,5837642,1399557,78159,47153,5692836539,2480379,109402565,1402
45060.12,130,262144,64,293481,19340161860,12,39139491,1130,14,14,1654,1943,7,576,2746018,0,4,115270,9,117508164,1154,1,4,308,364954585,4,1459753728,8,52344,21517,2,56,576,119591289,125684,6344918015,576,216,0,3,1,2,2,687,3,6315943169,6107746227,168722526,370632605,370632605,3,1,19272895492,73389,73389,2,2,2,370632609,4,3,163279,6290105,1491508,84464,52328,6315943169,2661554,118104129,1402
50064.64,130,262144,64,313999,20692093240,12,43123041,1269,14,14,1654,2077,7,576,2865474,0,4,123289,9,117508164,1154,1,4,308,390304691,4,1561218764,8,56161,21820,2,56,576,125327051,125830,6807202225,576,216,0,3,1,2,2,687,3,6776182971,6535947246,178878480,396461476,396461476,3,1,20615996784,73389,73389,2,2,2,396461480,4,3,164588,6581181,1539474,88667,56145,6776182971,2776807,123792452,1402
