timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.39,4,262144,64,61880,4077062348,0,2705752,215,5,5,2125,443,9,576,446221,0,2,24328,8,107493384,1154,1,4,334,77040580,5,308097872,7,10953,2017,2,28,576,21086825,725,1323426158,576,318,0,3,1,2,2,836,3,1317480783,1286779481,25467117,78174741,78174741,3,1,4065086564,73389,73389,2,2,2,78174745,6,3,50810,1041526,286614,14632,10946,1317480783,431589,20801014,1418
10013.34,15,262144,64,99804,6576265182,3,9042083,337,7,7,2125,688,9,576,734260,0,2,39253,9,112235322,1154,1,4,334,124341720,5,497302100,8,17478,3619,2,39,576,34874293,2871,2114883113,576,318,0,3,1,2,2,836,3,2105360353,2073591655,46679905,126248705,126248705,3,1,6564932692,73389,73389,2,2,2,126248709,6,3,69046,1707305,432081,23704,17469,2105360353,710556,34443747,1418
15017.67,24,262144,64,132081,8703178146,4,13530113,421,8,8,2125,913,9,576,1038516,0,2,52012,9,116011980,1154,1,4,334,164663422,5,658653688,8,23069,5296,2,39,576,49044334,5651,2788189956,576,318,0,3,1,2,2,836,3,2775541679,2743340920,66422641,167145206,167161590,3,1,8691550744,73389,73389,2,2,2,167145210,6,3,79274,2387618,586131,33170,23059,2775541679,1005346,48460894,1418
20023.00,35,262144,64,169011,11136031596,5,18847565,570,10,10,2125,1129,10,576,1351227,0,2,66506,9,116928996,1154,1,4,334,210615731,5,842398256,8,29443,7328,2,39,576,63230527,10544,3564038115,576,318,0,3,1,2,2,836,3,3547874375,3510127509,87075425,213853709,213870093,3,1,11120392900,73389,73389,2,2,2,213853713,6,3,95840,3094818,735387,42808,29431,3547874375,1308419,62498013,1418
25029.50,65,262144,64,202519,13344512260,8,23899232,741,12,12,2125,1351,11,576,1715209,0,2,79692,9,117508164,1154,1,4,334,252381299,5,1009395924,8,35320,10936,2,39,576,78000184,48225,4275587782,576,318,0,3,1,2,2,836,3,4256140425,4206533257,108176168,256245028,256245028,3,1,13324741488,73389,73389,2,2,2,256245032,6,3,116966,3904719,933954,53048,35306,4256140425,1662161,77068893,1418
30033.78,87,262144,64,231944,15284214902,10,27120968,887,12,12,2125,1538,12,576,2028400,0,2,91241,9,117508164,1154,1,4,334,288940573,5,1155697704,8,40554,14069,2,39,576,91015723,66988,4909921117,576,318,0,3,1,2,2,836,3,4887545931,4818715561,125529553,293457288,293457288,3,1,15259779008,73389,73389,2,2,2,293457292,6,3,129084,4603247,1095776,62121,40540,4887545931,1966279,89924311,1418
35043.28,105,262144,64,262311,17284883418,10,30835749,1020,14,14,2125,1737,15,576,2389964,0,2,103163,9,117508164,1154,1,4,334,326649175,5,1306596700,8,46033,18690,2,39,576,105455890,114937,5573184400,576,318,0,3,1,2,2,836,3,5547726656,5451226305,144983765,331753051,331769435,3,1,17251158684,73389,73389,2,2,2,331753055,6,3,149514,5422499,1295671,72550,46017,5547726656,2317414,104164436,1418
40048.43,118,262144,64,294518,19407329522,11,33788488,1109,15,15,2125,1943,16,576,2733158,0,2,115797,9,117508164,1154,1,4,334,366660363,5,1466576872,8,51928,21769,2,39,576,119664879,128532,6286920808,576,318,0,3,1,2,2,836,3,6258182656,6123050003,163368614,372317998,372350766,3,1,19360535928,73389,73389,2,2,2,372318002,6,3,160647,6198066,1463606,82961,51911,6258182656,2650197,118206496,1418
45054.44,124,262144,64,327674,21592789778,12,38730850,1234,15,15,2125,2157,16,576,3040177,0,2,128755,9,117508164,1154,1,4,334,407683937,5,1630735748,8,58097,23745,2,39,576,132836782,129541,7034887370,576,318,0,3,1,2,2,836,3,7002763672,6815428101,182589149,414053957,414053957,3,1,21530805796,73389,73389,2,2,2,414053961,6,3,173078,6895160,1603649,92390,58080,7002763672,2947787,131239751,1418
50058.62,126,262144,64,358025,23592659918,13,42787558,1369,17,17,2125,2360,16,603,3255411,2,2,140623,9,121833059,1208,1,4,334,445207133,5,1780828532,8,63892,24508,2,39,603,142166424,130001,7735952127,601,328,2,3,1,2,2,836,3,7700736414,7451038888,196788119,452163463,452163463,3,1,23512500108,73389,73389,2,2,2,452163467,6,3,178238,7408235,1694125,99512,63873,7700736414,3155899,140479393,1480
