timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.76,0,262144,64,12929,852370598,0,1050574,319,1,1,12914,147,0,576,96608,1,5053,4,102196410,1154,1,4,259,15918095,5,63672380,3,2615,97,2,15,576,3719515,188,307893651,576,75,3,1,2,2,716,3,306511681,271641015,5109124,16161040,16177424,3,1,840374112,73389,73389,2,2,2,16161044,3,3,27997,214722,79616,2857,2612,306511681,93751,3639893,911
10012.81,0,262144,64,23724,1563596310,0,2844353,597,1,1,12914,211,0,576,155374,1,9312,4,105961002,1154,1,4,259,29395778,5,117583112,3,4413,158,2,15,576,6786980,319,527140534,576,75,3,1,2,2,716,3,524786466,495246392,10195973,29881308,29897692,3,1,1553828048,73389,73389,2,2,2,29881312,3,3,28310,354469,94743,4886,4410,524786466,150488,6692350,911
15017.28,0,262144,64,32670,2152741008,0,5195903,828,1,1,12914,273,0,576,205893,1,12836,4,108531060,1154,1,4,259,40538924,5,162155696,3,5940,169,2,15,576,9302674,430,711327584,576,75,3,1,2,2,716,3,708152454,681047059,15248822,41183221,41183221,3,1,2141527524,73389,73389,2,2,2,41183225,3,3,28325,471689,110690,6718,5937,708152454,199175,9192254,911
20021.16,1,262144,64,42596,2806690154,0,7201580,1085,1,1,12914,337,0,576,265684,1,16754,4,111969870,1154,1,4,259,52954265,5,211817060,3,7683,240,2,15,576,12173153,533,922699270,576,75,3,1,2,2,716,3,918588364,886795979,20346967,53775152,53775152,3,1,2796307936,73389,73389,2,2,2,53775156,3,3,28354,612595,137242,8916,7680,918588364,256768,12036324,911
25027.59,2,262144,64,52836,3481832970,0,9119997,1349,1,1,12914,401,0,576,326527,1,20732,4,115722396,1154,1,4,259,65502713,5,262010852,3,9427,273,2,15,576,15106933,596,1134106555,576,75,3,1,2,2,716,3,1129053374,1099229977,25425567,66764173,66764173,3,1,3471737028,73389,73389,2,2,2,66764177,3,3,28415,757968,163668,11178,9424,1129053374,315349,14943821,911
30031.39,2,262144,64,60343,3976623100,0,11870825,1542,1,1,12914,447,0,576,367285,1,23724,4,116928996,1154,1,4,259,75038312,5,300153248,3,10700,301,2,15,576,17234729,673,1288867192,576,75,3,1,2,2,716,3,1283125208,1255149828,30461213,76272038,76272038,3,1,3966146008,73389,73389,2,2,2,76272042,3,3,28791,857028,182783,12624,10697,1283125208,354661,17052581,911
35035.03,2,262144,64,65325,4304438646,0,15430112,1671,1,1,12914,467,0,576,393492,1,25681,4,116928996,1154,1,4,259,81233026,5,324932104,3,11549,303,2,15,576,18622719,785,1395014335,576,75,3,1,2,2,716,3,1388814837,1358412372,35507295,82571242,82571242,3,1,4293704616,73389,73389,2,2,2,82571246,3,3,33847,919330,201732,13646,11546,1388814837,379846,18421553,911
40039.67,2,262144,64,72330,4766619288,0,18398478,1852,1,1,12914,523,0,576,430084,1,28436,4,116928996,1154,1,4,259,90031553,5,360061400,3,12727,337,2,15,576,20596621,839,1535048586,576,75,3,1,2,2,716,3,1528212572,1503710053,40589286,91446164,91446164,3,1,4755200560,73389,73389,2,2,2,91446168,3,3,35748,1006923,216599,15026,12724,1528212572,415058,20380664,911
45043.80,2,262144,64,80427,5300377308,0,20904527,2068,1,1,12914,577,0,576,476981,1,31618,4,116928996,1154,1,4,259,100040359,5,400138532,3,14184,379,2,15,576,22975377,1008,1711329053,576,75,3,1,2,2,716,3,1703706931,1671785534,45652690,101713726,101713726,3,1,5289113784,73389,73389,2,2,2,101713730,3,3,36132,1120697,238727,16902,14181,1703706931,460079,22737451,911
50048.34,2,262144,64,90290,5949316868,0,22768742,2339,1,1,12914,639,0,576,530535,1,35504,4,117218580,1154,1,4,259,112324602,5,449298408,3,15852,450,2,15,576,25966870,1128,1914005482,576,75,3,1,2,2,716,3,1905474232,1876170477,50719267,114205638,114205638,3,1,5938693208,73389,73389,2,2,2,114205642,3,3,36197,1254751,261471,18990,15849,1905474232,511545,25706402,911
55053.52,2,262144,64,97872,6449046330,0,25410342,2544,1,1,12914,659,0,576,569399,1,38479,4,117218580,1154,1,4,259,121907821,5,487631284,3,17104,482,2,15,576,28229341,1260,2071305282,576,75,3,1,2,2,716,3,2062092118,2033513454,55775085,123811807,123811807,3,1,6438213996,73389,73389,2,2,2,123811811,3,3,36219,1350336,279894,20540,17101,2062092118,548859,27950539,911
60058.09,2,262144,64,103932,6848668020,0,28349189,2723,1,1,12914,722,0,576,602884,1,40896,4,117218580,1154,1,4,259,129466585,5,517866340,3,18199,526,2,15,576,30213171,1350,2200135795,576,75,3,1,2,2,716,3,2190324943,2159473478,60826475,131495015,131495015,3,1,6837740812,73389,73389,2,2,2,131495019,3,3,37693,1433089,293186,22052,18196,2190324943,580832,29921146,911
65063.51,2,262144,64,110104,7255364290,0,31386141,2891,1,1,12914,765,0,576,635527,1,43289,4,117508164,1154,1,4,259,137059711,5,548238844,3,19251,548,2,15,576,32101688,1418,2326442340,576,75,3,1,2,2,716,3,2316058128,2287433635,65877623,139311454,139311454,3,1,7244195640,73389,73389,2,2,2,139311458,3,3,40582,1513424,317092,23448,19248,2316058128,612079,31785840,911
70068.79,2,262144,64,116756,7693783292,0,34128956,3086,1,1,12914,787,0,576,672024,1,45895,4,117508164,1154,1,4,259,145330411,5,581321644,3,20351,611,2,15,576,34263105,1537,2464079715,576,75,3,1,2,2,716,3,2453089202,2425568699,70920198,147748326,147748326,3,1,7682912984,73389,73389,2,2,2,147748330,3,3,41204,1600981,335087,24966,20348,2453089202,647058,33929508,911
75072.29,2,262144,64,122741,8088224330,0,37140386,3260,1,1,12914,846,0,576,703936,1,48271,4,117508164,1154,1,4,259,152817792,5,611206500,3,21404,650,2,15,576,36186360,1601,2587771272,576,75,3,1,2,2,716,3,2576203740,2549392719,75984369,155343581,155343581,3,1,8077866244,73389,73389,2,2,2,155343585,3,3,43546,1682994,352344,26308,21401,2576203740,677628,35835529,911
80076.63,2,262144,64,127461,8398833246,0,40534117,3400,1,1,12914,858,0,576,727918,1,50120,4,117508164,1154,1,4,259,158723640,5,634894560,3,22190,671,2,15,576,37725308,1658,2685752452,576,75,3,1,2,2,716,3,2673750030,2647151581,81010504,161315105,161315105,3,1,8388385492,73389,73389,2,2,2,161315109,3,3,52551,1742256,382433,27320,22187,2673750030,700598,37344531,911
85081.61,2,262144,64,131464,8663333668,0,44326733,3505,1,1,12914,907,0,576,749279,1,51747,4,117508164,1154,1,4,259,163803068,5,655212272,3,22932,699,2,15,576,38886851,1691,2772173398,576,75,3,1,2,2,716,3,2759773423,2730859749,86048864,166387224,166387224,3,1,8652135680,73389,73389,2,2,2,166387228,3,3,53728,1796505,398459,28254,22929,2759773423,721025,38490083,911
90086.16,2,262144,64,136070,8966761064,0,47811760,3640,1,1,12914,914,0,576,772998,1,53523,4,117508164,1154,1,4,259,169546029,5,678184116,3,23674,727,2,15,576,40353667,1811,2866518351,576,75,3,1,2,2,716,3,2853707518,2826247544,91091684,172225517,172225517,3,1,8955726916,73389,73389,2,2,2,172225521,3,3,59822,1853525,421417,29247,23671,2853707518,743751,39933998,911
95090.44,2,262144,64,141218,9305721038,0,51220521,3776,1,1,12914,969,0,576,798879,1,55552,4,117508164,1154,1,4,259,175881376,5,703525504,3,24581,739,2,15,576,41834185,1886,2972504447,576,75,3,1,2,2,716,3,2959203914,2933037931,96082718,178735554,178735554,3,1,9294248840,73389,73389,2,2,2,178735558,3,3,63246,1919152,434028,30304,24578,2959203914,768575,41401914,911
100095.20,2,262144,64,145953,9617602578,0,54800021,3902,1,1,12914,978,0,576,821865,1,57400,4,117508164,1154,1,4,259,181722354,5,726889416,3,25367,845,2,15,576,43223806,1954,3070794048,576,75,3,1,2,2,716,3,3057064805,3031013271,101144815,184737687,184737687,3,1,9606359756,73389,73389,2,2,2,184737691,3,3,64805,1976918,443246,31311,25364,3057064805,790554,42782419,911
