timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5006.63,0,262144,64,7143,470379990,0,2841250,173,1,1,6921,83,0,576,53621,0,4,2740,4,99397098,1154,1,4,383,8635452,5,34541808,3,1512,22,2,9,576,2015277,152,180557650,576,80,0,3,1,2,2,789,3,179765062,151252711,5042415,8840439,8840439,3,1,459702860,73389,73389,2,2,2,8840443,4,3,17082,117864,60607,1633,1509,179765062,51988,1954706,806
10011.16,0,262144,64,22570,1487678182,0,4990613,380,2,2,6921,211,0,576,138571,0,4,8877,5,105671418,1154,1,4,383,27960633,5,111842532,4,4233,134,2,15,576,6509706,370,502973086,576,80,0,3,1,2,2,789,3,500720094,471533003,12003437,28408907,28408907,3,1,1477263196,73389,73389,2,2,2,28408911,4,3,20560,318438,95059,4721,4229,500720094,133850,6414911,806
15015.76,0,262144,64,41956,2765036698,0,9032868,494,2,2,6921,300,0,576,247394,0,4,16480,5,111318306,1154,1,4,383,52160487,5,208641948,4,7517,276,2,15,576,12216598,609,910094954,576,80,0,3,1,2,2,789,3,906059118,873724144,22154251,52970177,52970177,3,1,2754449236,73389,73389,2,2,2,52970181,4,3,27858,570044,145688,8452,7513,906059118,238942,12071518,806
20020.85,0,262144,64,58606,3861568402,1,11934809,680,2,2,6921,427,0,576,334910,0,4,23043,5,116349828,1154,1,4,383,72922777,5,291626344,4,10402,430,2,15,576,16793314,753,1255295214,576,80,0,3,1,2,2,789,3,1249710802,1218911662,29960894,74044258,74044258,3,1,3850301448,73389,73389,2,2,2,74044262,4,3,29518,779156,177762,11541,10398,1249710802,323369,16616209,806
25025.41,0,262144,64,73891,4868908918,1,12514412,993,2,2,6921,542,0,576,415118,0,4,29068,5,116928996,1154,1,4,383,91970200,5,367816304,4,13060,465,2,15,576,21023755,885,1573637631,576,80,0,3,1,2,2,789,3,1566628016,1536050554,35071767,93428628,93428628,3,1,4858288688,73389,73389,2,2,2,93428632,4,3,29543,972789,211888,14642,13056,1566628016,400476,20812766,806
30029.85,0,262144,64,86124,5675654394,2,14964479,1285,3,3,6921,615,8,576,478256,0,4,33886,6,116928996,1154,1,4,383,107167257,5,428669028,5,15150,493,2,18,576,24454426,1292,1828342448,576,80,0,3,1,2,2,789,3,1820208262,1790024320,41195144,108942500,108942500,3,1,5665010032,73389,73389,2,2,2,108942504,4,3,31646,1127396,234900,17006,15145,1820208262,461250,24220600,806
35035.01,1,262144,64,103394,6813385520,3,18700102,1331,5,5,6921,731,8,576,563604,0,4,40712,6,117218580,1154,1,4,383,128788626,5,515154504,5,18079,578,2,18,576,29360042,1412,2181611513,576,80,0,3,1,2,2,789,3,2171896018,2148271852,50175507,130806887,130823271,3,1,6801958156,73389,73389,2,2,2,130806891,4,3,36529,1342801,281321,20273,18072,2171896018,543331,29080193,806
40039.65,1,262144,64,114809,7565279750,4,21368504,1600,5,5,6921,805,8,576,621997,0,4,45197,6,117508164,1154,1,4,383,143026251,5,572105004,5,20090,610,2,18,576,32542408,1514,2426209687,576,80,0,3,1,2,2,789,3,2415417482,2384991329,56253605,145264435,145264435,3,1,7553750652,73389,73389,2,2,2,145264439,4,3,37987,1488549,311083,22477,20083,2415417482,599520,32232944,806
45044.76,1,262144,64,120875,7964679290,4,24592726,1757,5,5,6921,810,8,576,649504,0,4,47553,6,117508164,1154,1,4,383,150589809,5,602359236,5,21048,630,2,18,576,34237827,1608,2548224646,576,80,0,3,1,2,2,789,3,2536911466,2510571992,61280059,152968345,152968345,3,1,7954353972,73389,73389,2,2,2,152968349,4,3,40441,1556767,326223,23544,21041,2536911466,625960,33913303,806
50049.88,1,262144,64,127798,8421232594,4,27613137,1935,5,5,6921,872,9,576,682851,0,4,50304,6,117508164,1154,1,4,383,159252288,5,637009152,5,22239,638,2,18,576,36154129,1689,2690054691,576,80,0,3,1,2,2,789,3,2678102152,2654468564,66350570,161738930,161738930,3,1,8410424392,73389,73389,2,2,2,161738934,4,3,40749,1640706,338693,24833,22232,2678102152,658018,35817233,806
