timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5006.99,0,262144,64,16243,1070232598,2,5352353,146,3,3,9285,153,0,576,116550,0,2,6339,6,102558390,1154,1,4,236,20043427,4,80085972,5,3160,203,2,15,576,4769577,207,377213333,576,59,0,3,1,2,2,568,3,375535646,340170114,10536773,20375602,20375602,3,1,1059531336,73389,73389,2,2,2,20375606,3,3,19497,261445,97058,3510,3155,375535646,113040,4672654,835
10010.63,0,262144,64,28821,1899539730,2,6424868,478,3,3,9285,215,0,576,185487,0,2,11236,6,107553714,1154,1,4,236,35612372,4,142426512,5,5244,269,2,15,576,8538557,310,633647616,576,59,0,3,1,2,2,568,3,630840900,601269916,15638055,36315458,36315458,3,1,1888403848,73389,73389,2,2,2,36315462,3,3,19537,424062,134473,5931,5239,630840900,179556,8404412,835
15015.41,0,262144,64,44648,2942424890,2,8167039,711,4,4,9285,349,9,576,283283,0,2,17566,6,112283586,1154,1,4,236,55514771,4,222059084,5,8049,460,2,15,576,13612253,521,965823119,576,59,0,3,1,2,2,568,3,961492456,929252420,22830195,56387956,56387956,3,1,2932173744,73389,73389,2,2,2,56387960,3,3,22578,657947,177049,9403,8043,961492456,273880,13435681,835
20020.71,2,262144,64,65795,4335542216,2,11150436,917,4,4,9285,451,9,576,408928,0,2,25857,6,116928996,1154,1,4,236,81901001,4,327539376,5,11596,695,2,15,576,20320175,774,1402902361,576,59,0,3,1,2,2,568,3,1396616888,1368139816,33005739,83167099,83167099,3,1,4324689180,73389,73389,2,2,2,83167103,3,3,31527,960811,232545,13799,11590,1396616888,395129,20088404,835
25025.42,2,262144,64,90056,5934898460,2,13329548,1146,4,4,9285,630,10,576,553153,0,2,35448,6,116928996,1154,1,4,236,112157954,4,448631816,5,15805,1073,2,15,576,27791143,979,1909219791,576,59,0,3,1,2,2,568,3,1900636372,1871516762,43216694,113937017,113937017,3,1,5923872948,73389,73389,2,2,2,113920637,3,3,39394,1317408,316959,18982,15799,1900636372,534171,27475516,835
30029.34,2,262144,64,104931,6914114352,3,17152414,1376,4,4,9285,709,10,576,631683,0,2,41276,6,117218580,1154,1,4,236,130695512,4,522782048,5,18315,1124,2,15,576,31995542,1071,2215308769,576,59,0,3,1,2,2,568,3,2205367649,2180017527,51546949,132756583,132756583,3,1,6903342348,73389,73389,2,2,2,132756587,3,3,42501,1509357,359430,21832,18309,2205367649,609851,31637337,835
35033.59,2,262144,64,115035,7579222134,3,19128365,1643,4,4,9285,771,10,576,682084,0,2,45228,6,117218580,1154,1,4,236,143284481,4,573137924,5,20060,1135,2,15,576,34890052,1198,2427737786,576,59,0,3,1,2,2,568,3,2416858850,2389578432,56611338,145541248,145541248,3,1,7568144928,73389,73389,2,2,2,145541252,3,3,42959,1633576,382666,23782,20054,2416858850,658302,34508618,835
40037.54,2,262144,64,125609,8277158924,3,20962237,1921,4,4,9285,854,10,576,735663,0,2,49444,6,117508164,1154,1,4,236,156560521,4,626242084,5,21907,1223,2,15,576,37937063,1266,2649890640,576,59,0,3,1,2,2,568,3,2638019321,2608791847,61699318,158974352,158974352,3,1,8266666336,73389,73389,2,2,2,158974356,3,3,45632,1764627,408977,25808,21901,2638019321,709855,37529561,835
45040.72,2,262144,64,142879,9415819132,3,24343361,2052,5,5,9285,967,10,576,822534,0,2,56257,6,117508164,1154,1,4,236,178118340,4,712473360,5,24825,1403,2,15,576,42908014,1512,3003202220,576,59,0,3,1,2,2,568,3,2989749143,2967478041,70392152,180865030,180865030,3,1,9404981592,73389,73389,2,2,2,180865034,3,3,50276,1981068,447716,29141,24818,2989749143,793393,42462096,835
50044.62,2,262144,64,150992,9949732844,4,28418933,2217,5,5,9285,1030,10,576,863659,0,2,59439,6,117508164,1154,1,4,236,188231882,4,752927528,5,26297,1423,2,15,576,45266226,1591,3179797727,576,59,0,3,1,2,2,568,3,3165553307,3135773013,76990928,191130877,191130877,3,1,9938805636,73389,73389,2,2,2,191130881,3,3,57133,2086619,487038,30910,26290,3165553307,832749,44781043,835
55048.88,2,262144,64,165081,10877184054,4,30379952,2435,6,6,9285,1101,10,576,932243,0,2,64980,6,117508164,1154,1,4,236,205795378,4,823181512,5,28681,1539,2,15,576,49406263,1774,3471080765,576,59,0,3,1,2,2,568,3,3455544409,3427629702,83360544,208961370,208961370,3,1,10865991272,73389,73389,2,2,2,208961374,3,3,61726,2257467,530872,33705,28673,3455544409,898538,48877219,835
60054.43,2,262144,64,185422,12218058532,4,34353311,2572,6,6,9285,1246,10,576,1033941,0,2,73024,6,117508164,1154,1,4,236,231216730,4,924866920,5,32178,1577,2,15,576,55216319,1898,3893897847,576,59,0,3,1,2,2,568,3,3876457825,3849441767,93537413,234769539,234769539,3,1,12208016060,73389,73389,2,2,2,234769543,3,3,75525,2508360,597999,37645,32170,3876457825,996296,54620382,835
65058.22,2,262144,64,201860,13302265184,5,37700067,2733,6,6,9285,1360,10,576,1115614,0,2,79508,6,117508164,1154,1,4,236,251724741,4,1006898964,5,35013,1611,2,15,576,59929270,2032,4235954702,576,59,0,3,1,2,2,568,3,4216984695,4191032100,101910534,255595257,255595257,3,1,13290953396,73389,73389,2,2,2,255595261,3,3,81760,2709374,642599,40844,35005,4216984695,1074770,59288929,835
70062.13,2,262144,64,217147,14308156126,5,38291897,3056,6,6,9285,1440,10,576,1195138,0,2,85487,6,117508164,1154,1,4,236,270764417,4,1082993240,5,37682,1734,2,15,576,64148728,2121,4562640876,576,59,0,3,1,2,2,568,3,4542239437,4507897521,107022759,274941270,274941270,3,1,14296946072,73389,73389,2,2,2,274941274,3,3,81801,2902471,672794,43659,37674,4542239437,1151479,63478439,835
