timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.09,5,262144,64,33385,2200202548,1,4756955,100,5,5,5557,278,1,576,315487,2,13133,8,103789122,1154,1,4,273,41494235,4,165912212,7,6140,1357,2,55,576,13671055,1406,734880565,576,248,3,1,2,2,652,3,731515167,695946762,19558948,42104599,42104599,3,1,2189439180,73389,73389,2,2,2,42104603,3,3,96528,699104,306545,8975,6133,731515167,306512,13364725,1386
10013.66,22,262144,64,67629,4456688454,1,9347007,206,5,5,5557,482,2,576,647946,2,26591,8,109749726,1154,1,4,273,84177421,4,336580364,7,12005,3583,2,55,576,28553659,3367,1448762124,576,248,3,1,2,2,652,3,1442118074,1406330855,40192163,85478958,85478958,3,1,4444905848,73389,73389,2,2,2,85478962,3,3,108056,1425003,463920,18572,11998,1442118074,629374,28090541,1386
15022.29,43,262144,64,104717,6900439562,2,13879699,365,7,7,5557,741,5,576,1000625,2,41224,9,113828034,1154,1,4,273,130424166,4,521631948,8,18451,6099,2,72,576,43742956,28464,2222169085,576,248,3,1,2,2,652,3,2211952863,2176019968,61188304,132467704,132484088,3,1,6888320640,73389,73389,2,2,2,132467708,3,3,121232,2220773,637948,29126,18442,2211952863,971499,43105716,1386
20028.41,58,262144,64,135327,8916885348,6,19881301,532,10,10,5557,921,6,576,1324244,2,53241,9,116928996,1154,1,4,273,168496214,4,673984856,8,23764,8964,2,72,576,57233981,51675,2868573861,576,248,3,1,2,2,652,3,2855387485,2811625846,81823527,171163160,171195928,3,1,8900484352,73389,73389,2,2,2,171163164,3,3,135773,2940463,810581,38388,23752,2855387485,1285856,56425151,1386
25034.32,81,262144,64,163478,10772781410,8,23158358,668,12,12,5557,1117,7,576,1618984,2,64319,9,117218580,1154,1,4,273,203564220,4,814192224,8,28819,12137,2,72,576,69681939,71557,3477807530,576,248,3,1,2,2,652,3,3461796109,3397551388,98600011,206780139,206780139,3,1,10752567260,73389,73389,2,2,2,206780143,3,3,153970,3605248,979910,47075,28805,3461796109,1571909,68705379,1386
30040.62,114,262144,64,192900,12711937530,8,27020804,785,12,12,5557,1295,8,576,1966359,2,75871,9,117218580,1154,1,4,273,240177594,4,960710376,8,33939,16084,2,72,576,84367835,121511,4100596309,576,248,3,1,2,2,652,3,4081675276,4009257674,118391109,243947565,243980333,3,1,12685273412,73389,73389,2,2,2,243947569,3,3,164584,4390048,1161579,57459,33925,4081675276,1908900,83210262,1386
35045.18,127,262144,64,225112,14834928502,9,30590234,866,13,13,5557,1496,8,585,2285936,2,88521,9,118949768,1172,1,4,273,280308485,4,1121169448,8,39680,19254,2,72,585,98670627,126957,4795822976,585,256,3,1,2,2,652,3,4773690171,4679347508,137417235,284651776,284651776,3,1,14801892384,73389,73389,2,2,2,284651780,3,3,174388,5117270,1310553,67247,39665,4773690171,2218689,97364306,1428
40050.48,134,262144,64,257195,16949286474,10,35588074,1000,13,13,5557,1701,11,594,2551445,2,101092,9,120448861,1190,1,4,273,320114843,4,1280459372,8,45484,20614,2,72,594,110680310,127447,5499554801,594,264,3,1,2,2,652,3,5474247479,5348227539,155402734,325074215,325090599,3,1,16903007244,73389,73389,2,2,2,325057835,3,3,189361,5730656,1439974,75662,45469,5474247479,2475783,109245142,1480
45053.58,135,262144,64,283687,18695299976,13,41552514,1135,15,15,5557,1872,11,594,2726256,2,111477,9,120460927,1190,1,4,273,352946713,4,1411786852,8,50385,21087,2,72,594,118771482,128831,6093133799,594,264,3,1,2,2,652,3,6065196828,5901356606,170125340,358430646,358430646,3,1,18638393624,73389,73389,2,2,2,358430650,3,3,202225,6153802,1541054,81528,50368,6065196828,2644728,117235373,1480
50057.53,135,262144,64,302769,19952820010,13,45495371,1269,15,15,5557,1994,11,594,2837706,2,118935,9,120762577,1190,1,4,273,376516811,4,1506067244,8,53925,21255,2,72,594,124572684,129115,6522491743,594,264,3,1,2,2,652,3,6492648679,6299936515,180297263,382459436,382459436,3,1,19887890704,73389,73389,2,2,2,382459440,3,3,210130,6425779,1596707,85576,53908,6492648679,2752130,122981330,1480
55061.00,135,262144,64,324591,21389558770,14,49754093,1415,16,16,5557,2133,11,594,2974345,2,127472,9,120762577,1190,1,4,273,403592189,4,1614368756,8,58022,21605,2,72,594,131113853,129490,7020289515,594,264,3,1,2,2,652,3,6988252831,6755773922,191635153,409873681,409873681,3,1,21313431444,73389,73389,2,2,2,409873685,3,3,215510,6761450,1664961,90311,58004,6988252831,2884034,129454598,1480
60065.09,136,262144,64,343305,22623601054,14,53718166,1520,16,16,5557,2259,11,594,3087572,2,134825,9,120762577,1190,1,4,273,426784536,4,1707138144,8,61582,21887,2,72,594,136643807,129669,7452326066,594,264,3,1,2,2,652,3,7418388316,7147076864,201566597,433414825,433431209,3,1,22537570932,73389,73389,2,2,2,433414829,3,3,220360,7040016,1711997,94528,61564,7418388316,2993044,134937682,1480
65069.52,136,262144,64,358621,23633998796,15,57550901,1737,16,16,5557,2372,11,594,3181732,2,140833,9,120762577,1190,1,4,273,445817088,4,1783268352,8,64517,21977,2,72,594,141054025,129824,7806337404,594,264,3,1,2,2,652,3,7770838159,7467807589,210168428,452686222,452686222,3,1,23539683576,73389,73389,2,2,2,452686226,3,3,221547,7268608,1743402,97782,64499,7770838159,3083950,139316790,1480
70075.08,136,262144,64,371718,24495497146,15,58741602,2072,16,16,5557,2440,11,594,3257591,2,145950,9,120762577,1190,1,4,273,462024237,4,1848096948,8,66940,22160,2,72,594,144683659,129921,8103988653,594,264,3,1,2,2,652,3,8067203312,7741305026,215275880,469122360,469122360,3,1,24394362752,73389,73389,2,2,2,469122364,3,3,222615,7451946,1770139,100343,66922,8067203312,3157248,142919976,1480
75080.39,136,262144,64,390112,25708555844,15,61135680,2268,17,17,5557,2574,11,594,3380598,2,153167,9,120762577,1190,1,4,273,484773867,4,1939095468,8,70512,22330,2,72,594,150310260,130164,8534330577,594,264,3,1,2,2,652,3,8495632765,8126859451,223765152,492212944,492212944,3,1,25595073120,73389,73389,2,2,2,492212948,3,3,228222,7748148,1821600,104553,70493,8495632765,3276045,148495359,1480
80085.52,136,262144,64,412175,27160883658,15,63816055,2486,17,17,5557,2699,11,594,3526657,2,161760,9,120762577,1190,1,4,273,512046217,4,2048055552,8,74647,22711,2,72,594,157303428,130302,9039233061,594,264,3,1,2,2,652,3,8998296508,8587819286,233992956,519907876,519907876,3,1,27035209584,73389,73389,2,2,2,519907880,3,3,231653,8099990,1883669,109497,74628,8998296508,3417160,155426521,1480
85089.86,136,262144,64,436908,28791945118,15,66165923,2696,17,17,5557,2863,11,594,3691277,2,171443,9,120762577,1190,1,4,273,542632185,4,2170528740,8,79445,23299,2,72,594,164516606,130615,9619663821,594,264,3,1,2,2,652,3,9576165563,9106215276,244182380,550962355,550962355,3,1,28650042492,73389,73389,2,2,2,550962359,3,3,235123,8500959,1958786,115047,79426,9576165563,3576230,162564942,1480
90094.10,136,262144,64,449147,29597853078,16,69648898,2954,17,17,5557,2938,11,594,3765173,2,176185,9,120762577,1190,1,4,273,557637429,4,2230549716,8,81861,23414,2,72,594,167857705,130729,9912984977,594,264,3,1,2,2,652,3,9868344989,9363363084,251284010,566214527,566230911,3,1,29443155436,73389,73389,2,2,2,566214531,3,3,235505,8678443,1988737,117619,81842,9868344989,3647554,165876254,1480
95097.97,136,262144,64,459469,30277875140,16,71700504,3216,17,17,5557,3002,11,594,3825818,2,180197,9,120762577,1190,1,4,273,570359730,4,2281374344,8,83937,23433,2,72,594,170670262,130885,10165764908,594,264,3,1,2,2,652,3,10119903765,9580203704,256376250,579150522,579150522,3,1,30115827176,73389,73389,2,2,2,579150526,3,3,236008,8825151,2020349,119848,83918,10119903765,3705970,168657305,1480
100101.84,136,262144,64,471260,31055327034,16,73321358,3496,18,18,5557,3085,11,594,3897345,2,184775,9,120762577,1190,1,4,273,584784423,4,2339073108,8,86406,23490,2,72,594,173871686,130988,10462881788,594,264,3,1,2,2,652,3,10415727471,9829115483,261469568,593816744,593816744,3,1,30878470720,73389,73389,2,2,2,593816748,3,3,236843,8999515,2052856,122520,86386,10415727471,3774825,171826170,1480
