timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.95,0,262144,64,8258,544080062,0,2273511,232,1,1,15404,83,0,576,68672,0,2,3175,4,100024530,1154,1,4,226,10052689,5,40210756,3,1709,48,2,8,576,2557401,94,206494573,576,115,0,3,1,2,2,660,3,205586246,174509126,5061593,10261529,10261529,3,1,533599540,73389,73389,2,2,2,10261533,3,3,84917,145235,148611,1845,1706,205586246,66827,2409011,931
10013.60,0,262144,64,18066,1190911326,0,4333042,489,1,1,15404,147,0,576,125566,0,2,7051,4,104078706,1154,1,4,226,22317881,5,89271524,3,3410,108,2,8,576,5366784,185,411891979,576,115,0,3,1,2,2,660,3,410065104,378082250,10144029,22685302,22685302,3,1,1179635736,73389,73389,2,2,2,22685306,3,3,88257,278943,177611,3746,3407,410065104,121820,5189516,931
15018.40,0,262144,64,27855,1835616588,0,6255490,753,1,1,15404,211,0,576,184770,0,2,10861,4,107252064,1154,1,4,226,34379009,5,137516036,3,5112,190,2,8,576,8316261,313,618048338,576,115,0,3,1,2,2,660,3,615294815,581141577,15240634,35082784,35082784,3,1,1824304800,73389,73389,2,2,2,35082788,3,3,97276,419714,224737,5893,5109,615294815,178877,8091894,931
20022.19,0,262144,64,35418,2333726820,0,8908920,953,1,1,15404,274,0,576,226477,0,2,13854,4,109423944,1154,1,4,226,43763503,5,175054012,3,6404,225,2,8,576,10542495,464,771604955,576,115,0,3,1,2,2,660,3,768149289,738017550,20280209,44666536,44666536,3,1,2322659904,73389,73389,2,2,2,44666540,3,3,102348,520485,246202,7379,6401,768149289,219098,10296784,931
25026.80,0,262144,64,40305,2655931812,0,12457364,1081,1,1,15404,320,0,576,252905,0,2,15804,4,111354504,1154,1,4,226,49955976,5,199801084,3,7314,229,2,8,576,11938970,524,877993968,576,115,0,3,1,2,2,660,3,874051852,839201848,25325973,50879502,50879502,3,1,2645734136,73389,73389,2,2,2,50879506,3,3,112501,585243,270349,8396,7311,874051852,244509,11669116,931
30031.08,0,262144,64,47200,3110010610,0,15404247,1260,1,1,15404,337,0,576,286864,0,2,18514,4,113562582,1154,1,4,226,58663299,5,234653196,3,8389,254,2,8,576,13899773,586,1014717038,576,115,0,3,1,2,2,660,3,1010185010,982333299,30363249,59597061,59597061,3,1,3099047204,73389,73389,2,2,2,59597065,3,3,112859,666073,287249,9579,8386,1010185010,277285,13613049,931
35036.18,0,262144,64,55453,3653678530,0,17949184,1474,1,1,15404,399,0,576,330493,0,2,21788,4,116036112,1154,1,4,226,69005497,5,276021988,3,9852,295,2,8,576,16253270,668,1190452120,576,115,0,3,1,2,2,660,3,1185130712,1153318717,35435527,70071582,70071582,3,1,3643722296,73389,73389,2,2,2,70071586,3,3,113777,775521,299153,11090,9849,1185130712,319403,15954816,931
40041.38,0,262144,64,65784,4335098838,0,19862298,1742,1,1,15404,463,0,576,387495,0,2,25849,4,116928996,1154,1,4,226,81828675,5,327314700,3,11616,367,2,8,576,19213737,808,1404483174,576,115,0,3,1,2,2,660,3,1398206228,1367857448,40530855,83156748,83156748,3,1,4324150928,73389,73389,2,2,2,83156752,3,3,114407,915796,318575,13020,11613,1398206228,374475,18896074,931
45045.11,2,262144,64,73599,4850122320,0,22458116,1952,1,1,15404,525,0,576,430722,0,2,28945,4,116928996,1154,1,4,226,91563735,5,366254940,3,12972,489,2,8,576,21492396,864,1566665892,576,115,0,3,1,2,2,660,3,1559654810,1530100451,45571823,93066021,93066021,3,1,4839433124,73389,73389,2,2,2,93066025,3,3,115433,1021613,339164,14555,12969,1559654810,416167,21154334,931
50049.26,2,262144,64,80132,5280440888,0,25411492,2133,1,1,15404,577,0,576,467007,0,2,31515,4,116928996,1154,1,4,226,99770663,5,399082652,3,14125,591,2,8,576,23463810,965,1703582659,576,115,0,3,1,2,2,660,3,1695942493,1665566105,50636815,101341212,101341212,3,1,5269743056,73389,73389,2,2,2,101341216,3,3,117762,1111227,369627,15885,14122,1695942493,451122,23095284,931
