timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.81,0,262144,64,7480,492779338,0,2576144,202,1,1,19592,83,0,576,61387,2,2851,4,0,99710814,1154,1,4,201,9053405,4,36213620,3,1584,34,2,6,576,2276071,73,190041023,576,81,3,1,2,2,534,3,189202246,158164577,5063491,9280648,9280648,3,1,482593728,73389,73389,2,2,2,9280652,4,3,7292,132563,66845,1707,1581,189202246,59680,2209185,908
10011.89,0,262144,64,14150,932703770,0,5439242,381,1,1,19592,147,0,576,100329,2,5504,4,0,102510126,1154,1,4,201,17305613,4,69222452,3,2800,69,2,6,576,4311231,147,332151794,576,81,3,1,2,2,534,3,330660811,296852206,10107417,17731745,17731745,3,1,922050772,73389,73389,2,2,2,17731749,4,3,10915,224153,92018,3124,2797,330660811,97205,4219322,908
15015.56,8,262144,64,20405,1344815396,0,8427489,551,1,1,19592,189,0,576,133376,2,7963,4,0,104694072,1154,1,4,201,25123654,4,100494616,3,3841,85,2,6,576,6255015,258,457854974,576,81,3,1,2,2,534,3,455798331,426568313,15168576,25662872,25662872,3,1,1334469376,73389,73389,2,2,2,25662876,4,3,15096,302621,115313,4386,3838,455798331,128990,6139957,908
20020.03,8,262144,64,27146,1789441148,0,11167456,744,1,1,19592,211,0,576,174304,2,10623,4,0,107541648,1154,1,4,201,33601164,4,134404656,3,4997,122,2,6,576,8401855,356,602903377,576,81,3,1,2,2,534,3,600211866,566678814,20205073,34195889,34195889,3,1,1778186260,73389,73389,2,2,2,34195893,4,3,16096,396822,136022,5840,4994,600211866,168464,8265806,908
25024.28,8,262144,64,33816,2227857330,0,14165160,918,1,1,19592,275,0,576,212461,2,13259,4,0,108543126,1154,1,4,201,41944424,4,167777696,3,6143,172,2,6,576,10332404,445,737252244,576,81,3,1,2,2,534,3,733941974,704579115,25255743,42625013,42641397,3,1,2216500708,73389,73389,2,2,2,42625017,4,3,20735,488320,156142,7194,6140,733941974,205267,10176196,908
30028.71,8,262144,64,39176,2581314236,0,17566984,1057,1,1,19592,294,0,576,243319,2,15369,4,0,110727072,1154,1,4,201,48682045,4,194728180,3,7080,190,2,6,576,11868625,598,853821530,576,81,3,1,2,2,534,3,850004924,815863944,30330826,49425644,49425644,3,1,2570133520,73389,73389,2,2,2,49425648,4,3,21322,560503,162814,8237,7077,850004924,235082,11705855,908
35033.15,8,262144,64,43279,2851777024,0,21332113,1163,1,1,19592,338,0,576,264332,2,17007,4,0,112295652,1154,1,4,201,53743906,4,214975624,3,7785,206,2,6,576,13023371,654,935658900,576,81,3,1,2,2,534,3,931462216,901027560,35331516,54624961,54624961,3,1,2840498004,73389,73389,2,2,2,54624965,4,3,23754,611684,171195,9034,7782,931462216,255298,12852320,908
40037.24,8,262144,64,48479,3194410322,0,24792626,1298,1,1,19592,346,0,576,292771,2,19010,4,0,114141750,1154,1,4,201,60144651,4,240578604,3,8635,230,2,6,576,14503016,744,1043949799,576,81,3,1,2,2,534,3,1039291671,1009032184,40376408,61214759,61214759,3,1,3183167500,73389,73389,2,2,2,61214763,4,3,25042,677340,181934,10038,8632,1039291671,282733,14321331,908
45041.46,8,262144,64,53118,3500036604,0,28217169,1433,1,1,19592,400,0,576,318420,2,20815,4,0,115444878,1154,1,4,201,65795521,4,263182084,3,9480,250,2,6,576,16005028,846,1141414860,576,81,3,1,2,2,534,3,1136296988,1105317583,45402605,67094012,67094012,3,1,3488888656,73389,73389,2,2,2,67094016,4,3,27715,741104,196955,11139,9477,1136296988,307281,15808452,908
50045.31,8,262144,64,57795,3808442838,0,31773058,1560,1,1,19592,404,0,576,342034,2,22698,4,0,116928996,1154,1,4,201,71839990,4,287359960,3,10217,303,2,6,576,17406408,927,1236071836,576,81,3,1,2,2,534,3,1230548961,1202422656,50451593,73028450,73028450,3,1,3797479432,73389,73389,2,2,2,73028454,4,3,28811,797303,210260,11984,10214,1230548961,330050,17196613,908
