timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.33,23,262144,64,27495,1811709912,2,2930696,126,6,6,2652,244,1,576,302801,0,12,10803,8,103777056,1154,1,4,596,34051880,12,136142896,7,5093,2574,2,73,576,12138440,8465,608088695,576,788,0,3,1,2,2,1245,3,605259223,573724203,16131061,34617999,34634383,3,1,1800135980,73389,73389,2,2,2,34618003,11,3,90869,666248,291336,8560,5085,605259223,294241,11847791,2509
10018.06,60,262144,64,58212,3835107720,2,6618180,256,6,6,2652,434,2,576,671041,0,12,22904,8,108446598,1154,1,4,596,72400865,12,289538944,7,10365,7864,2,73,576,26993342,59415,1248507267,576,788,0,3,1,2,2,1245,3,1242680372,1210594596,35983711,73548864,73548864,3,1,3824540960,73389,73389,2,2,2,73548868,11,3,103486,1485985,483747,19049,10357,1242680372,651992,26510198,2509
15022.91,70,262144,64,90190,5943680284,3,10084611,350,7,7,2652,628,2,576,990332,0,12,35518,8,112524906,1154,1,4,596,112367328,12,449469312,7,15818,10439,2,73,576,41235690,68586,1912401704,576,788,0,3,1,2,2,1245,3,1903499720,1874190313,54796688,114084473,114100857,3,1,5932392628,73389,73389,2,2,2,114084477,11,3,113290,2194038,633944,28303,15810,1903499720,962029,40603011,2509
20026.41,79,262144,64,122898,8098561746,4,14855389,486,7,7,2652,858,2,576,1267926,0,12,48387,8,116289498,1154,1,4,596,153045466,12,612181864,7,21662,12152,2,73,576,53705391,69397,2616743893,576,788,0,3,1,2,2,1245,3,2604631101,2554844677,73076973,155409117,155409117,3,1,8081274116,73389,73389,2,2,2,155409121,11,3,122208,2826173,754425,37102,21653,2604631101,1230824,52953117,2509
25030.64,79,262144,64,149838,9875129910,7,20824754,618,9,9,2652,997,2,576,1445551,0,12,58925,8,117218580,1154,1,4,596,186583023,12,746267396,7,26474,12727,2,73,576,62304183,69852,3207118140,576,788,0,3,1,2,2,1245,3,3192402068,3116198344,88298739,189422623,189422623,3,1,9849976428,73389,73389,2,2,2,189422627,11,3,138878,3249931,855772,43197,26463,3192402068,1402354,61450979,2509
30034.87,79,262144,64,169645,11178546700,7,24814546,752,9,9,2652,1134,4,576,1561334,0,12,66693,8,117508164,1154,1,4,596,211157903,12,844631612,7,30022,12936,2,73,576,68057231,69990,3637026891,576,788,0,3,1,2,2,1245,3,3620398817,3527824025,98496370,214398255,214398255,3,1,11147857324,73389,73389,2,2,2,214381875,11,3,142569,3526797,911228,47543,30011,3620398817,1513791,67148832,2509
35039.53,79,262144,64,190833,12576836598,8,29221726,897,10,10,2652,1280,4,576,1691812,0,12,75053,8,117508164,1154,1,4,596,237536642,12,950146568,7,33851,13377,2,73,576,74605178,70276,4098126494,576,788,0,3,1,2,2,1245,3,4079429126,3969557312,109957616,241170477,241170477,3,1,12540864836,73389,73389,2,2,2,241170481,11,3,150618,3842774,980202,52191,33839,4079429126,1639621,73628256,2509
40043.54,79,262144,64,210402,13864692018,8,33214545,1026,10,10,2652,1418,4,576,1800952,0,12,82729,8,117508164,1154,1,4,596,261814407,12,1047257628,7,37342,13589,2,73,576,80260379,70462,4517324722,576,788,0,3,1,2,2,1245,3,4496738999,4376490558,120033211,265843005,265843005,3,1,13823836292,73389,73389,2,2,2,265843009,11,3,156321,4114148,1028431,56090,37330,4496738999,1744862,79235627,2509
45047.64,79,262144,64,226272,14910371094,9,37304123,1205,10,10,2652,1502,4,576,1888213,0,12,88830,8,117508164,1154,1,4,596,281159802,12,1124639208,7,40170,13673,2,73,576,84822967,70670,4864593197,576,788,0,3,1,2,2,1245,3,4842487575,4707000444,129025312,285858159,285858159,3,1,14864624300,73389,73389,2,2,2,285858163,11,3,178624,4331822,1097644,59360,40158,4842487575,1828853,83729180,2509
50051.79,79,262144,64,238714,15729606994,9,38455952,1540,10,10,2652,1587,4,576,1953826,0,12,93797,8,117508164,1154,1,4,596,296973074,12,1187892296,7,42437,13796,2,73,576,88508159,70830,5136753973,576,788,0,3,1,2,2,1245,3,5113433183,4965834531,134123157,301552699,301552699,3,1,15680740380,73389,73389,2,2,2,301552703,11,3,178734,4498850,1122719,61988,42425,5113433183,1891838,87389473,2509
