event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,657,657,Total time spent analyzing index of patch parts
ArenaAllocBytes,552960,2723840,2170880,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,17,547,530,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,167,167,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,1973,5649,3676,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,32,56,24,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,113117,113117,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,82,7399224,7399142,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2591067,487472575727,487469984660,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,901,901,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,1761839806,1761839806,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,27885,27885,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,1,902,901,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,2,2,0,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,2,2,0,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlUpscales,0,901,901,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,229656657,229656657,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1947,30019,28072,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,2,326,324,Context lock wait time in microseconds
CreatedReadBufferOrdinary,244,9813,9569,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,584818,121616102,121031284,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,38,775,737,Total time spent waiting for write syscall. This include writes to page cache.
FileOpen,301,590,289,Number of files opened.
FileSync,4,29,25,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1126,28693,27567,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,1258657,1258657,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,20582,20582,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,0,811,811,Time spent filtering parts by PK.
FunctionExecute,19,2478815,2478796,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,667,947,280,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,877549,1556462,678913,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,702,1399,697,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,312,25080,24768,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,30912,487511,456599,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,38,37,Number of created server HTTP connections
HTTPServerConnectionsExpired,0,28,28,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,0,17,17,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,0,26,26,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,0,15,15,Number of reused server HTTP connections
IOBufferAllocBytes,25155916,2077146540,2051990624,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,354,19725,19371,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,7,50,43,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,250,25164,24914,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,0,51206,51206,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,2103,2103,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,182233,182233,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,0,32,32,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,0,38088,38088,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,0,4732794792,4732794792,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,0,58,58,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,0,18931179168,18931179168,Total number of rows in the result of a JOIN operation.
LoadedDataParts,27,27,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,12555,12555,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,0,807389,807389,Number of marks loaded (total across columns).
LoadedMarksFiles,0,110,110,Number of mark files loaded.
LoadedMarksMemoryBytes,0,3659504,3659504,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,59988,7871739661,7871679673,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,113,790,677,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,8301,1174170,1165869,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,113,1285,1172,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,128,270955,270827,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,65,742,677,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,4981,545298,540317,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1189400,1189400,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,0,9349,9349,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,0,110,110,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,808,2712,1904,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,47627,359826,312199,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,662,859,197,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,969,1305,336,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,197,257,60,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,2042,2811,769,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,8583,11613,3030,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,0,2958,2958,Total time spent while merging sorted columns
NetworkReceiveBytes,2353,27267,24914,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,32461585,32462182,597,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,182233,233439,51206,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,256,4748,4492,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,16087,3601939863,3601923776,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,5,1845051216,1845051211,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,4508,148918695942,148918691434,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteBytes,16384,118784,102400,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSWriteChars,239,1801,1562,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,0,9305,9305,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,35,25029,24994,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,224,488,264,"Number of times a file has been found in the opened file cache, so we had to open it again."
OtherQueryTimeMicroseconds,1689,86517,84828,Total time of queries that are not SELECT or INSERT.
PartsLockHoldMicroseconds,10245,10498,253,Total time spent holding data parts lock in MergeTree tables
PartsLocks,151,218,67,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,14,82,68,Count queries with all subqueries
Query,7,50,43,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,0,144,144,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,0,196,196,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,422,50908,50486,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,14654,642965958,642951304,Total time of all queries.
RWLockAcquiredReadLocks,528,622,94,Number of times a read lock was acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,5759,19614,13855,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,11352635,148853704356,148842351721,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,296026,148183905205,148183609179,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,28068,9156579557,9156551489,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RowsReadByMainReader,0,10200644334,10200644334,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,0,10200644334,10200644334,Number of rows read from MergeTree tables (in total) by prewhere readers.
Seek,808,2712,1904,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,10,53,43,Count SELECT queries with all subqueries
SelectQuery,3,21,18,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,12965,642879441,642866476,Total time of SELECT queries.
SelectedBytes,1279844,487232069816,487230789972,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,0,1247613,1247613,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,0,1247613,1247613,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,0,170,170,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,0,170,170,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,0,170,170,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,20337,10200664802,10200644465,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,91,91,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,2870,7060,4190,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,0,7,7,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,1976,4000,2024,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,1862,9793841,9791979,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,293,120971434,120971141,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,5826,105475694,105469868,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
TableFunctionExecute,2,2,0,Number of table function calls.
ThreadPoolReaderPageCacheHit,33,1188661,1188628,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,253459,148810854253,148810600794,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,248,119187599,119187351,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,10259,3496592368,3496582109,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,0,675270,675270,Time spent loading marks
WriteBufferFromFileDescriptorWrite,5,30,25,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,283,1701,1418,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
