event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,657,1246,589,Total time spent analyzing index of patch parts
ArenaAllocBytes,2723840,4894720,2170880,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,547,1077,530,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,167,167,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,5649,6912,1263,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,56,63,7,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,113117,113117,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,7399224,14797856,7398632,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,487472575727,974912852495,487440276768,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,901,1808,907,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,1761839806,3281646069,1519806263,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,27885,53260,25375,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,902,1809,907,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,2,2,0,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,2,2,0,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlUpscales,901,1808,907,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,229656657,435650234,205993577,Total time a query was waiting on resource requests for CPU slots.
ContextLock,30062,57313,27251,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,326,4018,3692,Context lock wait time in microseconds
CreatedReadBufferOrdinary,9813,18183,8370,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,121616112,201959251,80343139,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,775,843,68,Total time spent waiting for write syscall. This include writes to page cache.
FileOpen,590,747,157,Number of files opened.
FileSync,29,32,3,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,28693,31305,2612,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
