timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
14246.74,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
16252.22,5,253952,62,38351,2525630192,5,6947984,0,127,18,18,553,293,1,567,267802,0,47,15047,28,1252,102892975,1136,1,0,4,1484,47690427,9,190502916,27,32,12,5449,567,0,0,18208510,57420,823629677,0,567,440,0,3,1,14,14,2074,0,3,824362511,797886120,25216891,48387863,48404247,1,3,1,0,2516168908,73389,73389,14,14,14,48387867,10,3,110611,274074,537946,6877,824362511,267802,17671427,1727
18261.78,23,253952,62,88041,5798753046,5,10706466,0,357,25,25,553,619,4,576,726399,0,47,34570,34,1252,113443229,1154,1,0,4,1484,109584691,9,438144728,33,39,12,6821,576,0,0,49535434,853111,1854700987,0,576,450,0,3,1,14,14,2074,0,3,1857581392,1828526812,61083963,111294492,111327260,1,3,1,0,5786461648,73389,73389,14,14,14,111278112,10,3,149639,743208,1180740,15461,1857581392,726399,48356554,1766
20267.03,28,253952,62,140160,9233886288,5,14478841,0,629,25,25,553,954,13,594,1197046,0,47,55118,34,1252,120136069,1190,1,0,4,1484,174760183,9,698911620,33,39,12,6821,594,0,0,83550780,1775887,2940791129,0,594,473,0,3,1,14,14,2074,0,3,2939372821,2910251807,99826053,177351994,177384762,1,3,1,0,9222303720,73389,73389,14,14,14,177351998,10,3,175456,1224975,1817628,24438,2939372821,1197046,81736046,1837
22278.93,32,253952,62,174748,11511809692,13,25191731,0,827,25,25,553,1181,13,603,1513725,0,47,68765,34,1252,121924261,1208,1,0,4,1484,217931747,9,871726988,33,39,12,6821,603,0,0,104750903,2374386,3657950739,0,603,479,0,3,1,14,14,2074,0,3,3656544081,3627417461,132275119,221156655,221205807,1,3,1,0,11500146092,73389,73389,14,14,14,221156659,10,3,189099,1548918,2215902,30391,3656544081,1513725,102538582,1873
24289.25,33,253952,62,209456,13800490070,13,27575704,0,1020,25,25,553,1399,13,603,1830526,0,47,82417,34,1252,122237977,1208,1,0,4,1484,261321422,9,1044962432,33,39,12,6821,603,0,0,125995338,2956158,4381669171,0,603,479,0,3,1,14,14,2074,0,3,4379030809,4347905488,156469017,265148844,265197996,1,3,1,0,13787739920,73389,73389,14,14,14,265148848,10,3,198454,1872895,2610991,36373,4379030809,1830526,123388636,1873
26294.14,34,253952,62,243643,16051611514,13,29520347,0,1193,25,25,553,1622,14,603,2129464,0,47,95840,34,1252,122237977,1208,1,0,4,1484,303846424,9,1215321068,33,39,12,6821,603,0,0,146040771,3346928,5096260783,0,603,479,0,3,1,14,14,2074,0,3,5092060434,5056798443,178830410,308476654,308476654,1,3,1,0,16040786040,73389,73389,14,14,14,308476658,10,3,212099,2178778,2956510,42281,5092060434,2129464,143089227,1873
28304.17,35,253952,62,280118,18454823400,16,34774489,0,1298,30,30,553,1856,15,630,2385146,4,47,110237,34,1252,126933488,1262,1,0,4,1484,349528431,9,1397984412,33,44,12,6821,630,0,0,163322418,3410133,5862013473,0,626,496,4,3,1,14,14,2074,0,3,5858989415,5814481388,201431179,354613432,354629816,1,3,1,0,18439046528,73389,73389,14,14,14,354597052,10,3,234302,2440633,3312996,48668,5858989415,2385146,160015104,1956
30317.79,41,253952,62,323950,21342870682,16,37635460,0,1508,31,31,553,2139,16,666,2789886,8,47,127473,34,1252,133440638,1334,1,0,4,1484,404146436,9,1616456400,33,45,12,6821,666,0,0,188780301,4216560,6794864658,0,658,534,8,3,1,14,14,2074,0,3,6790471088,6725303705,229877860,410042924,410075692,1,3,1,0,21322232080,73389,73389,14,14,14,410042928,10,3,244458,2854544,3772246,56403,6790471088,2789886,185014585,2089
32326.32,52,253952,62,371125,24450220338,16,41275610,0,1748,36,36,553,2437,19,738,3236330,10,47,145954,34,1252,146372037,1478,1,0,4,1484,462819086,9,1850759552,33,50,12,6821,738,0,0,216235837,4924505,7809315410,0,728,606,10,3,1,14,14,2074,0,3,7805566898,7707280383,262345649,469585430,469601814,1,3,1,0,24416738456,73389,73389,14,14,14,469552666,10,3,272676,3310859,4353355,64830,7805566898,3236330,211889936,2349
