timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
94484.47,8,253952,62,41200,2713319602,1,2994854,0,201,15,15,702,314,2,576,388696,2,7,16173,22,104370326,1154,1,0,4,1915,51197882,12,204726812,21,29,0,6,1442,576,0,0,23798575,408388,889009127,0,574,532,2,3,1,14,14,2647,3,889926272,857154262,27171723,51994058,51994058,1,3,1,2703691048,73389,73389,14,14,14,51994062,9,3,77310,396754,608757,7436,889926272,388696,23190637,3586
96488.50,18,253952,62,87905,5790153866,2,5739620,0,392,20,20,702,626,7,585,769176,4,7,34524,26,109898212,1172,1,0,4,1915,109398230,12,437528224,25,34,0,6,1482,585,0,0,48843791,548429,1856294319,0,581,536,4,3,1,14,14,2647,3,1858802420,1825795592,55023902,111153069,111169453,1,3,1,5779959620,73389,73389,14,14,14,111153073,9,3,101458,785762,1114535,15495,1858802420,769176,47729946,3611
98496.48,18,253952,62,131535,8665412992,11,16155913,0,502,28,28,702,903,8,594,1047620,4,7,51697,26,114232858,1190,1,0,4,1915,163875511,12,655243840,25,42,0,6,1482,594,0,0,68820365,608452,2782145865,0,590,541,4,3,1,14,14,2647,3,2782857270,2733271840,85556089,166312225,166312225,1,3,1,8646531796,73389,73389,14,14,14,166279461,9,3,128277,1070978,1473925,23147,2782857270,1047620,67348881,3636
100502.96,26,253952,62,210253,13852182234,11,18594104,0,811,38,38,702,1405,8,765,1764804,6,7,82606,35,150889169,1532,1,0,4,1915,261891614,12,1047307940,34,52,0,6,2777,765,0,0,114242164,1570046,4455365379,0,759,715,6,3,1,14,14,2647,3,4455360298,4369873394,134445234,265789979,265806363,1,3,1,13820226972,73389,73389,14,14,14,265773599,9,3,189909,1803861,2465524,37018,4455360298,1764804,111779632,4274
102509.76,29,253952,62,267326,17613276234,20,31160478,0,1066,38,38,702,1769,11,945,2323466,6,7,104986,35,183685985,1892,1,0,4,1915,332845066,12,1331130612,34,52,0,6,2777,945,0,0,146809096,2094165,5703088009,0,939,871,6,3,1,14,14,2647,3,5701100780,5558765089,180049582,337769409,337802177,1,3,1,17564009300,73389,73389,14,14,14,337769413,9,3,205554,2374447,3144170,47339,5701231852,2323510,143670034,4948
104514.32,30,253952,62,317814,20937894766,20,33358343,0,1302,38,38,702,2090,15,1161,2787302,6,7,124721,35,223217996,2324,1,0,4,1915,395399545,12,1581469032,34,52,0,6,2777,1161,0,0,174617729,2431083,6821242861,0,1155,1101,6,3,1,14,14,2647,3,6818008949,6610861526,210368267,401366325,401366325,1,3,1,20870196964,73389,73389,14,14,14,401349945,9,3,219815,2848395,3695274,56591,6818008949,2787302,170928548,5697
106529.07,30,253952,62,350543,23094514464,31,45863481,0,1362,44,44,702,2297,18,1161,3021836,6,7,137514,35,224738312,2324,1,0,4,1915,435995651,12,1743723760,34,58,0,6,2777,1161,0,0,188836222,2495171,7588443008,0,1155,1101,6,3,1,14,14,2647,3,7584170451,7296851979,237147614,442377514,442410282,1,3,1,23003630760,73389,73389,14,14,14,442377518,9,3,249882,3088433,4018029,62979,7584170451,3021836,184823937,5697
108541.22,32,253952,62,393643,25935248306,31,48281164,0,1560,45,45,702,2574,18,1161,3465036,6,7,154348,35,225039962,2324,1,0,4,1915,489354367,12,1957288312,34,59,0,6,2777,1161,0,0,213306803,3012206,8586582199,0,1155,1101,6,3,1,14,14,2647,3,8582267200,8198793800,264570644,496531213,496547597,1,3,1,25819623108,73389,73389,14,14,14,496531217,9,3,262364,3540924,4500253,71296,8582267200,3465036,208814000,5697
110549.15,34,253952,62,436989,28791733144,32,51701912,0,1791,45,45,702,2848,20,1530,3901643,8,7,171203,35,293207239,3062,1,0,4,1915,542764938,12,2170930660,34,59,0,6,2777,1530,0,0,237615280,3407407,9631710977,0,1522,1462,8,3,1,14,14,2647,3,9625265645,9109703430,292666115,550701296,550783216,1,3,1,28636467424,73389,73389,14,14,14,550701300,9,3,283843,3987013,5035764,79941,9625265645,3901643,232587807,6998
112556.18,36,253952,62,469246,30915674998,35,57098660,0,1959,46,46,702,3047,21,1548,4248289,12,7,183666,35,297985758,3098,1,0,4,1915,582365232,12,2329267132,34,60,0,6,2777,1548,0,0,256038108,3810218,10417848471,0,1536,1482,12,3,1,14,14,2647,3,10411817981,9787805287,316917317,590965298,590998066,1,3,1,30729343560,73389,73389,14,14,14,590948918,9,3,318275,4341144,5529679,86442,10411817981,4248289,250516352,7062
113031.04,37,253952,62,476421,31387524578,37,57436421,2,2000,55,55,702,3127,21,1602,4315824,14,7,186584,42,314108348,3213,1,1227,4,1915,591599349,12,2366397396,41,76,1,34,2810,1602,1227,144,260685602,3968420,10583243697,8,1588,1530,14,3,1,14,14,2647,3,10574301419,9936556047,342792042,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,9,3,319957,4410236,5628891,87766,10574301419,4315824,255065789,7239
