timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
91765.33,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,1,2097278,2,1,0,0,0,0,0,0,1,1,0,0,18,0,0,0,0,0,0,0,0,0,0,3,1,14,14,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0
93775.20,2,253952,62,44878,2954710924,4,7568358,0,228,18,18,699,333,9,576,405476,10,2,17597,21,107495420,1154,1,0,4,651,55765720,6,222868572,20,32,0,2,6634,576,0,0,25744915,570649,960768127,0,566,545,10,3,1,14,14,1247,3,961748971,933100075,33837595,56595803,56661339,1,3,1,2942981788,73389,73389,14,14,14,56595807,10,3,105691,414965,652515,8016,961748971,405476,25093288,5207
95782.17,12,253952,62,89605,5901311680,5,10602691,0,417,24,24,699,627,11,576,788277,10,2,35211,23,115652036,1154,1,0,4,651,111649862,6,446340948,22,38,0,2,6943,576,0,0,51003512,827982,1888670240,0,566,545,10,3,1,14,14,1247,3,1888670764,1860687001,62417323,113309724,113342492,1,3,1,5892105680,73389,73389,14,14,14,113309728,10,3,139222,806939,1117499,15716,1888670764,788277,49887786,5207
97786.64,17,253952,62,134046,8830098222,15,21691628,0,519,24,24,699,914,11,585,1043536,10,2,52642,23,118042762,1172,1,0,4,651,166911709,6,667453472,22,38,0,2,6943,585,0,0,70062678,829755,2810664998,0,575,549,10,3,1,14,14,1247,3,2810884180,2783076483,92565935,169599376,169615760,1,3,1,8818315616,73389,73389,14,14,14,169582996,10,3,147452,1069195,1414721,23373,2810884180,1043536,68650434,5234
99793.28,21,253952,62,200640,13218848322,15,23785049,0,778,43,43,699,1342,15,594,1612677,10,2,78945,32,120483071,1190,1,0,4,651,250311517,6,1000987508,31,57,0,2,7005,594,0,0,107462253,1491249,4200953285,0,584,556,10,3,1,14,14,1247,3,4201299367,4165074527,132665971,253964222,253996990,1,3,1,13206139576,73389,73389,14,14,14,253964226,10,3,216365,1651637,2229848,34896,4201430439,1612738,105236149,5263
101800.69,31,253952,62,267360,17615030020,27,40153653,0,1068,45,45,699,1775,15,603,2236112,10,2,105159,33,122295900,1208,1,0,4,651,333508081,6,1333709364,32,59,0,2,7016,603,0,0,145880496,2249740,5603658686,0,593,564,10,3,1,14,14,1247,3,5602019857,5550512394,188379494,338413147,338445915,1,3,1,17597483676,73389,73389,14,14,14,338413151,10,3,237639,2288830,2997909,46526,5602019857,2236112,142886675,5298
103806.59,58,253952,62,323421,21309519718,27,43151251,0,1341,46,46,699,2133,15,630,2764114,14,2,127169,33,126735261,1262,1,0,4,651,403245208,6,1612593092,32,60,0,2,7016,630,0,0,178228456,2740908,6808823014,0,616,604,14,3,1,14,14,1247,3,6805889803,6717276188,224241040,409217691,409250459,1,3,1,21277616028,73389,73389,14,14,14,409184927,10,3,269114,2828551,3652782,56522,6805889803,2764114,174581861,5394
105810.63,61,253952,62,356429,23483071836,39,56402947,0,1438,46,46,699,2341,16,702,3004006,16,2,139967,33,139895233,1406,1,0,4,651,443779202,6,1774987460,32,60,0,2,7016,702,0,0,193112825,2776766,7587198436,0,686,652,16,3,1,14,14,1247,3,7583058437,7409485957,252381905,450515600,450515600,1,3,1,23426811232,73389,73389,14,14,14,450515604,10,3,285081,3074274,3976993,63031,7583058437,3004006,189142596,5604
107818.56,64,253952,62,396859,26145776090,39,58948353,0,1589,53,53,699,2599,18,891,3356446,20,2,155788,33,173775611,1784,1,0,4,651,493914223,6,1975462832,32,67,0,2,7016,891,0,0,215028357,3201460,8524771062,0,871,812,20,3,1,14,14,1247,3,8519709319,8255520056,277305104,501237295,501286447,1,3,1,26064339372,73389,73389,14,14,14,501237299,10,3,320605,3434987,4441245,70842,8519709319,3356446,210594652,6237
109828.74,69,253952,62,440485,29019764238,40,61624884,0,1793,53,53,699,2873,18,1116,3758345,20,2,172772,33,215802846,2234,1,0,4,651,547752233,6,2190750220,32,67,0,2,7016,1116,0,0,239348955,3561214,9566148795,0,1096,1082,20,3,1,14,14,1247,3,9561866641,9171354395,304648598,555793032,555825800,1,3,1,28899533760,73389,73389,14,14,14,555760268,10,3,337929,3846310,4918222,79499,9561866641,3758345,234439138,7056
