timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
12399.96,7,253952,62,55636,3665007988,5,6319948,0,172,24,24,835,404,0,585,391693,0,242,21835,35,93,107400550,1172,1,0,4,1414,69196388,7,276527096,34,38,0,14,3441,585,0,0,26768676,62875,1182474845,0,585,2212,0,3,1,14,14,1985,3,1183440167,1156704470,33161041,70280700,70329852,1,3,1,3652892496,73389,73389,14,14,14,70247936,9,3,124396,400855,639940,9867,1183440167,391693,26129804,2486
14411.96,10,253952,62,116632,7682543800,5,10568704,0,444,26,26,835,800,0,585,947223,0,242,45817,37,93,114314368,1172,1,0,4,1414,145254896,7,581019584,36,40,0,14,3470,585,0,0,61918560,924422,2452166527,0,585,2212,0,3,1,14,14,1985,3,2452040929,2421632143,72985247,147507772,147556924,1,3,1,7669552208,73389,73389,14,14,14,147491392,9,3,157424,968683,1346816,20389,2452040929,947223,60573023,2486
16424.54,11,253952,62,155823,10264637120,16,23571274,0,593,31,31,835,1050,0,621,1220013,0,242,61214,37,93,121853263,1244,1,0,4,1414,194106413,7,776231808,36,45,0,14,3470,621,0,0,80780480,966410,3274690172,0,621,2241,0,3,1,14,14,1985,3,3273703505,3235744538,105342184,197107163,197139931,1,3,1,10248720540,73389,73389,14,14,14,197090783,9,3,177433,1247958,1681688,27199,3273703505,1220013,79101831,2599
18437.90,26,253952,62,209434,13798225770,16,26678415,0,860,36,36,835,1399,9,621,1769632,0,242,82333,37,93,125617855,1244,1,0,4,1414,261027807,7,1043917476,36,50,0,14,3470,621,0,0,113112176,1885519,4424886121,0,621,2241,0,3,1,14,14,1985,3,4423347929,4351629945,141716787,264847899,264880667,1,3,1,13772090780,73389,73389,14,14,14,264847903,9,3,212081,1812539,2375932,36724,4423347929,1769632,110740348,2599
20451.83,41,253952,62,262676,17306666356,17,30641680,0,1147,36,36,835,1740,11,648,2331144,0,242,103228,37,93,130741686,1298,1,0,4,1414,327298037,7,1309192148,36,50,0,14,3470,648,0,0,145858045,2752069,5563053014,0,648,2275,0,3,1,14,14,1985,3,5559444791,5458773797,179272952,332146711,332179479,1,3,1,17271629004,73389,73389,14,14,14,332146715,9,3,234108,2385931,3070472,46134,5559444791,2331144,142792755,2701
22460.64,46,253952,62,297558,19605241748,24,40574790,0,1330,36,36,835,1965,12,666,2665785,0,242,116939,37,93,133994602,1334,1,0,4,1414,370769618,7,1483078472,36,50,0,14,3470,666,0,0,167149201,3374980,6292313277,0,666,2296,0,3,1,14,14,1985,3,6289342333,6182569155,211121109,376321727,376354495,1,3,1,19568729836,73389,73389,14,14,14,376321731,9,3,249302,2727941,3503912,52177,6289342333,2665785,163651176,2769
24471.84,48,253952,62,332166,21886149860,24,43107458,0,1524,36,36,835,2184,13,675,2994585,0,242,130557,37,93,135435728,1352,1,0,4,1414,413990345,7,1655703116,36,50,0,14,3470,675,0,0,188368864,3854382,7026238004,0,675,2310,0,3,1,14,14,1985,3,7021793020,6901528492,235322234,420109560,420142328,1,3,1,21843993216,73389,73389,14,14,14,420076796,9,3,259194,3064210,3900830,58239,7021793020,2994585,184474619,2802
26476.61,54,253952,62,366509,24147965494,26,46668623,0,1690,37,37,835,2407,15,675,3304701,0,242,143954,37,93,135459860,1352,1,0,4,1414,456545176,7,1825986672,36,51,0,14,3470,675,0,0,207845209,4127644,7777911191,0,675,2310,0,3,1,14,14,1985,3,7772539952,7616962642,258649146,463418827,463435211,1,3,1,24097779036,73389,73389,14,14,14,463418831,9,3,279004,3381394,4286036,64460,7772539952,3304701,203566449,2802
28489.43,62,253952,62,403854,26609093444,28,50662249,0,1791,42,42,835,2642,17,738,3589205,0,242,158669,37,93,145991846,1478,1,0,4,1414,503126438,7,2012247292,36,56,0,14,3470,738,0,0,226067070,4202785,8619075563,0,738,2386,0,3,1,14,14,1985,3,8613398581,8397028438,280948523,510433864,510483016,1,3,1,26541708992,73389,73389,14,14,14,510417484,9,3,306802,3672578,4666428,71404,8613398581,3589205,221408643,3038
30498.20,67,253952,62,447740,29498509958,28,52598924,0,2016,43,43,835,2921,18,1314,4030611,2,242,175746,37,93,244508513,2630,1,0,4,1414,557240051,7,2228830980,36,57,0,14,3470,1314,0,0,251562875,5001377,9655149367,0,1312,2964,2,3,1,14,14,1985,3,9651909392,9315910751,309132421,565369036,565385420,1,3,1,29398337936,73389,73389,14,14,14,565352656,9,3,332468,4124013,5194241,80040,9651909392,4030611,246377483,5126
